STRUCTURE,STRUCTURE_ID,freq,unit,facility,hlthcare,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,CZ,2014,70738.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,CZ,2015,70794.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,CZ,2016,70903.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,CZ,2017,70698.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,CZ,2018,70837.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,CZ,2019,70711.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,CZ,2020,69990.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,CZ,2021,69917.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,1991,809737.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,1992,796905.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,1993,784289.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,1994,790851.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,1995,790756.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,1996,783631.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,1997,769294.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,1998,762596.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,1999,754865.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2000,749473.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2001,741933.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2002,731919.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2003,721690.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2004,707806.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2005,698303.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2006,683484.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2007,677799.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2008,674420.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2009,674830.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2010,674473.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2011,672573.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2012,670443.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2013,667560.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2014,666337.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2015,664364.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2016,663941.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2017,661448.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2018,661880.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2019,657662.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2020,650167.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DE,2021,645620.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,1997,24538.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,1998,24082.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,1999,23352.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2000,22927.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2001,22604.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2002,23040.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2003,22281.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2004,21462.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2005,20902.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2006,20613.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2007,20159.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2008,19615.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2009,19296.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2010,19405.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2011,17433,b
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2013,17241.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2016,14871.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2017,15037.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2018,15131.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2019,15076.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2020,15089.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,DK,2021,14716.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1965,13885.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1966,14090.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1967,14340.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1968,14475.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1969,14495.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1970,14730.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1971,15075.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1972,15180.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1973,15395.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1974,15450.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1975,15600.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1976,15910.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1977,16050.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1978,16515.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1979,17190.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1980,18000.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1981,18400.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1982,18520.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1983,18565.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1984,18565.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1985,18645.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1986,18790.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1987,18769.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1988,18754.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1989,18709.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1990,18129.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1991,17626.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1992,14843.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1993,14377.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1994,12521.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1995,11994.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1996,11184.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1997,10794.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1998,10509.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,1999,10358.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2000,9828.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2001,9160.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2002,8248.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2003,7857.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2004,7690.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2005,7292.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2006,7476.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2007,7349.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2008,7530.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2009,7166.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2010,7022.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2011,7114.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2012,7309.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2013,6462,b
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2014,6439.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2015,6342.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2016,6166.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2017,6068.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2018,5995.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2019,6011.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2020,5934.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EE,2021,5849.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1960,48239.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1961,48779.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1962,49247.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1963,49786.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1964,48363.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1965,50323.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1966,51638.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1967,52173.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1968,53260.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1969,53733.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1970,54633.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1971,56232.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1972,55958.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1973,56118.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1974,56885.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1975,58501.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1976,58574.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1977,59117.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1978,58994.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1979,60073.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1980,60067.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1981,59914.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1982,58938.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1983,57496.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1984,57081.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1985,54438.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1986,52864.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1987,51745.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1988,51587.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1989,51448.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1990,51329.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1991,51297.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1992,51422.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1993,52144.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1994,51788.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1995,52227.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1996,52586.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1997,52474.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1998,52495.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,1999,51404.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2000,51500.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2001,52276.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2002,51781.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2003,51762.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2004,51871.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2005,52511.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2006,53701.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2007,53888.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2008,53652.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2009,54704.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2010,49828,b
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2011,49692.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2012,49100.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2013,46510.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2014,46160.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2015,45945.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2016,45273.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2017,45267.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2018,45053.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2019,44817.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2020,45220.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EL,2021,45101.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,1980,201035.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,1985,175410.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,1986,171860.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,1987,171155.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,1988,170076.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,1989,168514.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,1990,165897.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,1991,164451.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,1992,161537.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,1993,158944.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,1994,157433.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,1995,154644.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,1996,153433.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,1997,151345.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,1998,150010.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,1999,149646.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2000,148081.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2001,146369.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2002,146104.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2003,144916.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2004,145877.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2005,145863.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2006,146241.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2007,146840.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2008,146934.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2009,146310.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2010,144951,b
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2011,142394.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2012,139895.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2013,138153.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2014,137877.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2015,138368.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2016,137867.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2017,138581.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2018,139061.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2019,138861.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2020,139977.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,ES,2021,140397,p
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU27_2020,2009,2563483.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU27_2020,2010,2527055.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU27_2020,2011,2499425.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU27_2020,2012,2482714,e
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU27_2020,2013,2461600.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU27_2020,2014,2448744,e
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU27_2020,2015,2441607,e
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU27_2020,2016,2426947.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU27_2020,2017,2415398.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU27_2020,2018,2402491.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU27_2020,2019,2375998.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU27_2020,2020,2356607.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU27_2020,2021,2345135,e
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU28,2009,2766809.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU28,2010,2710886.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU28,2011,2681397.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU28,2012,2661555,e
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU28,2013,2638391.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU28,2014,2625068,e
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU28,2015,2611602,e
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU28,2016,2595881.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU28,2017,2582987.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU28,2018,2568335.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,EU28,2019,2539871.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,NR,HBEDT,TOTAL,FI,1993,41807.00,
