STRUCTURE,STRUCTURE_ID,freq,unit,facility,hlthcare,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,1988,2468.45,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,1989,2687.71,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,1990,2579.32,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,1991,2482.65,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,1992,2441.47,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,1993,3128.20,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,1994,3244.31,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,1995,3342.80,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,1996,3381.43,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,1997,3560.05,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,1998,3696.59,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,1999,3439.54,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,2000,3345.25,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,2001,3362.82,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,2002,3352.75,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,2003,3823.41,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,2004,3807.46,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,2005,3788.03,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,2006,3764.20,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,2007,4085.30,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,2009,4230.51,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,2010,4209.56,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,2011,4198.24,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,2012,3893.14,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AL,2013,3886.02,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,1988,1089.53,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,1989,1126.82,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,1990,1151.62,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,1991,1177.84,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,1992,1257.13,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,1993,1294.31,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,1994,1356.60,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,1995,1452.01,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,1996,1589.26,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,1997,1677.13,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,1998,1761.27,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,1999,1883.21,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2000,1475.43,b
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2001,1510.86,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2002,1467.85,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2003,1509.56,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2004,1499.99,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2005,1468.21,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2006,1411.75,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2007,1317.79,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2008,1346.08,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2009,1346.57,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2010,1399.73,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2011,1403.05,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2012,1355.74,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2013,1342.17,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2014,1342.92,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2015,1339.95,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2016,1339.36,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2017,1336.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2018,1375.74,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2019,1455.96,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2020,1439.60,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,AT,2021,1392.60,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,1988,602.91,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,1989,591.56,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,1990,569.17,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,1991,575.63,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,1992,584.80,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,1993,596.22,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,1994,610.88,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,1995,619.34,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,1996,633.96,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,1997,626.81,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,1998,622.78,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,1999,624.09,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2000,631.58,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2001,654.03,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2002,659.19,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2003,661.66,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2004,659.02,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2005,656.27,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2006,662.39,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2007,666.02,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2008,668.25,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2009,675.16,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2010,680.77,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2011,689.37,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2012,696.27,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2013,709.03,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2014,714.36,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2015,712.74,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2016,722.16,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2017,734.88,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2018,739.52,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2019,709.63,bd
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2020,710.02,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2021,708.98,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BE,2022,706.80,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2000,1564.27,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2001,1427.40,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2002,1522.07,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2003,1548.25,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2004,1536.92,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2005,1460.24,b
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2006,1475.93,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2007,1468.54,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2008,1463.39,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2009,1437.43,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2010,1513.01,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2011,1592.62,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2012,1566.11,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2013,1516.09,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2014,1497.81,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2015,1456.28,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2016,1778.84,b
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2017,1723.74,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2018,1759.34,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2019,1750.07,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2020,1771.59,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,BG,2021,1746.95,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,1998,836.37,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,1999,832.54,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2000,836.55,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2001,886.88,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2002,907.31,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2003,931.23,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2004,938.96,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2005,945.36,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2006,990.20,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2007,981.43,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2008,996.44,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2009,1017.32,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2010,985.64,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2011,1029.86,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2012,1027.74,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2013,1042.98,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2014,1084.59,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2015,1077.45,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2016,1079.46,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2017,1068.64,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2018,1074.50,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2019,1080.83,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2020,1069.08,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CH,2021,1048.11,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CY,2017,4722.63,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CY,2018,5613.34,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CY,2019,6484.94,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CY,2020,5986.62,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CY,2021,5423.83,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,1980,676.84,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,1985,676.96,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,1990,712.15,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,1995,874.15,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,1996,877.74,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,1997,876.35,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,1998,882.73,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,1999,886.16,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2000,883.37,b
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2001,873.74,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2002,879.73,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2003,886.90,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2004,890.42,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2005,903.89,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2006,915.66,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2007,932.36,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2008,949.58,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2009,962.57,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2010,986.38,b
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2011,1007.59,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2012,1020.46,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2013,1046.51,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2014,1052.75,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2015,1046.65,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2016,1048.87,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2017,1066.48,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2018,1078.20,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2019,1081.35,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2020,1122.76,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,CZ,2021,1168.48,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,1991,724.51,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,1992,786.95,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,1993,851.57,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,1994,861.32,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,1995,870.37,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,1996,900.66,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,1997,917.21,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,1998,923.81,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,1999,928.46,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2000,930.57,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2001,930.57,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2002,945.83,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2003,938.26,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2004,936.45,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2005,934.14,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2006,921.93,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2007,908.28,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2008,887.32,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2009,871.47,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2010,840.15,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2011,813.17,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2012,798.87,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2013,791.81,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2014,786.88,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2015,785.51,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2016,784.08,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2017,778.49,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2018,771.16,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2019,765.70,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2020,769.30,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DE,2021,763.98,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,1987,870.02,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,1988,909.65,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,1989,986.66,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,1990,1047.89,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,1991,1089.24,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,1992,1192.11,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,1993,1220.28,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,1994,1222.39,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,1995,1244.86,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,1996,1250.43,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,1997,1254.15,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,1998,1269.86,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,1999,1267.70,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2000,1320.38,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2001,1329.39,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2002,1355.85,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2003,1402.70,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2004,1481.91,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2005,1530.48,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2006,1588.92,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2007,1629.79,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2008,1710.34,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2009,1730.84,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2010,1753.38,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2011,1877.51,b
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2013,1859.25,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2016,2517.81,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2017,2139.93,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2018,2074.34,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2019,1936.85,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2020,1915.08,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,DK,2021,1925.92,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,EE,1994,922.72,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,EE,1995,940.82,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,HAB_P,HBEDT,PSY,EE,1996,1001.84,
