STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,yes_no,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,AT,2012,49.0,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,BE,2012,35.5,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,BG,2012,,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,CY,2012,0,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,CZ,2012,4.4,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,DE,2012,428.2,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,DK,2012,4.2,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,EE,2012,3.0,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,EEA,2012,1435.9,e
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,EL,2012,,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,ES,2012,92.1,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,EU27_2007,2012,1431.4,e
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,FI,2012,,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,FR,2012,236.8,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,HU,2012,30.4,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,IS,2012,0.5,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,IT,2012,142.2,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,LT,2012,6.3,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,LU,2012,3.7,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,LV,2012,3.5,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,MT,2012,0,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,NL,2012,68.4,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,NO,2012,4.0,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,PL,2012,87.5,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,PT,2012,45.6,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,RO,2012,,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,SE,2012,12.6,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,SI,2012,,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,SK,2012,6.1,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,F,UK,2012,139.9,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,AT,2012,38.9,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,BE,2012,36.2,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,BG,2012,,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,CY,2012,0,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,CZ,2012,18.1,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,DE,2012,151.9,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,DK,2012,,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,EE,2012,6.1,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,EEA,2012,877.8,e
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,EL,2012,,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,ES,2012,19.2,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,EU27_2007,2012,874.1,e
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,FI,2012,,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,FR,2012,155.7,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,HU,2012,38.5,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,IS,2012,,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,IT,2012,136.7,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,LT,2012,4.7,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,LU,2012,2.3,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,LV,2012,2.9,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,MT,2012,,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,NL,2012,53.0,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,NO,2012,,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,PL,2012,50.9,
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,PT,2012,,u
dataflow,ESTAT:HLTH_DPEH070(1.0),A,THS,PB1050,NO_OD,Y15-44,M,RO,2012,,u
