STRUCTURE,STRUCTURE_ID,freq,unit,yes_no,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,AT,2011,614.73,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,BE,2011,470.899,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,BG,2011,278.385,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,CH,2011,412.211,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,CY,2011,27.323,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,CZ,2011,295.594,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,DE,2011,3189.76,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,DK,2011,223.934,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,EE,2011,82.386,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,EL,2011,252.168,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,ES,2011,1228.048,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,FI,2011,332.672,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,FR,2011,4493.616,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,HR,2011,211.102,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,HU,2011,472.725,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,IE,2011,76.935,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,IS,2011,18.772,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,IT,2011,1673.828,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,LT,2011,148.58,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,LU,2011,35.931,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,LV,2011,140.11,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,MT,2011,10.632,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,NL,2011,798.591,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,PL,2011,1877.166,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,PT,2011,665.071,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,RO,2011,905.948,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,SE,2011,421.438,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,SI,2011,123.349,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,SK,2011,209.089,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,TR,2011,4872.91,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,F,UK,2011,3174.299,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,AT,2011,596.564,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,BE,2011,456.647,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,BG,2011,217.88,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,CH,2011,318.58,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,CY,2011,23.705,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,CZ,2011,279.69,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,DE,2011,3424.389,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,DK,2011,194.11,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,EE,2011,72.387,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,EL,2011,202.251,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,ES,2011,950.058,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,FI,2011,316.543,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,FR,2011,3395.959,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,HR,2011,206.358,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,HU,2011,404.821,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,IE,2011,79.471,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,IS,2011,14.583,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,IT,2011,1372.803,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,LT,2011,113.982,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,LU,2011,29.686,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,LV,2011,102.204,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,MT,2011,9.637,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,NL,2011,602.315,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,PL,2011,1742.718,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,PT,2011,501.567,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,RO,2011,685.335,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,SE,2011,332.364,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,SI,2011,122.406,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,SK,2011,184.688,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,TR,2011,3526.207,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,M,UK,2011,2735.572,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,AT,2011,1211.295,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,BE,2011,927.545,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,BG,2011,496.264,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,CH,2011,730.791,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,CY,2011,51.028,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,CZ,2011,575.284,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,DE,2011,6614.149,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,DK,2011,418.044,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,EE,2011,154.773,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,EL,2011,454.419,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,ES,2011,2178.106,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,FI,2011,649.215,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,FR,2011,7889.574,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,HR,2011,417.46,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,HU,2011,877.546,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,IE,2011,156.407,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,IS,2011,33.355,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,IT,2011,3046.631,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,LT,2011,262.562,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,LU,2011,65.617,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,LV,2011,242.315,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,MT,2011,20.269,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,NL,2011,1400.906,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,PL,2011,3619.883,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,PT,2011,1166.638,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,RO,2011,1591.283,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,SE,2011,753.802,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,SI,2011,245.756,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,SK,2011,393.777,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,TR,2011,8399.117,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,TOTAL,T,UK,2011,5909.87,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,Y15-24,F,AT,2011,39.673,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,Y15-24,F,BE,2011,21.888,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,Y15-24,F,BG,2011,6.415,u
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,Y15-24,F,CH,2011,46.593,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,Y15-24,F,CY,2011,0.726,u
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,Y15-24,F,CZ,2011,8.95,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,Y15-24,F,DE,2011,207.743,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,Y15-24,F,DK,2011,16.183,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,Y15-24,F,EE,2011,5.863,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,Y15-24,F,EL,2011,5.158,u
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,Y15-24,F,ES,2011,38.05,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,Y15-24,F,FI,2011,19.888,
dataflow,ESTAT:HLTH_DE070(1.0),A,THS,NO,PB1040,Y15-24,F,FR,2011,261.513,
