STRUCTURE,STRUCTURE_ID,freq,unit,barrier,quantile,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,F,SI,2012,20.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,F,SK,2012,81.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,F,UK,2012,538.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,AT,2012,75.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,BE,2012,31.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,BG,2012,88.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,CY,2012,1.6,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,CZ,2012,33.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,DE,2012,788.1,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,DK,2012,33.7,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,EE,2012,8.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,EEA,2012,2956.7,e
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,EL,2012,30.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,ES,2012,183.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,EU27_2007,2012,2939.5,e
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,FI,2012,46.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,FR,2012,186.0,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,HU,2012,79.4,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,IS,2012,1.5,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,IT,2012,180.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,LT,2012,19.4,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,LU,2012,4.1,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,LV,2012,20.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,MT,2012,3.1,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,NL,2012,93.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,NO,2012,15.7,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,PL,2012,171.9,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,PT,2012,13.0,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,RO,2012,322.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,SE,2012,59.9,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,SI,2012,14.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,SK,2012,40.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,M,UK,2012,409.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,AT,2012,147.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,BE,2012,83.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,BG,2012,234.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,CY,2012,5.7,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,CZ,2012,94.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,DE,2012,1784.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,DK,2012,81.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,EE,2012,31.7,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,EEA,2012,7169.0,e
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,EL,2012,85.4,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,ES,2012,509.0,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,EU27_2007,2012,7113.5,e
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,FI,2012,104.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,FR,2012,529.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,HU,2012,210.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,IS,2012,3.4,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,IT,2012,463.4,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,LT,2012,49.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,LU,2012,8.1,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,LV,2012,56.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,MT,2012,7.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,NL,2012,214.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,NO,2012,52.1,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,PL,2012,481.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,PT,2012,39.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,RO,2012,651.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,SE,2012,134.9,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,SI,2012,34.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,SK,2012,121.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU1,T,UK,2012,947.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,AT,2012,53.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,BE,2012,75.4,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,BG,2012,119.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,CY,2012,9.9,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,CZ,2012,47.9,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,DE,2012,473.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,DK,2012,32.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,EE,2012,15.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,EEA,2012,2816.7,e
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,EL,2012,52.7,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,ES,2012,313.0,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,EU27_2007,2012,2784.7,e
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,FI,2012,46.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,FR,2012,234.4,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,HU,2012,86.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,IS,2012,2.1,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,IT,2012,255.0,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,LT,2012,30.7,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,LU,2012,3.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,LV,2012,24.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,MT,2012,2.4,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,NL,2012,75.1,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,NO,2012,29.9,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,PL,2012,345.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,PT,2012,48.4,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,RO,2012,90.7,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,SE,2012,49.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,SI,2012,11.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,SK,2012,50.7,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,F,UK,2012,236.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,AT,2012,19.7,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,BE,2012,58.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,BG,2012,96.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,CY,2012,4.4,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,CZ,2012,21.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,DE,2012,533.0,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,DK,2012,26.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,EE,2012,4.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,EEA,2012,2188.2,e
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,EL,2012,30.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,ES,2012,214.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,EU27_2007,2012,2163.0,e
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,FI,2012,73.4,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,FR,2012,205.4,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,HU,2012,94.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,IS,2012,1.7,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,IT,2012,157.4,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,LT,2012,14.0,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,LU,2012,5.0,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,LV,2012,9.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,MT,2012,2.0,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,NL,2012,75.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,NO,2012,23.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,PL,2012,164.7,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,PT,2012,18.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,RO,2012,82.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,SE,2012,33.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,SI,2012,16.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,SK,2012,27.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,M,UK,2012,173.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,AT,2012,73.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,BE,2012,133.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,BG,2012,215.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,CY,2012,14.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,CZ,2012,69.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,DE,2012,1006.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,DK,2012,59.1,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,EE,2012,20.1,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,EEA,2012,5004.9,e
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,EL,2012,83.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,ES,2012,527.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,EU27_2007,2012,4947.7,e
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,FI,2012,119.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,FR,2012,439.7,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,HU,2012,180.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,IS,2012,3.8,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,IT,2012,412.4,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,LT,2012,44.7,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,LU,2012,8.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,LV,2012,34.1,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,MT,2012,4.4,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,NL,2012,150.4,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,NO,2012,53.4,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,PL,2012,510.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,PT,2012,67.0,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,RO,2012,173.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,SE,2012,82.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,SI,2012,28.4,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,SK,2012,78.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU2,T,UK,2012,410.1,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,AT,2012,46.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,BE,2012,46.2,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,BG,2012,35.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,CY,2012,2.8,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,CZ,2012,27.9,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,DE,2012,559.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,DK,2012,25.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,EE,2012,8.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,EEA,2012,2422.9,e
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,EL,2012,25.7,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,ES,2012,175.1,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,EU27_2007,2012,2397.9,e
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,FI,2012,18.3,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,FR,2012,273.0,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,HU,2012,66.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,IS,2012,1.8,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,IT,2012,214.9,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,LT,2012,25.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,LU,2012,2.5,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,LV,2012,20.7,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,MT,2012,1.5,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,NL,2012,69.0,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,NO,2012,23.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,PL,2012,188.1,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,PT,2012,24.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,RO,2012,,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,SE,2012,56.9,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,SI,2012,9.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,SK,2012,18.9,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,F,UK,2012,444.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,AT,2012,33.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,BE,2012,32.2,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,BG,2012,45.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,CY,2012,3.2,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,CZ,2012,31.0,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,DE,2012,518.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,DK,2012,31.9,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,EE,2012,6.0,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,EEA,2012,2049.3,e
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,EL,2012,49.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,ES,2012,150.0,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,EU27_2007,2012,2024.6,e
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,FI,2012,26.2,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,FR,2012,241.8,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,HU,2012,57.9,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,IS,2012,1.2,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,IT,2012,135.0,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,LT,2012,23.7,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,LU,2012,2.5,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,LV,2012,9.7,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,MT,2012,1.1,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,NL,2012,36.2,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,NO,2012,23.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,PL,2012,127.1,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,PT,2012,30.6,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,RO,2012,,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,SE,2012,63.7,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,SI,2012,13.0,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,SK,2012,15.3,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,M,UK,2012,336.0,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,T,AT,2012,80.1,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,T,BE,2012,78.4,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,T,BG,2012,80.9,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,T,CY,2012,6.1,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,T,CZ,2012,58.9,u
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,T,DE,2012,1077.9,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,T,DK,2012,57.5,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,T,EE,2012,14.7,
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,T,EEA,2012,4472.2,e
dataflow,ESTAT:HLTH_DSI030(1.0),A,THS,PTP_LD1,QU3,T,EL,2012,75.3,
