STRUCTURE,STRUCTURE_ID,freq,sex,age,isced97,levels,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,NONE,PC,LV,2008,14.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,NONE,PC,MT,2008,45.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,NONE,PC,RO,2008,18.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,NONE,PC,SI,2008,29.0,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,NONE,PC,SK,2008,18.7,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,NONE,PC,TR,2008,21.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,SEV,PC,BE,2008,27.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,SEV,PC,BG,2008,26,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,SEV,PC,CY,2008,27.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,SEV,PC,CZ,2008,26.6,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,SEV,PC,EL,2008,37.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,SEV,PC,ES,2008,34.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,SEV,PC,FR,2008,33.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,SEV,PC,HU,2008,49.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,SEV,PC,LV,2008,46.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,SEV,PC,MT,2008,24.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,SEV,PC,RO,2008,22.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,SEV,PC,SI,2008,51.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,SEV,PC,SK,2008,36.9,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED0-2,SEV,PC,TR,2008,50.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,MOD,PC,BE,2008,23.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,MOD,PC,BG,2008,36.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,MOD,PC,CY,2008,10.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,MOD,PC,CZ,2008,32,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,MOD,PC,EL,2008,23.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,MOD,PC,ES,2008,21.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,MOD,PC,FR,2008,29.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,MOD,PC,HU,2008,30.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,MOD,PC,LV,2008,53.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,MOD,PC,MT,2008,18.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,MOD,PC,RO,2008,56.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,MOD,PC,SI,2008,29.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,MOD,PC,SK,2008,43.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,MOD,PC,TR,2008,37.1,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,NONE,PC,BE,2008,52.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,NONE,PC,BG,2008,42.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,NONE,PC,CY,2008,71.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,NONE,PC,CZ,2008,48.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,NONE,PC,EL,2008,55.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,NONE,PC,ES,2008,57.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,NONE,PC,FR,2008,48.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,NONE,PC,HU,2008,33.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,NONE,PC,LV,2008,20.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,NONE,PC,MT,2008,54.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,NONE,PC,RO,2008,31,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,NONE,PC,SI,2008,34.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,NONE,PC,SK,2008,30.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,NONE,PC,TR,2008,27.5,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,SEV,PC,BE,2008,23.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,SEV,PC,BG,2008,21.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,SEV,PC,CY,2008,18.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,SEV,PC,CZ,2008,19.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,SEV,PC,EL,2008,21.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,SEV,PC,ES,2008,20.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,SEV,PC,FR,2008,21.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,SEV,PC,HU,2008,36,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,SEV,PC,LV,2008,26.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,SEV,PC,MT,2008,27.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,SEV,PC,RO,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,SEV,PC,SI,2008,36.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,SEV,PC,SK,2008,26.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED3_4,SEV,PC,TR,2008,35.4,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,MOD,PC,BE,2008,19.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,MOD,PC,BG,2008,37.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,MOD,PC,CY,2008,9.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,MOD,PC,EL,2008,17.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,MOD,PC,ES,2008,20.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,MOD,PC,FR,2008,22.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,MOD,PC,HU,2008,22.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,MOD,PC,LV,2008,45.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,MOD,PC,MT,2008,15,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,MOD,PC,RO,2008,57.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,MOD,PC,SI,2008,26.1,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,MOD,PC,SK,2008,38.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,MOD,PC,TR,2008,26.8,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,NONE,PC,BE,2008,63,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,NONE,PC,BG,2008,55.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,NONE,PC,CY,2008,77.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,NONE,PC,EL,2008,69.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,NONE,PC,ES,2008,69.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,NONE,PC,FR,2008,59.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,NONE,PC,HU,2008,55.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,NONE,PC,LV,2008,23.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,NONE,PC,MT,2008,70,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,NONE,PC,RO,2008,37.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,NONE,PC,SI,2008,64.0,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,NONE,PC,SK,2008,42.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,NONE,PC,TR,2008,57.4,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,SEV,PC,BE,2008,17.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,SEV,PC,BG,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,SEV,PC,CY,2008,12.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,SEV,PC,EL,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,SEV,PC,ES,2008,9.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,SEV,PC,FR,2008,17.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,SEV,PC,HU,2008,21.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,SEV,PC,LV,2008,31.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,SEV,PC,MT,2008,15,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,SEV,PC,RO,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,SEV,PC,SI,2008,9.9,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,SEV,PC,SK,2008,18.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,ED5_6,SEV,PC,TR,2008,15.7,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,MOD,PC,BE,2008,24.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,MOD,PC,BG,2008,39.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,MOD,PC,CY,2008,22.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,MOD,PC,CZ,2008,30.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,MOD,PC,EL,2008,27.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,MOD,PC,ES,2008,26,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,MOD,PC,FR,2008,26.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,MOD,PC,HU,2008,28.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,MOD,PC,LV,2008,48.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,MOD,PC,MT,2008,26,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,MOD,PC,RO,2008,57.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,MOD,PC,SI,2008,24.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,MOD,PC,SK,2008,42.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,MOD,PC,TR,2008,28.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,NONE,PC,BE,2008,51.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,NONE,PC,BG,2008,41,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,NONE,PC,CY,2008,54.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,NONE,PC,CZ,2008,50.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,NONE,PC,EL,2008,41.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,NONE,PC,ES,2008,44.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,NONE,PC,FR,2008,46.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,NONE,PC,HU,2008,33.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,NONE,PC,LV,2008,19.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,NONE,PC,MT,2008,49.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,NONE,PC,RO,2008,24.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,NONE,PC,SI,2008,36.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,NONE,PC,SK,2008,30.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,NONE,PC,TR,2008,23.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,SEV,PC,BE,2008,24,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,SEV,PC,BG,2008,19.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,SEV,PC,CY,2008,23.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,SEV,PC,CZ,2008,18.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,SEV,PC,EL,2008,30.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,SEV,PC,ES,2008,29.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,SEV,PC,FR,2008,26.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,SEV,PC,HU,2008,37.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,SEV,PC,LV,2008,31.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,SEV,PC,MT,2008,24.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,SEV,PC,RO,2008,17.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,SEV,PC,SI,2008,38.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,SEV,PC,SK,2008,26.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y55-64,TOTAL,SEV,PC,TR,2008,48.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,MOD,PC,BE,2008,23,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,MOD,PC,BG,2008,29.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,MOD,PC,CY,2008,21.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,MOD,PC,CZ,2008,52.4,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,MOD,PC,EL,2008,26.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,MOD,PC,ES,2008,27.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,MOD,PC,FR,2008,30.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,MOD,PC,HU,2008,30.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,MOD,PC,LV,2008,37.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,MOD,PC,MT,2008,26.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,MOD,PC,RO,2008,50.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,MOD,PC,SI,2008,14.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,MOD,PC,SK,2008,27.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,MOD,PC,TR,2008,24.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,NONE,PC,BE,2008,20.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,NONE,PC,BG,2008,13.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,NONE,PC,CY,2008,22.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,NONE,PC,CZ,2008,15,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,NONE,PC,EL,2008,12.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,NONE,PC,ES,2008,17,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,NONE,PC,FR,2008,25.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,NONE,PC,HU,2008,8.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,NONE,PC,LV,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,NONE,PC,MT,2008,21.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,NONE,PC,RO,2008,7.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,NONE,PC,SI,2008,14.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,NONE,PC,SK,2008,9.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,NONE,PC,TR,2008,7.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,SEV,PC,BE,2008,56.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,SEV,PC,BG,2008,56.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,SEV,PC,CY,2008,55.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,SEV,PC,CZ,2008,32.5,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,SEV,PC,EL,2008,61.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,SEV,PC,ES,2008,55.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,SEV,PC,FR,2008,44,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,SEV,PC,HU,2008,60.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,SEV,PC,LV,2008,59,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,SEV,PC,MT,2008,51.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,SEV,PC,RO,2008,41.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,SEV,PC,SI,2008,71.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,SEV,PC,SK,2008,62.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED0-2,SEV,PC,TR,2008,68.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,MOD,PC,BE,2008,23.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,MOD,PC,BG,2008,44.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,MOD,PC,CY,2008,17.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,MOD,PC,CZ,2008,38.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,MOD,PC,EL,2008,25.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,MOD,PC,ES,2008,21.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,MOD,PC,FR,2008,34.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,MOD,PC,HU,2008,27.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,MOD,PC,LV,2008,41.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,MOD,PC,MT,2008,44.8,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,MOD,PC,RO,2008,56.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,MOD,PC,SI,2008,29.2,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,MOD,PC,SK,2008,34.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,NONE,PC,BE,2008,33.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,NONE,PC,BG,2008,18.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,NONE,PC,CY,2008,38.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,NONE,PC,CZ,2008,27.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,NONE,PC,EL,2008,33.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,NONE,PC,ES,2008,36.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,NONE,PC,FR,2008,36.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,NONE,PC,HU,2008,23.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,NONE,PC,LV,2008,11.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,NONE,PC,MT,2008,10.3,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,NONE,PC,RO,2008,12.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,NONE,PC,SI,2008,13.6,u
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,NONE,PC,SK,2008,11.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,SEV,PC,BE,2008,43.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,SEV,PC,BG,2008,36.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,SEV,PC,CY,2008,44,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,SEV,PC,CZ,2008,34.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,SEV,PC,EL,2008,40.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,SEV,PC,ES,2008,41.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,SEV,PC,FR,2008,29,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,SEV,PC,HU,2008,48.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,SEV,PC,LV,2008,47.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y65-74,ED3_4,SEV,PC,MT,2008,44.8,u
