STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,frequenc,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,FR,2011,937.689,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,HR,2011,41.353,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,HU,2011,54.263,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,IE,2011,13.373,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,IS,2011,7.797,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,IT,2011,358.038,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,LT,2011,30.377,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,LU,2011,8.884,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,LV,2011,24.346,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,MT,2011,2.687,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,NL,2011,183.956,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,PL,2011,291.054,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,PT,2011,169.831,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,RO,2011,124.062,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,SE,2011,150.092,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,SI,2011,54.57,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,SK,2011,52.622,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,TR,2011,968.367,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y45-54,T,UK,2011,591.726,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,AT,2011,34.653,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,BE,2011,28.371,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,BG,2011,14.346,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,CH,2011,57.612,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,CY,2011,3.659,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,CZ,2011,31.414,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,DE,2011,261.242,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,DK,2011,31.959,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,EE,2011,10.021,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,EL,2011,22.421,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,ES,2011,97.71,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,EU28,2011,1683.434,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,FI,2011,50.216,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,FR,2011,246.453,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,HR,2011,14.042,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,HU,2011,26.409,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,IE,2011,6.56,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,IS,2011,3.862,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,IT,2011,95.096,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,LT,2011,15.131,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,LU,2011,1.619,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,LV,2011,12.998,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,NL,2011,67.854,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,PL,2011,104.141,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,PT,2011,102.38,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,RO,2011,99.379,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,SE,2011,82.75,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,SI,2011,9.774,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,SK,2011,14.052,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,TR,2011,273.395,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,F,UK,2011,198.08,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,AT,2011,56.961,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,BE,2011,38.783,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,BG,2011,18.567,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,CH,2011,63.001,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,CY,2011,4.849,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,CZ,2011,46.578,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,DE,2011,250.824,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,DK,2011,23.941,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,EE,2011,4.579,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,EL,2011,32.283,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,ES,2011,114.507,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,EU28,2011,1802.707,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,FI,2011,37.841,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,FR,2011,215.231,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,HR,2011,24.123,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,HU,2011,16.291,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,IE,2011,7.645,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,IS,2011,3.122,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,IT,2011,125.629,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,LT,2011,11.44,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,LU,2011,1.414,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,LV,2011,8.254,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,MT,2011,1.762,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,NL,2011,78.995,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,PL,2011,154.772,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,PT,2011,80.182,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,RO,2011,90.056,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,SE,2011,63.781,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,SI,2011,16.004,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,SK,2011,20.163,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,TR,2011,356.94,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,M,UK,2011,257.251,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,AT,2011,91.614,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,BE,2011,67.154,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,BG,2011,32.913,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,CH,2011,120.613,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,CY,2011,8.507,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,CZ,2011,77.993,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,DE,2011,512.066,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,DK,2011,55.899,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,EE,2011,14.6,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,EL,2011,54.704,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,ES,2011,212.216,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,EU28,2011,3486.141,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,FI,2011,88.057,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,FR,2011,461.684,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,HR,2011,38.165,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,HU,2011,42.7,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,IE,2011,14.205,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,IS,2011,6.984,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,IT,2011,220.725,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,LT,2011,26.571,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,LU,2011,3.034,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,LV,2011,21.252,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,MT,2011,2.467,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,NL,2011,146.849,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,PL,2011,258.913,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,PT,2011,182.563,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,RO,2011,189.435,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,SE,2011,146.531,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,SI,2011,25.778,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,SK,2011,34.215,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,TR,2011,630.336,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,TOTAL,Y55-64,T,UK,2011,455.33,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,AT,2011,28.39,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,BE,2011,10.026,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,CH,2011,23.51,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,CZ,2011,9.619,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,DE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,DK,2011,13.85,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,EL,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,ES,2011,37.244,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,EU28,2011,547.594,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,FI,2011,20.118,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,FR,2011,163.928,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,HU,2011,3.614,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,IE,2011,1.253,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,IS,2011,1.145,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,IT,2011,19.418,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,LU,2011,1.874,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,NL,2011,34.716,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,PL,2011,31.94,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,PT,2011,26.544,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,SE,2011,15.125,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,SI,2011,5.731,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,TR,2011,116.282,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,F,UK,2011,68.28,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,AT,2011,29.994,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,BE,2011,11.578,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,CH,2011,13.618,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,CZ,2011,4.266,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,DE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,DK,2011,13.598,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,ES,2011,20.5,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,EU28,2011,442.71,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,FI,2011,16.985,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,FR,2011,140.275,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,HU,2011,2.67,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,IE,2011,4.257,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,IS,2011,1.412,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,IT,2011,23.005,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,LU,2011,1.48,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,NL,2011,34.923,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,PL,2011,28.269,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,PT,2011,18.859,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,RO,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,SE,2011,14.539,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,SI,2011,5.496,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,SK,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,TR,2011,21.816,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,M,UK,2011,28.623,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,AT,2011,58.385,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,BE,2011,21.604,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,CH,2011,37.128,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,CY,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,CZ,2011,13.885,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,DE,2011,76.887,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,DK,2011,27.448,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,EE,2011,3.097,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,EL,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,ES,2011,57.744,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,EU28,2011,990.305,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,FI,2011,37.103,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,FR,2011,304.203,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,HU,2011,6.284,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,IE,2011,5.51,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,IS,2011,2.557,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,IT,2011,42.422,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,LT,2011,6.799,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,LU,2011,3.354,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,MT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,NL,2011,69.639,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,PL,2011,60.208,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,PT,2011,45.404,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,RO,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,SE,2011,29.664,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,SI,2011,11.227,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,SK,2011,3.155,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,TR,2011,138.097,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,TOTAL,T,UK,2011,96.903,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,AT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,BE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,CH,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,DE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,DK,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,EL,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,ES,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,FI,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,FR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,HU,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,IE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,IT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,LU,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,NL,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,PL,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,PT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1070,USU,Y15-24,F,SE,2011,,u
