STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,frequenc,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,DK,2011,55.302,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,EE,2011,26.857,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,EL,2011,60.144,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,ES,2011,273.916,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,EU28,2011,5617.209,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,FI,2011,144.71,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,FR,2011,1026.817,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,HR,2011,55.017,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,HU,2011,75.428,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,IE,2011,11.845,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,IS,2011,6.584,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,IT,2011,341.992,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,LT,2011,34.902,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,LU,2011,6.38,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,LV,2011,37.26,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,MT,2011,1.609,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,NL,2011,167.746,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,PL,2011,408.001,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,PT,2011,194.384,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,RO,2011,207.066,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,SE,2011,198.618,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,SI,2011,26.477,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,SK,2011,33.927,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,TR,2011,675.657,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,TOTAL,Y55-64,T,UK,2011,910.046,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,AT,2011,51.41,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,BE,2011,14.053,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,CH,2011,27.022,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,CZ,2011,8.108,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,DE,2011,54.271,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,DK,2011,14.334,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,EL,2011,3.406,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,ES,2011,27.894,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,EU28,2011,806.043,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,FI,2011,27.898,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,FR,2011,344.013,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,HU,2011,4.4,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,IE,2011,1.034,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,IT,2011,23.533,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,LT,2011,5.299,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,LU,2011,3.05,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,NL,2011,37.393,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,PL,2011,44.34,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,PT,2011,22.152,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,SE,2011,16.382,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,SI,2011,4.641,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,TR,2011,113.457,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,F,UK,2011,86.636,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,AT,2011,45.832,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,BE,2011,17.319,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,CH,2011,11.989,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,CZ,2011,3.101,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,DE,2011,65.891,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,DK,2011,11.44,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,ES,2011,22.732,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,EU28,2011,649.494,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,FI,2011,24.844,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,FR,2011,243.878,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,HU,2011,3.653,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,IE,2011,2.821,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,IS,2011,1.372,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,IT,2011,29.137,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,LU,2011,2.729,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,NL,2011,39.328,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,PL,2011,39.441,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,PT,2011,20.366,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,RO,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,SE,2011,13.881,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,SI,2011,3.962,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,SK,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,TR,2011,20.101,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,M,UK,2011,49.128,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,AT,2011,97.241,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,BE,2011,31.371,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,CH,2011,39.011,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,CY,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,CZ,2011,11.209,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,DE,2011,120.162,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,DK,2011,25.774,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,EE,2011,3.638,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,EL,2011,4.468,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,ES,2011,50.625,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,EU28,2011,1455.537,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,FI,2011,52.743,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,FR,2011,587.892,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,HU,2011,8.053,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,IE,2011,3.855,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,IS,2011,2.226,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,IT,2011,52.67,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,LT,2011,7.809,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,LU,2011,5.779,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,LV,2011,5.996,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,MT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,NL,2011,76.721,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,PL,2011,83.781,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,PT,2011,42.518,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,RO,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,SE,2011,30.263,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,SI,2011,8.604,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,SK,2011,2.943,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,TR,2011,133.557,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,TOTAL,T,UK,2011,135.765,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,AT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,BE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,CH,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,DE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,DK,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,EL,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,ES,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,FI,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,FR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,HU,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,IE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,IT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,LU,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,NL,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,PL,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,PT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,SE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,SI,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,TR,2011,4.982,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,F,UK,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,AT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,BE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,CH,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,DE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,DK,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,ES,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,FI,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,FR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,HU,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,IE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,IT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,LU,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,NL,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,PL,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,PT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,RO,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,SE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,SI,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,SK,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,TR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,M,UK,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,AT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,BE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,CH,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,CY,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,DE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,DK,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,EE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,EL,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,ES,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,FI,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,FR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,HU,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,IE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,IS,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,IT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,LT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,LU,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,MT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,NL,2011,2.636,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,PL,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,PT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,RO,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,SE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,SI,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,SK,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,TR,2011,4.982,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y15-24,T,UK,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,AT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,BE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,CH,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,DE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,DK,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,EL,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,ES,2011,3.171,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,EU28,2011,67.298,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,FI,2011,2.395,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,FR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,HU,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,IE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,IT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,LU,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,NL,2011,5.073,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,PL,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,PT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,SE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,SI,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1040,USU,Y25-34,F,SK,2011,,u
