STRUCTURE,STRUCTURE_ID,freq,unit,isced97,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,AT,2012,22.6,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,BE,2012,100.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,BG,2012,29.6,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,CY,2012,3.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,CZ,2012,37.5,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,DE,2012,414.9,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,DK,2012,77.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,EE,2012,3.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,EEA,2012,2642.5,e
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,EL,2012,29.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,ES,2012,412.6,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,EU27_2007,2012,2592.8,e
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,FI,2012,30.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,FR,2012,348.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,HU,2012,56.1,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,IS,2012,3.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,IT,2012,307.1,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,LT,2012,13.5,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,LU,2012,2.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,LV,2012,8.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,MT,2012,2.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,NL,2012,147.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,NO,2012,46.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,PL,2012,175.5,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,PT,2012,73.9,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,RO,2012,41.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,SE,2012,52.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,SI,2012,8.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,SK,2012,22.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,F,UK,2012,172.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,AT,2012,55.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,BE,2012,103.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,BG,2012,30.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,CY,2012,2.9,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,CZ,2012,19.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,DE,2012,396.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,DK,2012,65.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,EE,2012,3.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,EEA,2012,2525.5,e
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,EL,2012,32.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,ES,2012,336.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,EU27_2007,2012,2499.8,e
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,FI,2012,31.1,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,FR,2012,340.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,HU,2012,70.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,IS,2012,3.6,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,IT,2012,272.1,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,LT,2012,17.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,LU,2012,5.6,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,LV,2012,11.6,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,MT,2012,1.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,NL,2012,126.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,NO,2012,22.1,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,PL,2012,230.9,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,PT,2012,50.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,RO,2012,59.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,SE,2012,38.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,SI,2012,9.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,SK,2012,6.9,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,M,UK,2012,181.9,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,AT,2012,78.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,BE,2012,203.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,BG,2012,60.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,CY,2012,6.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,CZ,2012,56.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,DE,2012,811.1,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,DK,2012,143.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,EE,2012,6.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,EEA,2012,5168.0,e
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,EL,2012,62.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,ES,2012,748.6,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,EU27_2007,2012,5092.7,e
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,FI,2012,61.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,FR,2012,689.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,HU,2012,126.9,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,IS,2012,7.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,IT,2012,579.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,LT,2012,31.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,LU,2012,8.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,LV,2012,19.9,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,MT,2012,4.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,NL,2012,274.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,NO,2012,68.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,PL,2012,406.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,PT,2012,124.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,RO,2012,100.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,SE,2012,90.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,SI,2012,17.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,SK,2012,29.1,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y15-44,T,UK,2012,354.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,AT,2012,74.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,BE,2012,169.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,BG,2012,95.6,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,CY,2012,11.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,CZ,2012,49.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,DE,2012,451.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,DK,2012,84.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,EE,2012,7.3,u
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,EEA,2012,5593.9,e
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,EL,2012,184.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,ES,2012,916.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,EU27_2007,2012,5555.9,e
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,FI,2012,61.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,FR,2012,836.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,HU,2012,195.1,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,IS,2012,5.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,IT,2012,628.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,LT,2012,10.3,u
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,LU,2012,6.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,LV,2012,12.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,MT,2012,7.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,NL,2012,235.5,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,NO,2012,32.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,PL,2012,477.6,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,PT,2012,209.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,RO,2012,260.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,SE,2012,60.6,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,SI,2012,32.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,SK,2012,76.5,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,F,UK,2012,401.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,AT,2012,96.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,BE,2012,88.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,BG,2012,79.9,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,CY,2012,9.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,CZ,2012,32.6,u
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,DE,2012,345.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,DK,2012,66.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,EE,2012,5.0,u
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,EEA,2012,4061.0,e
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,EL,2012,110.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,ES,2012,685.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,EU27_2007,2012,4039.0,e
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,FI,2012,64.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,FR,2012,573.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,HU,2012,82.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,IS,2012,1.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,IT,2012,331.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,LT,2012,7.3,u
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,LU,2012,5.5,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,LV,2012,12.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,MT,2012,5.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,NL,2012,184.5,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,NO,2012,20.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,PL,2012,362.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,PT,2012,196.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,RO,2012,126.5,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,SE,2012,43.5,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,SI,2012,13.6,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,SK,2012,26.9,u
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,M,UK,2012,482.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,AT,2012,171.1,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,BE,2012,258.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,BG,2012,175.5,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,CY,2012,20.9,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,CZ,2012,81.9,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,DE,2012,796.9,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,DK,2012,150.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,EE,2012,12.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,EEA,2012,9654.8,e
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,EL,2012,295.1,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,ES,2012,1602.6,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,EU27_2007,2012,9595.0,e
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,FI,2012,125.9,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,FR,2012,1410.1,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,HU,2012,277.5,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,IS,2012,7.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,IT,2012,959.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,LT,2012,17.6,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,LU,2012,11.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,LV,2012,24.5,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,MT,2012,12.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,NL,2012,420.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,NO,2012,52.9,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,PL,2012,840.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,PT,2012,405.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,RO,2012,387.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,SE,2012,104.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,SI,2012,45.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,SK,2012,103.5,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y45-64,T,UK,2012,884.5,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,AT,2012,223.9,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,BE,2012,438.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,BG,2012,353.6,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,CY,2012,37.5,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,CZ,2012,251.6,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,DE,2012,1818.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,DK,2012,270.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,EE,2012,34.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,EEA,2012,21125.9,e
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,EL,2012,808.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,ES,2012,3191.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,EU27_2007,2012,20993.0,e
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,FI,2012,189.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,FR,2012,2249.5,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,HU,2012,648.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,IS,2012,12.7,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,IT,2012,3984.6,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,LT,2012,134.1,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,LU,2012,15.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,LV,2012,87.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,MT,2012,20.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,NL,2012,619.9,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,NO,2012,120.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,PL,2012,2174.6,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,PT,2012,658.1,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,RO,2012,1051.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,SE,2012,197.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,SI,2012,114.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,SK,2012,168.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,F,UK,2012,1250.1,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,M,AT,2012,207.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,M,BE,2012,268.8,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,M,BG,2012,232.6,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,M,CY,2012,24.9,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,M,CZ,2012,104.2,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,M,DE,2012,949.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,M,DK,2012,176.4,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,M,EE,2012,15.3,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,M,EEA,2012,12616.3,e
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,M,EL,2012,450.1,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,M,ES,2012,1876.9,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,M,EU27_2007,2012,12548.1,e
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,M,FI,2012,157.1,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,M,FR,2012,1536.0,
dataflow,ESTAT:HLTH_DPEH020(1.0),A,THS,ED0-2,PB0000,Y_GE15,M,HU,2012,273.3,
