STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,assist,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,AT,2012,94.2,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,BE,2012,230.8,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,BG,2012,137.2,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,CY,2012,9.9,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,CZ,2012,167.9,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,DE,2012,1452.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,DK,2012,56.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,EE,2012,42.7,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,EEA,2012,11087.8,e
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,EL,2012,284.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,ES,2012,1385.8,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,EU27_2007,2012,11032.3,e
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,FI,2012,36.7,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,FR,2012,1127.4,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,HU,2012,153.8,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,IS,2012,3.4,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,IT,2012,1994.1,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,LT,2012,105.0,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,LU,2012,6.8,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,LV,2012,36.0,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,MT,2012,3.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,NL,2012,208.0,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,NO,2012,52.2,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,PL,2012,728.6,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,PT,2012,240.9,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,RO,2012,462.6,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,SE,2012,77.8,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,SI,2012,31.0,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,SK,2012,65.4,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,F,UK,2012,1892.6,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,AT,2012,44.4,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,BE,2012,115.1,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,BG,2012,96.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,CY,2012,8.4,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,CZ,2012,114.6,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,DE,2012,880.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,DK,2012,37.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,EE,2012,18.6,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,EEA,2012,6464.4,e
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,EL,2012,131.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,ES,2012,618.2,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,EU27_2007,2012,6441.3,e
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,FI,2012,15.6,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,FR,2012,733.6,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,HU,2012,57.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,IS,2012,0.8,u
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,IT,2012,1033.0,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,LT,2012,43.7,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,LU,2012,3.8,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,LV,2012,13.4,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,MT,2012,2.8,u
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,NL,2012,86.9,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,NO,2012,22.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,PL,2012,364.0,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,PT,2012,146.0,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,RO,2012,326.0,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,SE,2012,56.1,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,SI,2012,7.9,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,SK,2012,40.9,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,M,UK,2012,1445.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,AT,2012,138.6,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,BE,2012,345.9,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,BG,2012,233.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,CY,2012,18.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,CZ,2012,282.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,DE,2012,2332.8,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,DK,2012,94.0,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,EE,2012,61.4,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,EEA,2012,17552.2,e
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,EL,2012,415.6,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,ES,2012,2004.0,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,EU27_2007,2012,17473.6,e
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,FI,2012,52.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,FR,2012,1861.0,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,HU,2012,211.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,IS,2012,4.2,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,IT,2012,3027.0,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,LT,2012,148.7,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,LU,2012,10.6,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,LV,2012,49.4,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,MT,2012,6.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,NL,2012,294.9,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,NO,2012,74.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,PL,2012,1092.6,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,PT,2012,386.9,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,RO,2012,788.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,SE,2012,133.9,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,SI,2012,38.9,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,SK,2012,106.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1015,T,UK,2012,3338.1,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,AT,2012,172.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,BE,2012,172.2,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,BG,2012,59.7,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,CY,2012,8.7,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,CZ,2012,268.0,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,DE,2012,1808.7,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,DK,2012,47.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,EE,2012,26.0,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,EEA,2012,8820.4,e
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,EL,2012,144.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,ES,2012,698.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,EU27_2007,2012,8755.8,e
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,FI,2012,74.9,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,FR,2012,612.8,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,HU,2012,342.1,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,IS,2012,5.1,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,IT,2012,978.9,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,LT,2012,56.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,LU,2012,9.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,LV,2012,63.6,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,MT,2012,2.1,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,NL,2012,283.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,NO,2012,59.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,PL,2012,1089.4,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,PT,2012,132.8,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,RO,2012,373.6,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,SE,2012,87.4,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,SI,2012,51.0,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,SK,2012,84.2,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,F,UK,2012,1107.7,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,AT,2012,97.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,BE,2012,96.1,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,BG,2012,42.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,CY,2012,5.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,CZ,2012,164.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,DE,2012,1200.1,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,DK,2012,40.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,EE,2012,13.1,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,EEA,2012,5237.9,e
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,EL,2012,65.8,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,ES,2012,398.8,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,EU27_2007,2012,5203.9,e
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,FI,2012,46.8,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,FR,2012,375.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,HU,2012,212.7,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,IS,2012,1.5,u
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,IT,2012,517.1,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,LT,2012,26.9,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,LU,2012,6.6,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,LV,2012,31.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,MT,2012,1.0,u
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,NL,2012,148.9,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,NO,2012,32.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,PL,2012,581.1,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,PT,2012,78.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,RO,2012,266.1,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,SE,2012,38.2,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,SI,2012,31.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,SK,2012,51.8,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,M,UK,2012,666.1,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,AT,2012,269.8,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,BE,2012,268.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,BG,2012,102.0,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,CY,2012,14.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,CZ,2012,432.5,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,DE,2012,3008.8,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,DK,2012,88.0,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,EE,2012,39.1,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,EEA,2012,14058.3,e
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,EL,2012,210.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,ES,2012,1097.1,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,EU27_2007,2012,13959.7,e
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,FI,2012,121.7,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,FR,2012,988.3,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,HU,2012,554.7,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,IS,2012,6.7,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,IT,2012,1496.1,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,LT,2012,83.4,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,LU,2012,15.9,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,LV,2012,94.9,
dataflow,ESTAT:HLTH_DPEH190(1.0),A,THS,PB1050,AS1095,T,MT,2012,3.1,
