STRUCTURE,STRUCTURE_ID,freq,unit,lev_perc,sex,age,lev_limit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,FI,2019,55.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,FR,2014,54.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,FR,2019,49.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,HR,2014,43.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,HR,2019,46.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,HU,2014,55.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,HU,2019,50.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,IE,2014,48.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,IE,2019,38.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,IS,2014,38.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,IS,2019,36.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,IT,2014,52.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,IT,2019,53.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,LT,2014,56.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,LT,2019,57.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,LU,2014,49.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,LU,2019,47.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,LV,2014,59.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,LV,2019,54.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,MT,2014,53.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,MT,2019,49.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,NL,2014,48.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,NL,2019,53.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,NO,2014,46.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,NO,2019,42.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,PL,2014,55.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,PL,2019,54.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,PT,2014,53.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,PT,2019,55.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,RO,2014,56.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,RO,2019,60.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,RS,2019,59.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,SE,2014,50.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,SE,2019,48.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,SI,2014,52.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,SI,2019,51.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,SK,2014,55.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,SK,2019,59.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,TR,2014,57.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,TR,2019,59.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,MOD,UK,2014,43.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,AT,2014,34.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,AT,2019,34.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,BE,2014,52.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,BE,2019,50.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,BG,2014,55.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,BG,2019,59.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,CY,2014,41.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,CY,2019,30.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,CZ,2014,52.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,CZ,2019,51.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,DE,2014,54.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,DE,2019,47.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,DK,2014,48.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,DK,2019,50.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,EE,2014,58.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,EE,2019,60.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,EL,2014,54.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,EL,2019,54.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,ES,2014,35.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,ES,2019,31.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,EU27_2020,2014,52.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,EU27_2020,2019,48.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,EU28,2014,51.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,FI,2014,55.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,FI,2019,54.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,FR,2014,56.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,FR,2019,48.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,HR,2014,35.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,HR,2019,40.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,HU,2014,54.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,HU,2019,49.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,IE,2014,47.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,IE,2019,37.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,IS,2014,35.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,IS,2019,29.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,IT,2014,55.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,IT,2019,51.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,LT,2014,60.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,LT,2019,60.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,LU,2014,51.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,LU,2019,50.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,LV,2014,61.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,LV,2019,59.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,MT,2014,51.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,MT,2019,54.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,NL,2014,52.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,NL,2019,49.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,NO,2014,42.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,NO,2019,39.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,PL,2014,55.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,PL,2019,56.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,PT,2014,55.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,PT,2019,54.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,RO,2014,58.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,RO,2019,58.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,RS,2019,58.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,SE,2014,47.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,SE,2019,50.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,SI,2014,49.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,SI,2019,51.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,SK,2014,58.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,SK,2019,56.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,TR,2014,57.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,TR,2019,61.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,NONE,UK,2014,40.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,AT,2014,39.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,AT,2019,39.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,BE,2014,40.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,BE,2019,40.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,BG,2014,57.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,BG,2019,54.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,CY,2014,38.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,CY,2019,34.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,CZ,2014,45.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,CZ,2019,53.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,DE,2014,44.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,DE,2019,41.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,DK,2014,41.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,DK,2019,42.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,EE,2014,54.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,EE,2019,52.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,EL,2014,49.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,EL,2019,48.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,ES,2014,39.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,ES,2019,40.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,EU27_2020,2014,45.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,EU27_2020,2019,45.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,EU28,2014,44.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,FI,2014,41.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,FI,2019,48.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,FR,2014,47.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,FR,2019,48.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,HR,2014,35.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,HR,2019,44.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,HU,2014,45.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,HU,2019,37.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,IE,2014,38.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,IE,2019,37.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,IS,2014,45.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,IS,2019,46.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,IT,2014,46.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,IT,2019,47.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,LT,2014,52.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,LT,2019,68.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,LU,2014,40.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,LU,2019,30.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,LV,2014,46.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,LV,2019,50.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,MT,2014,58.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,MT,2019,49.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,NL,2014,44.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,NL,2019,45.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,NO,2014,43.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,NO,2019,37.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,PL,2014,50.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,PL,2019,54.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,PT,2014,54.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,PT,2019,54.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,RO,2014,55.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,RO,2019,45.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,RS,2019,49.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,SE,2014,39.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,SE,2019,48.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,SI,2014,45.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,SI,2019,46.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,SK,2014,53.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,SK,2019,52.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,TR,2014,51.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,TR,2019,55.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SEV,UK,2014,39.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,AT,2014,40.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,AT,2019,40.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,BE,2014,45.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,BE,2019,48.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,BG,2014,58.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,BG,2019,57.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,CY,2014,36.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,CY,2019,33.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,CZ,2014,51.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,CZ,2019,53.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,DE,2014,52.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,DE,2019,45.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,DK,2014,48.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,DK,2019,47.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,EE,2014,56.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,EE,2019,58.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,EL,2014,51.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,EL,2019,43.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,ES,2014,39.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,ES,2019,35.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,EU27_2020,2014,50.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,EU27_2020,2019,47.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,EU28,2014,49.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,FI,2014,53.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,FI,2019,54.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,FR,2014,52.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,FR,2019,48.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,HR,2014,41.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,HR,2019,46.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,HU,2014,52.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,HU,2019,47.6,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,IE,2014,46.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,IE,2019,38.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,IS,2014,41.8,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,IS,2019,41.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,IT,2014,51.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,IT,2019,52.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,LT,2014,56.2,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,LT,2019,59.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,LU,2014,47.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,LU,2019,44.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,LV,2014,57.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,LV,2019,54.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,MT,2014,55.3,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,MT,2019,49.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,NL,2014,48.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,NL,2019,51.7,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,NO,2014,45.5,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,NO,2019,41.0,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,PL,2014,53.9,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,PL,2019,54.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,PT,2014,54.1,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,PT,2019,55.4,
dataflow,ESTAT:HLTH_EHIS_SS1D(1.0),A,PC,INT,T,Y15-64,SM_SEV,RO,2014,56.5,
