STRUCTURE,STRUCTURE_ID,freq,unit,resid,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES11,2014,2.58,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES11,2015,2.39,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES11,2016,2,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES11,2017,2.23,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES11,2018,2.55,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES11,2019,2.79,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES11,2020,2.74,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES12,2013,4.27,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES12,2014,4.7,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES12,2015,4.93,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES12,2016,5.26,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES12,2017,4.58,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES12,2018,4.14,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES12,2019,4.13,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES12,2020,4,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES13,2013,2.55,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES13,2014,2.53,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES13,2015,2.32,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES13,2016,2.34,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES13,2017,2.26,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES13,2018,2.38,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES13,2019,2.43,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES13,2020,1.98,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES2,2013,3.53,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES2,2014,3.35,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES2,2015,3.41,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES2,2016,3.6,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES2,2017,3.8,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES2,2018,3.85,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES2,2019,3.76,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES2,2020,3.69,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES21,2013,3.72,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES21,2014,3.73,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES21,2015,3.79,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES21,2016,3.99,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES21,2017,4.25,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES21,2018,4.29,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES21,2019,4.36,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES21,2020,4.26,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES22,2013,2.41,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES22,2014,2.34,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES22,2015,2.29,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES22,2016,2.7,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES22,2017,3.23,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES22,2018,3.2,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES22,2019,2.6,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES22,2020,1.49,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES23,2013,5.05,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES23,2014,4.46,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES23,2015,4.82,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES23,2016,4.72,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES23,2017,5.11,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES23,2018,5.69,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES23,2019,6.12,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES23,2020,6.3,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES24,2013,3.42,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES24,2014,2.97,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES24,2015,3.02,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES24,2016,3.15,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES24,2017,3.02,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES24,2018,3.03,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES24,2019,2.87,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES24,2020,3.35,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES3,2013,2.4,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES3,2014,2.41,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES3,2015,2.36,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES3,2016,2.44,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES3,2017,2.41,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES3,2018,2.28,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES3,2019,2.26,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES3,2020,2.11,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES30,2013,2.4,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES30,2014,2.41,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES30,2015,2.36,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES30,2016,2.44,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES30,2017,2.41,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES30,2018,2.28,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES30,2019,2.26,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES30,2020,2.11,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES4,2013,2.55,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES4,2014,2.76,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES4,2015,2.88,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES4,2016,2.71,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES4,2017,2.73,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES4,2018,2.85,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES4,2019,3,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES4,2020,2.86,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES41,2013,2.94,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES41,2014,3.13,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES41,2015,3.17,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES41,2016,2.91,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES41,2017,2.91,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES41,2018,3.03,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES41,2019,3.36,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES41,2020,3.42,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES42,2013,2.24,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES42,2014,2.56,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES42,2015,2.67,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES42,2016,2.32,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES42,2017,1.97,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES42,2018,2.03,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES42,2019,2.23,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES42,2020,2.17,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES43,2013,2.45,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES43,2014,2.44,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES43,2015,2.74,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES43,2016,3.12,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES43,2017,3.92,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES43,2018,4.13,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES43,2019,3.86,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES43,2020,3.2,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES5,2013,3.66,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES5,2014,3.54,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES5,2015,3.41,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES5,2016,3.43,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES5,2017,3.47,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES5,2018,3.39,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES5,2019,3.24,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES5,2020,3.19,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES51,2013,3.98,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES51,2014,3.75,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES51,2015,3.56,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES51,2016,3.54,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES51,2017,3.59,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES51,2018,3.4,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES51,2019,3.26,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES51,2020,3.19,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES52,2013,3.08,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES52,2014,3.03,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES52,2015,3.02,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES52,2016,3.07,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES52,2017,3.18,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES52,2018,3.2,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES52,2019,3.16,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES52,2020,3.12,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES53,2013,3.88,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES53,2014,4.23,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES53,2015,4.09,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES53,2016,4.21,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES53,2017,3.82,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES53,2018,4.01,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES53,2019,3.41,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES53,2020,3.45,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES6,2013,3.38,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES6,2014,3.37,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES6,2015,3.3,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES6,2016,3.25,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES6,2017,3.22,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES6,2018,3.25,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES6,2019,3.21,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES6,2020,3.18,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES61,2013,3.24,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES61,2014,3.29,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES61,2015,3.19,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES61,2016,3.12,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES61,2017,3.05,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES61,2018,3.11,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES61,2019,3.11,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES61,2020,3.11,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES62,2013,3.47,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES62,2014,3.22,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES62,2015,3.19,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES62,2016,3.18,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES62,2017,3.22,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES62,2018,3.07,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES62,2019,2.9,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES62,2020,3.02,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES63,2013,7.89,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES63,2014,6.16,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES63,2015,6.8,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES63,2016,7.48,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES63,2017,10.17,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES63,2018,9.49,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES63,2019,8.83,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES63,2020,5.94,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES64,2013,7.24,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES64,2014,7.18,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES64,2015,7.19,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES64,2016,7.5,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES64,2017,7.53,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES64,2018,7.79,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES64,2019,8.06,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES64,2020,7.33,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES7,2013,3.33,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES7,2014,3.1,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES7,2015,3.11,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES7,2016,2.74,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES7,2017,2.9,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES7,2018,3.17,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES7,2019,3.44,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES7,2020,3.5,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES70,2013,3.33,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES70,2014,3.1,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES70,2015,3.11,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES70,2016,2.74,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES70,2017,2.9,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES70,2018,3.17,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES70,2019,3.44,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,ES70,2020,3.5,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,EU27_2020,2015,4.48,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,EU27_2020,2020,4.45,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,EU28,2015,4.49,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,EU28,2016,4.4,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,EU28,2017,4.34,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,FI,2013,2.63,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,FI,2014,2.68,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,FI,2015,2.8,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,FI,2016,2.96,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,FI,2017,2.97,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,FI,2018,2.89,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,FI,2019,2.81,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,FI,2020,2.73,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,FI1,2016,2.98,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,FI1,2017,2.98,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,FI1,2018,2.91,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,FI1,2019,2.82,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,FI1,2020,2.74,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,FI19,2016,2.89,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,FI19,2017,2.62,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,FI19,2018,2.43,
dataflow,ESTAT:HLTH_CD_YPERRTO(1.0),A,RT,RESID_IN,LFOEMORRT,FI19,2019,2.27,
