STRUCTURE,STRUCTURE_ID,freq,isced97,duration,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,ED5_6,Y_LT1,DE,2008,66.1,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,ED5_6,Y_LT1,EE,2008,28.5,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,ED5_6,Y_LT1,EL,2008,57.6,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,ED5_6,Y_LT1,ES,2008,46,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,ED5_6,Y_LT1,FR,2008,57.5,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,ED5_6,Y_LT1,HU,2008,47.7,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,ED5_6,Y_LT1,LV,2008,50.4,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,ED5_6,Y_LT1,MT,2008,38.3,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,ED5_6,Y_LT1,PL,2008,49.4,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,ED5_6,Y_LT1,RO,2008,10.4,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,ED5_6,Y_LT1,SI,2008,45.3,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,ED5_6,Y_LT1,SK,2008,34.5,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,ED5_6,Y_LT1,TR,2008,12.3,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,NEV,AT,2008,13,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,NEV,BE,2008,17,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,NEV,BG,2008,43.5,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,NEV,CY,2008,18,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,NEV,CZ,2008,27.3,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,NEV,DE,2008,10.2,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,NEV,EE,2008,59.3,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,NEV,EL,2008,20.1,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,NEV,ES,2008,21.1,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,NEV,FR,2008,11.6,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,NEV,HU,2008,20.2,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,NEV,LV,2008,7.7,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,NEV,MT,2008,25,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,NEV,PL,2008,14.5,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,NEV,RO,2008,82.4,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,NEV,SI,2008,8.9,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,NEV,SK,2008,29.2,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,NEV,TR,2008,84.1,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y1-2,AT,2008,27.4,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y1-2,BE,2008,15.8,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y1-2,BG,2008,19.7,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y1-2,CY,2008,22.9,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y1-2,CZ,2008,16.2,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y1-2,DE,2008,14.9,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y1-2,EE,2008,7.9,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y1-2,EL,2008,18.4,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y1-2,ES,2008,21,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y1-2,FR,2008,22,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y1-2,HU,2008,19.3,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y1-2,LV,2008,31.3,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y1-2,MT,2008,16.3,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y1-2,PL,2008,28.2,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y1-2,RO,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y1-2,SI,2008,25.4,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y1-2,SK,2008,21.9,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y1-2,TR,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y2-3,BE,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y2-3,BG,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y2-3,CY,2008,9.3,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y2-3,CZ,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y2-3,DE,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y2-3,EE,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y2-3,EL,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y2-3,ES,2008,8.6,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y2-3,FR,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y2-3,HU,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y2-3,LV,2008,7.5,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y2-3,MT,2008,8.5,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y2-3,PL,2008,8.5,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y2-3,RO,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y2-3,SI,2008,14.3,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y2-3,SK,2008,7,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y2-3,TR,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_GT3,AT,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_GT3,BE,2008,15.6,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_GT3,BG,2008,9.7,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_GT3,CY,2008,14.7,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_GT3,CZ,2008,6.1,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_GT3,DE,2008,11.1,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_GT3,EE,2008,10.8,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_GT3,EL,2008,9.8,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_GT3,ES,2008,10.5,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_GT3,FR,2008,11.4,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_GT3,HU,2008,16.3,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_GT3,LV,2008,11.8,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_GT3,MT,2008,16.9,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_GT3,PL,2008,13,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_GT3,RO,2008,3,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_GT3,SI,2008,13.1,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_GT3,SK,2008,8.9,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_GT3,TR,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_LT1,AT,2008,54.1,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_LT1,BE,2008,44.7,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_LT1,BG,2008,18,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_LT1,CY,2008,35.1,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_LT1,CZ,2008,46.3,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_LT1,DE,2008,58.3,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_LT1,EE,2008,19.3,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_LT1,EL,2008,44.9,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_LT1,ES,2008,38.9,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_LT1,FR,2008,48.7,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_LT1,HU,2008,35.4,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_LT1,LV,2008,41.7,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_LT1,MT,2008,33.2,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_LT1,PL,2008,35.8,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_LT1,RO,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_LT1,SI,2008,38.5,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_LT1,SK,2008,33.1,
dataflow,ESTAT:HLTH_EHIS_HC3(1.0),A,TOTAL,Y_LT1,TR,2008,7.6,
