STRUCTURE,STRUCTURE_ID,freq,sex,age,isced97,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED0-2,BG,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED0-2,CY,2008,23.0,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED0-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED0-2,EE,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED0-2,EL,2008,32.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED0-2,FR,2008,66.1,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED0-2,HU,2008,19.7,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED0-2,LV,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED0-2,MT,2008,49.0,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED0-2,PL,2008,9.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED0-2,RO,2008,11.8,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED0-2,SI,2008,22.8,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED0-2,SK,2008,14.8,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED0-2,TR,2008,10.0,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED3_4,BG,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED3_4,CY,2008,25.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED3_4,CZ,2008,16.0,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED3_4,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED3_4,EE,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED3_4,EL,2008,33.4,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED3_4,FR,2008,59.9,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED3_4,HU,2008,27.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED3_4,LV,2008,4.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED3_4,MT,2008,55.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED3_4,PL,2008,14.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED3_4,RO,2008,18.9,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED3_4,SI,2008,23.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED3_4,SK,2008,21.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED3_4,TR,2008,6.5,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED5_6,BG,2008,8.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED5_6,CY,2008,10.7,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED5_6,DE,2008,56.1,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED5_6,EL,2008,35.4,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED5_6,FR,2008,56.0,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED5_6,HU,2008,33.9,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED5_6,LV,2008,11.4,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED5_6,MT,2008,47.6,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED5_6,PL,2008,25.8,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED5_6,RO,2008,31.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED5_6,SK,2008,25.2,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,ED5_6,TR,2008,41.0,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,TOTAL,BG,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,TOTAL,CY,2008,21.7,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,TOTAL,CZ,2008,15.7,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,TOTAL,DE,2008,65.1,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,TOTAL,EE,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,TOTAL,EL,2008,33.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,TOTAL,FR,2008,62.7,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,TOTAL,HU,2008,25.7,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,TOTAL,LV,2008,5.1,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,TOTAL,MT,2008,50.9,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,TOTAL,PL,2008,14.4,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,TOTAL,RO,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,TOTAL,SI,2008,26.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,TOTAL,SK,2008,21.1,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y65-74,TOTAL,TR,2008,11.7,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED0-2,BG,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED0-2,CY,2008,35.1,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED0-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED0-2,EE,2008,1.0,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED0-2,EL,2008,54.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED0-2,FR,2008,75.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED0-2,HU,2008,38.0,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED0-2,LV,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED0-2,MT,2008,61.4,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED0-2,PL,2008,10.4,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED0-2,RO,2008,15.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED0-2,SK,2008,9.6,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED0-2,TR,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED3_4,BG,2008,1.9,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED3_4,CY,2008,41.7,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED3_4,CZ,2008,30.7,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED3_4,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED3_4,EE,2008,3.0,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED3_4,EL,2008,55.1,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED3_4,FR,2008,84.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED3_4,HU,2008,40.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED3_4,LV,2008,3.5,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED3_4,MT,2008,59.1,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED3_4,PL,2008,17.7,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED3_4,RO,2008,22.7,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED3_4,SI,2008,36.0,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED3_4,SK,2008,35.2,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED5_6,BG,2008,18.4,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED5_6,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED5_6,EE,2008,3.9,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED5_6,EL,2008,58.3,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED5_6,FR,2008,83.1,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED5_6,HU,2008,59.9,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED5_6,PL,2008,34.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,ED5_6,RO,2008,47.6,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,TOTAL,BG,2008,5.8,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,TOTAL,CY,2008,37.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,TOTAL,CZ,2008,26.4,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,TOTAL,DE,2008,68.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,TOTAL,EE,2008,2.0,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,TOTAL,EL,2008,54.8,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,TOTAL,FR,2008,78.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,TOTAL,HU,2008,43.4,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,TOTAL,LV,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,TOTAL,MT,2008,60.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,TOTAL,PL,2008,16.8,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,TOTAL,RO,2008,19.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,TOTAL,SI,2008,35.7,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,TOTAL,SK,2008,30.1,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y75-84,TOTAL,TR,2008,10.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,ED0-2,BG,2008,4.3,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,ED0-2,CY,2008,40.1,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,ED0-2,EL,2008,50.7,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,ED0-2,FR,2008,76.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,ED0-2,PL,2008,10.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,ED0-2,RO,2008,17.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,ED0-2,TR,2008,15.5,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,ED3_4,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,ED3_4,FR,2008,90.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,ED3_4,PL,2008,11.7,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,ED5_6,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,ED5_6,FR,2008,68.4,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,TOTAL,BG,2008,3.4,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,TOTAL,CY,2008,44.0,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,TOTAL,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,TOTAL,EL,2008,56.0,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,TOTAL,FR,2008,78.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,TOTAL,HU,2008,36.8,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,TOTAL,PL,2008,19.1,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,TOTAL,RO,2008,21.7,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,M,Y_GE85,TOTAL,TR,2008,21.4,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED0-2,BG,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED0-2,CY,2008,28.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED0-2,CZ,2008,13.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED0-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED0-2,EE,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED0-2,EL,2008,42.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED0-2,FR,2008,67.4,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED0-2,HU,2008,27.7,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED0-2,LV,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED0-2,MT,2008,51.0,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED0-2,PL,2008,8.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED0-2,RO,2008,14.9,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED0-2,SI,2008,17.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED0-2,SK,2008,23.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED0-2,TR,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED3_4,BG,2008,5.7,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED3_4,CY,2008,31.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED3_4,CZ,2008,20.8,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED3_4,DE,2008,58.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED3_4,EE,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED3_4,EL,2008,41.4,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED3_4,FR,2008,65.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED3_4,HU,2008,30.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED3_4,LV,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED3_4,MT,2008,57.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED3_4,PL,2008,15.4,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED3_4,RO,2008,22.8,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED3_4,SI,2008,21.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED3_4,SK,2008,23.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED3_4,TR,2008,18.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED5_6,BG,2008,10.1,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED5_6,CY,2008,20.9,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED5_6,CZ,2008,29.4,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED5_6,DE,2008,57.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED5_6,EE,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED5_6,EL,2008,37.8,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED5_6,FR,2008,65.0,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED5_6,HU,2008,41.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED5_6,LV,2008,5.8,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED5_6,MT,2008,52.5,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED5_6,PL,2008,26.9,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED5_6,RO,2008,35.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED5_6,SI,2008,47.7,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED5_6,SK,2008,33.9,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,ED5_6,TR,2008,42.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,TOTAL,BG,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,TOTAL,CY,2008,28.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,TOTAL,CZ,2008,19.4,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,TOTAL,DE,2008,56.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,TOTAL,EE,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,TOTAL,EL,2008,41.7,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,TOTAL,FR,2008,66.7,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,TOTAL,HU,2008,30.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,TOTAL,LV,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,TOTAL,MT,2008,52.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,TOTAL,PL,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,TOTAL,RO,2008,18.1,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,TOTAL,SI,2008,22.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,TOTAL,SK,2008,24.4,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,TOTAL,TOTAL,TR,2008,9.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED0-2,BG,2008,2.0,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED0-2,CY,2008,24.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED0-2,CZ,2008,10.0,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED0-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED0-2,EE,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED0-2,EL,2008,35.9,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED0-2,FR,2008,62.0,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED0-2,HU,2008,27.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED0-2,LV,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED0-2,MT,2008,45.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED0-2,PL,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED0-2,RO,2008,14.7,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED0-2,SI,2008,15.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED0-2,SK,2008,23.9,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED0-2,TR,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED3_4,BG,2008,5.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED3_4,CY,2008,26.0,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED3_4,CZ,2008,19.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED3_4,DE,2008,60.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED3_4,EE,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED3_4,EL,2008,37.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED3_4,FR,2008,58.7,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED3_4,HU,2008,29.9,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED3_4,LV,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED3_4,MT,2008,57.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED3_4,PL,2008,14.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED3_4,RO,2008,22.4,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED3_4,SI,2008,23.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED3_4,SK,2008,22.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED3_4,TR,2008,11.3,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED5_6,BG,2008,9.0,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED5_6,CY,2008,15.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED5_6,DE,2008,53.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED5_6,EE,2008,3.9,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED5_6,EL,2008,29.8,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED5_6,FR,2008,57.0,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED5_6,HU,2008,29.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED5_6,LV,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED5_6,MT,2008,53.3,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED5_6,PL,2008,22.1,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED5_6,RO,2008,33.7,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED5_6,SI,2008,39.0,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED5_6,SK,2008,29.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,ED5_6,TR,2008,43.5,u
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,TOTAL,BG,2008,4.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,TOTAL,CY,2008,23.9,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,TOTAL,CZ,2008,17.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,TOTAL,DE,2008,55.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,TOTAL,EE,2008,2.0,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,TOTAL,EL,2008,35.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,TOTAL,FR,2008,60.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,TOTAL,HU,2008,28.5,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,TOTAL,LV,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,TOTAL,MT,2008,48.8,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,TOTAL,PL,2008,12.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,TOTAL,RO,2008,18.3,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,TOTAL,SI,2008,21.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,TOTAL,SK,2008,23.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y65-74,TOTAL,TR,2008,9.6,
dataflow,ESTAT:HLTH_EHIS_HC1(1.0),A,T,Y75-84,ED0-2,BG,2008,4.1,
