STRUCTURE,STRUCTURE_ID,freq,sex,age,frequenc,isced97,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y15-24,NVR,ED3_4,PL,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y15-24,NVR,ED3_4,RO,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y15-24,NVR,ED3_4,SI,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y15-24,NVR,ED3_4,TR,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y15-24,NVR,ED5_6,BE,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y15-24,NVR,ED5_6,MT,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y15-24,NVR,TOTAL,BE,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y15-24,NVR,TOTAL,CY,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y15-24,NVR,TOTAL,EE,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y15-24,NVR,TOTAL,EL,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y15-24,NVR,TOTAL,ES,2008,5.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y15-24,NVR,TOTAL,FR,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y15-24,NVR,TOTAL,HU,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y15-24,NVR,TOTAL,MT,2008,6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y15-24,NVR,TOTAL,PL,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y15-24,NVR,TOTAL,RO,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y15-24,NVR,TOTAL,SI,2008,7.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y15-24,NVR,TOTAL,TR,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED0-2,BE,2008,5.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED0-2,BG,2008,16.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED0-2,CY,2008,8.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED0-2,EE,2008,14.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED0-2,EL,2008,14.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED0-2,ES,2008,23.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED0-2,FR,2008,12,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED0-2,HU,2008,16.7,u
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED0-2,LV,2008,40.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED0-2,PL,2008,18,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED0-2,RO,2008,34.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED0-2,TR,2008,20,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED3_4,BE,2008,10.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED3_4,BG,2008,25,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED3_4,CY,2008,20.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED3_4,CZ,2008,27.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED3_4,EE,2008,24.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED3_4,EL,2008,22.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED3_4,ES,2008,20.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED3_4,FR,2008,9.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED3_4,HU,2008,23.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED3_4,LV,2008,28.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED3_4,MT,2008,20.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED3_4,PL,2008,17.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED3_4,RO,2008,25.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED3_4,SI,2008,13.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED3_4,SK,2008,29.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED3_4,TR,2008,20.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED5_6,BE,2008,9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED5_6,BG,2008,18.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED5_6,CY,2008,17.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED5_6,CZ,2008,31,u
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED5_6,EE,2008,22,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED5_6,EL,2008,14.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED5_6,ES,2008,24.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED5_6,FR,2008,8.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED5_6,HU,2008,28.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED5_6,LV,2008,17.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED5_6,MT,2008,17.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED5_6,PL,2008,18.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED5_6,RO,2008,19.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED5_6,SI,2008,23.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED5_6,SK,2008,30.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,ED5_6,TR,2008,16.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,TOTAL,BE,2008,8.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,TOTAL,BG,2008,21.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,TOTAL,CY,2008,17.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,TOTAL,CZ,2008,27.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,TOTAL,EE,2008,22.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,TOTAL,EL,2008,18.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,TOTAL,ES,2008,22.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,TOTAL,FR,2008,9.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,TOTAL,HU,2008,24.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,TOTAL,LV,2008,26,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,TOTAL,MT,2008,19.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,TOTAL,PL,2008,18.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,TOTAL,RO,2008,26.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,TOTAL,SI,2008,16.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,TOTAL,SK,2008,29.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1-3W,TOTAL,TR,2008,19.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED0-2,BE,2008,68.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED0-2,BG,2008,32.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED0-2,CY,2008,44.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED0-2,EE,2008,67.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED0-2,EL,2008,45.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED0-2,ES,2008,44.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED0-2,FR,2008,15.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED0-2,HU,2008,31,u
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED0-2,LV,2008,32.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED0-2,PL,2008,51.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED0-2,RO,2008,27.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED0-2,TR,2008,47.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED3_4,BE,2008,67.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED3_4,BG,2008,46.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED3_4,CY,2008,47.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED3_4,CZ,2008,38.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED3_4,EE,2008,59.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED3_4,EL,2008,44.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED3_4,ES,2008,47.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED3_4,FR,2008,34.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED3_4,HU,2008,38.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED3_4,LV,2008,42.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED3_4,MT,2008,35.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED3_4,PL,2008,51.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED3_4,RO,2008,40.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED3_4,SI,2008,60.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED3_4,SK,2008,42.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED3_4,TR,2008,46.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED5_6,BE,2008,64.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED5_6,BG,2008,60.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED5_6,CY,2008,46.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED5_6,CZ,2008,40.1,u
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED5_6,EE,2008,67.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED5_6,EL,2008,50.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED5_6,ES,2008,47.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED5_6,FR,2008,30.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED5_6,HU,2008,35,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED5_6,LV,2008,47.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED5_6,MT,2008,37.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED5_6,PL,2008,45.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED5_6,RO,2008,46.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED5_6,SI,2008,42.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED5_6,SK,2008,38.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,ED5_6,TR,2008,61,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,TOTAL,BE,2008,66.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,TOTAL,BG,2008,47.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,TOTAL,CY,2008,46.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,TOTAL,CZ,2008,39.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,TOTAL,EE,2008,62.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,TOTAL,EL,2008,46.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,TOTAL,ES,2008,46.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,TOTAL,FR,2008,30.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,TOTAL,HU,2008,36.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,TOTAL,LV,2008,42.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,TOTAL,MT,2008,35.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,TOTAL,PL,2008,49.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,TOTAL,RO,2008,39,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,TOTAL,SI,2008,53.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,TOTAL,SK,2008,40.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,1D,TOTAL,TR,2008,48.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED0-2,BE,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED0-2,BG,2008,23,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED0-2,CY,2008,14.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED0-2,EE,2008,15.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED0-2,EL,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED0-2,ES,2008,14.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED0-2,FR,2008,24.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED0-2,HU,2008,26.4,u
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED0-2,LV,2008,6.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED0-2,PL,2008,13.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED0-2,RO,2008,14,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED0-2,TR,2008,13,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED3_4,BE,2008,7.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED3_4,BG,2008,9.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED3_4,CY,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED3_4,CZ,2008,9.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED3_4,EE,2008,13.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED3_4,EL,2008,9.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED3_4,ES,2008,9.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED3_4,FR,2008,14.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED3_4,HU,2008,19.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED3_4,LV,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED3_4,MT,2008,17.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED3_4,PL,2008,12.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED3_4,RO,2008,8.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED3_4,SI,2008,6.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED3_4,SK,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED3_4,TR,2008,10.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED5_6,BE,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED5_6,BG,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED5_6,CY,2008,12.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED5_6,CZ,2008,5.2,u
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED5_6,EE,2008,9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED5_6,EL,2008,12.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED5_6,ES,2008,8.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED5_6,FR,2008,5.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED5_6,HU,2008,10.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED5_6,LV,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED5_6,MT,2008,19.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED5_6,PL,2008,11.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED5_6,RO,2008,5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED5_6,SI,2008,4.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED5_6,SK,2008,6.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,ED5_6,TR,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,TOTAL,BE,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,TOTAL,BG,2008,10.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,TOTAL,CY,2008,11.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,TOTAL,CZ,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,TOTAL,EE,2008,12.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,TOTAL,EL,2008,11.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,TOTAL,ES,2008,10.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,TOTAL,FR,2008,11.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,TOTAL,HU,2008,17.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,TOTAL,LV,2008,5.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,TOTAL,MT,2008,18.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,TOTAL,PL,2008,12,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,TOTAL,RO,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,TOTAL,SI,2008,5.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,TOTAL,SK,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,4-6W,TOTAL,TR,2008,11.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED0-2,BE,2008,11.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED0-2,BG,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED0-2,CY,2008,25,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED0-2,EL,2008,15.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED0-2,ES,2008,12,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED0-2,FR,2008,40.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED0-2,HU,2008,17.6,u
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED0-2,LV,2008,16.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED0-2,PL,2008,7.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED0-2,RO,2008,11.9,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED0-2,TR,2008,12.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED3_4,BE,2008,12,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED3_4,BG,2008,14.3,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED3_4,CY,2008,18.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED3_4,CZ,2008,23.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED3_4,EL,2008,17,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED3_4,ES,2008,17.2,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED3_4,FR,2008,37,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED3_4,HU,2008,15,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED3_4,LV,2008,21.8,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED3_4,MT,2008,20.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED3_4,PL,2008,15.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED3_4,RO,2008,22.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED3_4,SI,2008,19.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED3_4,SK,2008,15.4,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED3_4,TR,2008,19.7,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED5_6,BE,2008,23.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED5_6,BG,2008,16.6,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED5_6,CY,2008,22.5,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED5_6,CZ,2008,22,u
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED5_6,EL,2008,20.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED5_6,ES,2008,18.1,
dataflow,ESTAT:HLTH_EHIS_DE8(1.0),A,F,Y25-34,GE2D,ED5_6,FR,2008,52.8,
