STRUCTURE,STRUCTURE_ID,freq,isced97,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y55-64,T,PL,2008,55.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y55-64,T,RO,2008,54.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y55-64,T,SI,2008,57.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y55-64,T,SK,2008,54,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y55-64,T,TR,2008,49.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,F,AT,2008,59.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,F,BE,2008,61.7,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,F,BG,2008,47.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,F,CY,2008,57.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,F,CZ,2008,57.1,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,F,EL,2008,56.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,F,ES,2008,56.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,F,HU,2008,45.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,F,LV,2008,51.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,F,MT,2008,58.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,F,PL,2008,51,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,F,RO,2008,47.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,F,SI,2008,46.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,F,SK,2008,47.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,F,TR,2008,42.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,M,AT,2008,60.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,M,BE,2008,65.2,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,M,BG,2008,53.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,M,CY,2008,68.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,M,EL,2008,66.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,M,ES,2008,71.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,M,HU,2008,50.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,M,LV,2008,57.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,M,MT,2008,62.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,M,PL,2008,54.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,M,RO,2008,51.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,M,SI,2008,52.5,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,M,SK,2008,53.3,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,M,TR,2008,52.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,T,AT,2008,60,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,T,BE,2008,63.1,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,T,BG,2008,49.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,T,CY,2008,62.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,T,CZ,2008,58.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,T,EL,2008,60.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,T,ES,2008,62.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,T,HU,2008,47.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,T,LV,2008,53.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,T,MT,2008,60.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,T,PL,2008,52,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,T,RO,2008,49,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,T,SI,2008,47.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,T,SK,2008,48.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y65-74,T,TR,2008,47.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,F,AT,2008,49,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,F,BE,2008,55.6,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,F,BG,2008,38,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,F,CY,2008,46.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,F,CZ,2008,39.5,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,F,EL,2008,46,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,F,ES,2008,52.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,F,HU,2008,37.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,F,LV,2008,44.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,F,MT,2008,52.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,F,PL,2008,44.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,F,RO,2008,41.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,F,SI,2008,45.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,F,SK,2008,39.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,F,TR,2008,39.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,M,AT,2008,50.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,M,BE,2008,64,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,M,BG,2008,43.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,M,CY,2008,57,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,M,EL,2008,58.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,M,ES,2008,63.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,M,HU,2008,37.8,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,M,LV,2008,52.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,M,MT,2008,61.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,M,PL,2008,52.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,M,RO,2008,42.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,M,SK,2008,47.9,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,M,TR,2008,45.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,T,AT,2008,49.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,T,BE,2008,58.8,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,T,BG,2008,40,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,T,CY,2008,50.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,T,CZ,2008,40.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,T,EL,2008,51,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,T,ES,2008,57,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,T,HU,2008,37.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,T,LV,2008,46.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,T,MT,2008,55.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,T,PL,2008,46.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,T,RO,2008,41.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,T,SI,2008,47.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,T,SK,2008,41.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y75-84,T,TR,2008,41.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,F,AT,2008,42.8,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,F,BG,2008,34.7,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,F,CY,2008,43.1,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,F,EL,2008,42.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,F,ES,2008,52.7,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,F,HU,2008,34.7,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,F,LV,2008,47.3,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,F,MT,2008,55.3,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,F,PL,2008,42.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,F,RO,2008,34.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,F,SK,2008,32.6,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,F,TR,2008,31.2,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,M,AT,2008,54.6,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,M,BG,2008,40,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,M,CY,2008,41.3,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,M,EL,2008,49.1,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,M,ES,2008,55.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,M,PL,2008,47.9,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,M,RO,2008,37.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,M,TR,2008,40.9,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,T,AT,2008,44.4,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,T,BG,2008,37.1,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,T,CY,2008,42.4,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,T,EL,2008,44.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,T,ES,2008,53.6,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,T,HU,2008,37.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,T,LV,2008,46.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,T,MT,2008,52.2,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,T,PL,2008,43.8,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,T,RO,2008,35.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,T,SK,2008,32.7,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED0-2,Y_GE85,T,TR,2008,35,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,F,AT,2008,67.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,F,BE,2008,60.6,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,F,BG,2008,64.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,F,CY,2008,70.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,F,CZ,2008,59.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,F,EL,2008,72.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,F,ES,2008,67.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,F,HU,2008,56.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,F,LV,2008,62.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,F,MT,2008,65.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,F,PL,2008,61.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,F,RO,2008,63.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,F,SI,2008,63.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,F,SK,2008,64,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,F,TR,2008,59.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,M,AT,2008,69.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,M,BE,2008,66.7,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,M,BG,2008,70.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,M,CY,2008,77,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,M,CZ,2008,66.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,M,EL,2008,77.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,M,ES,2008,74.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,M,HU,2008,62.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,M,LV,2008,65.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,M,MT,2008,71.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,M,PL,2008,64.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,M,RO,2008,66.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,M,SI,2008,66.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,M,SK,2008,66.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,M,TR,2008,62.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,T,AT,2008,68.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,T,BE,2008,63.6,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,T,BG,2008,67.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,T,CY,2008,73.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,T,CZ,2008,62.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,T,EL,2008,74.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,T,ES,2008,71.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,T,HU,2008,59.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,T,LV,2008,64,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,T,MT,2008,68.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,T,PL,2008,63.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,T,RO,2008,65,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,T,SI,2008,65.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,T,SK,2008,65.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,TOTAL,T,TR,2008,61.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,F,AT,2008,70.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,F,BE,2008,58.5,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,F,BG,2008,80.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,F,CY,2008,79.5,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,F,CZ,2008,64.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,F,EL,2008,80,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,F,ES,2008,72,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,F,HU,2008,65.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,F,LV,2008,73.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,F,MT,2008,70.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,F,PL,2008,70.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,F,RO,2008,75.3,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,F,SI,2008,68.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,F,SK,2008,73,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,F,TR,2008,63.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,M,AT,2008,75,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,M,BE,2008,66.8,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,M,BG,2008,82.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,M,CY,2008,81.2,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,M,CZ,2008,71.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,M,EL,2008,82.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,M,ES,2008,81,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,M,HU,2008,71.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,M,LV,2008,72.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,M,MT,2008,75.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,M,PL,2008,73.3,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,M,RO,2008,77.4,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,M,SI,2008,69.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,M,SK,2008,75.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,M,TR,2008,66.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,T,AT,2008,72.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,T,BE,2008,62.7,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,T,BG,2008,81.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,T,CY,2008,80.4,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,T,CZ,2008,68.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,T,EL,2008,81.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,T,ES,2008,76.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,T,HU,2008,68.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,T,LV,2008,73,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,T,MT,2008,72.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,T,PL,2008,71.9,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,T,RO,2008,76.4,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,T,SI,2008,69.0,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,T,SK,2008,74.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y15-24,T,TR,2008,65.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,F,AT,2008,70.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,F,BE,2008,60.2,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,F,BG,2008,74.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,F,CY,2008,70.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,F,CZ,2008,64,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,F,EL,2008,72.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,F,ES,2008,68.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,F,HU,2008,60.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,F,LV,2008,67.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,F,MT,2008,65.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,F,PL,2008,66.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,F,RO,2008,68.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,F,SI,2008,66.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,F,SK,2008,69.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,F,TR,2008,59.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,M,AT,2008,73.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,M,BE,2008,66,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,M,BG,2008,75.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,M,CY,2008,77.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,M,CZ,2008,67.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,M,EL,2008,80.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,M,ES,2008,75.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,M,HU,2008,67.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,M,LV,2008,69.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,M,MT,2008,72.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,M,PL,2008,69.2,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,M,RO,2008,72.1,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,M,SI,2008,68.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,M,SK,2008,70.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,M,TR,2008,61.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,T,AT,2008,71.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,T,BE,2008,63.1,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,T,BG,2008,74.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,T,CY,2008,73.9,
