STRUCTURE,STRUCTURE_ID,freq,isced97,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,T,CZ,2008,66.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,T,EL,2008,76.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,T,ES,2008,72.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,T,HU,2008,64.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,T,LV,2008,68.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,T,MT,2008,68.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,T,PL,2008,68.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,T,RO,2008,70.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,T,SI,2008,67.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,T,SK,2008,69.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y25-34,T,TR,2008,60.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,F,AT,2008,69.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,F,BE,2008,60.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,F,BG,2008,69.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,F,CY,2008,68.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,F,CZ,2008,59.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,F,EL,2008,72.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,F,ES,2008,66.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,F,HU,2008,57.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,F,LV,2008,63.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,F,MT,2008,65.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,F,PL,2008,62.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,F,RO,2008,65.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,F,SI,2008,64.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,F,SK,2008,63.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,F,TR,2008,55.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,M,AT,2008,71.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,M,BE,2008,64.9,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,M,BG,2008,72.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,M,CY,2008,75.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,M,CZ,2008,70.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,M,EL,2008,75.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,M,ES,2008,71.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,M,HU,2008,62.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,M,LV,2008,66.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,M,MT,2008,70.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,M,PL,2008,65.6,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,M,RO,2008,69.7,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,M,SI,2008,68.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,M,SK,2008,68.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,M,TR,2008,56.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,T,AT,2008,71,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,T,BE,2008,62.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,T,BG,2008,71.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,T,CY,2008,71.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,T,CZ,2008,64.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,T,EL,2008,74,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,T,ES,2008,69,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,T,HU,2008,60.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,T,LV,2008,65.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,T,MT,2008,67.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,T,PL,2008,64,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,T,RO,2008,67.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,T,SI,2008,66.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,T,SK,2008,65.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y35-44,T,TR,2008,56.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,F,AT,2008,68,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,F,BE,2008,61.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,F,BG,2008,62.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,F,CY,2008,69.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,F,CZ,2008,57,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,F,EL,2008,67.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,F,ES,2008,68,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,F,HU,2008,53.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,F,LV,2008,59.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,F,MT,2008,62.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,F,PL,2008,58.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,F,RO,2008,58.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,F,SI,2008,61.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,F,SK,2008,62.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,F,TR,2008,55.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,M,AT,2008,68.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,M,BE,2008,67,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,M,BG,2008,68,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,M,CY,2008,75.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,M,CZ,2008,63.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,M,EL,2008,71.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,M,ES,2008,74.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,M,HU,2008,58.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,M,LV,2008,61.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,M,MT,2008,68.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,M,PL,2008,60.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,M,RO,2008,62.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,M,SI,2008,63.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,M,SK,2008,63.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,M,TR,2008,62,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,T,AT,2008,68.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,T,BE,2008,64,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,T,BG,2008,65.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,T,CY,2008,72.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,T,CZ,2008,60.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,T,EL,2008,69.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,T,ES,2008,71,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,T,HU,2008,56.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,T,LV,2008,60.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,T,MT,2008,65.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,T,PL,2008,59.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,T,RO,2008,60.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,T,SI,2008,62.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,T,SK,2008,63.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y45-54,T,TR,2008,59.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,F,AT,2008,66.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,F,BE,2008,62.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,F,BG,2008,56.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,F,CY,2008,68,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,F,CZ,2008,60.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,F,EL,2008,68.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,F,ES,2008,66.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,F,HU,2008,52.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,F,LV,2008,59.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,F,MT,2008,61.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,F,PL,2008,59.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,F,RO,2008,57.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,F,SI,2008,64.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,F,SK,2008,60.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,F,TR,2008,52.6,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,M,AT,2008,63.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,M,BE,2008,67.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,M,BG,2008,62.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,M,CY,2008,77.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,M,CZ,2008,62,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,M,EL,2008,77.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,M,ES,2008,72.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,M,HU,2008,58.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,M,LV,2008,60.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,M,MT,2008,71.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,M,PL,2008,60.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,M,RO,2008,58.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,M,SI,2008,66.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,M,SK,2008,62.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,M,TR,2008,58.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,T,AT,2008,65.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,T,BE,2008,65.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,T,BG,2008,59.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,T,CY,2008,72.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,T,CZ,2008,61.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,T,EL,2008,73.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,T,ES,2008,69.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,T,HU,2008,55.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,T,LV,2008,59.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,T,MT,2008,66.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,T,PL,2008,59.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,T,RO,2008,57.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,T,SI,2008,65.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,T,SK,2008,61.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y55-64,T,TR,2008,56.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,F,AT,2008,64.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,F,BE,2008,62,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,F,BG,2008,50.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,F,CY,2008,65.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,F,CZ,2008,58.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,F,EL,2008,68.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,F,ES,2008,64.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,F,HU,2008,55.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,F,LV,2008,56.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,F,MT,2008,63.3,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,F,PL,2008,56.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,F,RO,2008,52.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,F,SI,2008,51.5,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,F,SK,2008,56.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,M,AT,2008,65.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,M,BE,2008,72.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,M,BG,2008,58.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,M,CY,2008,76,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,M,CZ,2008,66.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,M,EL,2008,75.2,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,M,ES,2008,74.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,M,HU,2008,51.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,M,LV,2008,58.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,M,MT,2008,69.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,M,PL,2008,60.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,M,RO,2008,54.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,M,SI,2008,63.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,M,SK,2008,57.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,M,TR,2008,56.2,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,T,AT,2008,65,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,T,BE,2008,67.2,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,T,BG,2008,53.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,T,CY,2008,71.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,T,CZ,2008,62.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,T,EL,2008,71.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,T,ES,2008,70.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,T,HU,2008,53.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,T,LV,2008,57.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,T,MT,2008,67.1,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,T,PL,2008,58.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,T,RO,2008,53.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,T,SI,2008,58.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,T,SK,2008,56.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y65-74,T,TR,2008,53,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,F,AT,2008,53.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,F,BE,2008,58.9,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,F,BG,2008,41.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,F,CY,2008,63.8,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,F,CZ,2008,48,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,F,EL,2008,66.4,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,F,ES,2008,59.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,F,HU,2008,43.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,F,LV,2008,52.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,F,MT,2008,58.2,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,F,PL,2008,51.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,F,RO,2008,43.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,F,SK,2008,49.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,M,AT,2008,59.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,M,BE,2008,63.3,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,M,BG,2008,49.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,M,CY,2008,74.7,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,M,CZ,2008,52.1,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,M,EL,2008,68.5,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,M,ES,2008,64,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,M,HU,2008,56.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,M,LV,2008,58.6,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,M,MT,2008,59.4,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,M,PL,2008,56.9,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,M,RO,2008,46.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,M,SI,2008,58.1,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,M,SK,2008,56.1,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,T,AT,2008,56.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,T,BE,2008,60.8,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,T,BG,2008,44,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,T,CY,2008,70.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,T,CZ,2008,49.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,T,EL,2008,67.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,T,ES,2008,61.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,T,HU,2008,49.7,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,T,LV,2008,54,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,T,MT,2008,58.8,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,T,PL,2008,53.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,T,RO,2008,45,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,T,SI,2008,57.7,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y75-84,T,SK,2008,52.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y_GE85,F,AT,2008,50.2,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y_GE85,F,BE,2008,49.2,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y_GE85,F,PL,2008,46.4,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y_GE85,M,AT,2008,56.2,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y_GE85,M,PL,2008,41.5,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y_GE85,T,AT,2008,52.3,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y_GE85,T,BE,2008,53.5,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y_GE85,T,ES,2008,70,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y_GE85,T,PL,2008,44.3,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED3_4,Y_GE85,T,RO,2008,38.3,u
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED5_6,TOTAL,F,AT,2008,67.2,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED5_6,TOTAL,F,BE,2008,61,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED5_6,TOTAL,F,BG,2008,68.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED5_6,TOTAL,F,CY,2008,73,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED5_6,TOTAL,F,CZ,2008,60.5,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED5_6,TOTAL,F,EL,2008,70.6,
dataflow,ESTAT:HLTH_EHIS_ST8(1.0),A,ED5_6,TOTAL,F,ES,2008,69.4,
