STRUCTURE,STRUCTURE_ID,freq,unit,indic_he,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BE,2010,27.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BE,2011,27.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BE,2012,27.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BE,2013,27.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BE,2014,28.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BE,2015,27.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BE,2016,28.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BE,2017,28.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BE,2018,28.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BE,2019,28.7,b
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BE,2020,28.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BE,2021,29.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BG,2006,17.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BG,2007,18.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BG,2008,19.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BG,2009,20.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BG,2010,20.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BG,2011,21.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BG,2012,21.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BG,2013,21.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BG,2014,21.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BG,2015,21.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BG,2016,22.1,b
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BG,2017,22.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BG,2018,22.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BG,2019,23.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BG,2020,22.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,BG,2021,21.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CH,2007,31.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CH,2008,32.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CH,2009,32.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CH,2010,32.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CH,2011,32.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CH,2012,32.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CH,2013,32.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CH,2014,32.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CH,2015,32.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CH,2016,32.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CH,2017,32.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CH,2018,32.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CH,2019,33.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CH,2020,32.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CH,2021,33.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CY,2005,22.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CY,2006,23.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CY,2007,23.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CY,2008,25.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CY,2009,24.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CY,2010,25.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CY,2011,25.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CY,2012,26.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CY,2013,26.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CY,2014,28.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CY,2015,28.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CY,2016,29.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CY,2017,29.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CY,2018,29.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CY,2019,28.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CY,2020,28.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CY,2021,28.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CZ,2005,21.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CZ,2006,21.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CZ,2007,21.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CZ,2008,21.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CZ,2009,21.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CZ,2010,22.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CZ,2011,22.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CZ,2012,22.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CZ,2013,23.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CZ,2014,24.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CZ,2015,24.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CZ,2016,24.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CZ,2017,24.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CZ,2018,25.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CZ,2019,25.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CZ,2020,25.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,CZ,2021,24.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DE,2005,25.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DE,2006,25.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DE,2007,26.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DE,2008,26.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DE,2009,27.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DE,2010,27.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DE,2011,27.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DE,2012,27.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DE,2013,27.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DE,2014,28.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DE,2015,27.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DE,2016,27.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DE,2017,27.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DE,2018,28.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DE,2019,28.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DE,2020,26.3,b
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DE,2021,26.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DK,2004,26.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DK,2005,26.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DK,2006,26.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DK,2007,26.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DK,2008,27.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DK,2009,27.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DK,2010,27.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DK,2011,27.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DK,2012,28.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DK,2013,28.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DK,2014,28.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DK,2015,28.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DK,2016,28.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DK,2017,28.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DK,2018,28.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DK,2019,29.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DK,2020,29.4,b
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,DK,2021,28.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EE,2004,18.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EE,2005,17.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EE,2006,18.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EE,2007,18.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EE,2008,19.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EE,2009,20.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EE,2010,20.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EE,2011,20.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EE,2012,20.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EE,2013,20.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EE,2014,21.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EE,2015,22.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EE,2016,22.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EE,2017,22.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EE,2018,22.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EE,2019,23.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EE,2020,24.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EE,2021,23.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EL,2004,25.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EL,2005,25.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EL,2006,25.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EL,2007,25.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EL,2008,25.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EL,2009,25.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EL,2010,25.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EL,2011,26.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EL,2012,26.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EL,2013,25.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EL,2014,25.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EL,2015,26.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EL,2016,26.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EL,2017,26.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EL,2018,27.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EL,2019,29.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EL,2020,28.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EL,2021,28.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,ES,2004,23.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,ES,2005,23.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,ES,2006,24.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,ES,2007,24.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,ES,2008,27.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,ES,2009,27.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,ES,2010,27.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,ES,2011,28.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,ES,2012,27.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,ES,2013,28.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,ES,2014,28.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,ES,2015,28.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,ES,2016,29.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,ES,2017,29.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,ES,2018,29.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,ES,2019,30.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,ES,2020,29.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,ES,2021,29.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU27_2020,2004,23.9,e
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU27_2020,2005,23.7,e
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU27_2020,2006,24.0,e
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU27_2020,2007,24.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU27_2020,2008,24.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU27_2020,2009,25.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU27_2020,2010,25.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU27_2020,2011,25.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU27_2020,2012,25.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU27_2020,2013,26.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU27_2020,2014,26.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU27_2020,2015,26.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU27_2020,2016,27.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU27_2020,2017,27.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU27_2020,2018,27.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU27_2020,2019,27.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU27_2020,2020,27.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU27_2020,2021,26.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU28,2004,24.0,e
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU28,2005,24.1,e
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU28,2006,24.5,e
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU28,2007,24.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU28,2008,25.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU28,2009,25.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU28,2010,25.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU28,2011,26.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU28,2012,25.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU28,2013,26.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU28,2014,26.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU28,2015,26.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU28,2016,27.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU28,2017,27.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,EU28,2018,27.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FI,2004,24.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FI,2005,25.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FI,2006,25.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FI,2007,26.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FI,2008,26.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FI,2009,27.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FI,2010,27.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FI,2011,27.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FI,2012,28.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FI,2013,28.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FI,2014,28.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FI,2015,29.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FI,2016,29.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FI,2017,30.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FI,2018,30.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FI,2019,30.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FI,2020,30.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FI,2021,30.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FR,2004,25.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FR,2005,26.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FR,2006,26.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FR,2007,26.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FR,2008,27.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FR,2009,27.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FR,2010,27.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FR,2011,28.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FR,2012,28.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FR,2013,28.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FR,2014,29.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FR,2015,29.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FR,2016,29.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FR,2017,29.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FR,2018,29.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FR,2019,29.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FR,2020,28.9,b
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,FR,2021,29.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HR,2010,17.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HR,2011,17.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HR,2012,17.7,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HR,2013,18.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HR,2014,18.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HR,2015,18.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HR,2016,19.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HR,2017,19.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HR,2018,20.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HR,2019,21.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HR,2020,21.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HR,2021,21.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HU,2005,15.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HU,2006,16.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HU,2007,15.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HU,2008,16.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HU,2009,17.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HU,2010,18.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HU,2011,18.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HU,2012,18.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HU,2013,19.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HU,2014,19.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HU,2015,19.3,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HU,2016,20.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HU,2017,21.1,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HU,2018,21.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HU,2019,21.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HU,2020,22.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,HU,2021,22.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,IE,2004,28.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,IE,2005,28.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,IE,2006,28.9,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,IE,2007,29.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,IE,2008,30.0,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,IE,2009,30.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,IE,2010,30.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,IE,2011,30.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,IE,2012,30.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,IE,2013,30.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,IE,2014,30.5,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,IE,2015,30.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,IE,2016,30.8,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,IE,2017,31.4,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,IE,2018,31.6,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,IE,2019,32.2,
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,IE,2020,31.5,b
dataflow,ESTAT:HLTH_SILC_17(1.0),A,YR,HE_50,T,IE,2021,30.9,
