STRUCTURE,STRUCTURE_ID,freq,unit,barrier,hlth_pb,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,AT,2012,130.6,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,BE,2012,205.2,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,BG,2012,152.8,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,CY,2012,12.3,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,CZ,2012,269.1,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,DE,2012,1850.2,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,DK,2012,65.7,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,EE,2012,34.9,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,EEA,2012,11842.7,e
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,EL,2012,313.7,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,ES,2012,1150.9,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,EU27_2007,2012,11788.6,e
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,FI,2012,71.6,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,FR,2012,898.4,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,HU,2012,389.7,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,IS,2012,3.1,u
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,IT,2012,1793.4,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,LT,2012,99.9,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,LU,2012,6.3,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,LV,2012,54.6,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,MT,2012,3.4,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,NL,2012,220.4,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,NO,2012,50.9,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,PL,2012,1127.5,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,PT,2012,209.6,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,RO,2012,629.2,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,SE,2012,65.1,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,SI,2012,56.6,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,SK,2012,75.0,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,F,UK,2012,1902.6,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,AT,2012,66.7,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,BE,2012,99.4,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,BG,2012,100.1,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,CY,2012,9.8,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,CZ,2012,149.8,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,DE,2012,1215.7,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,DK,2012,52.7,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,EE,2012,16.5,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,EEA,2012,6801.6,e
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,EL,2012,133.1,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,ES,2012,492.4,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,EU27_2007,2012,6773.4,e
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,FI,2012,33.5,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,FR,2012,559.6,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,HU,2012,179.8,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,IS,2012,0.9,u
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,IT,2012,842.0,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,LT,2012,40.8,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,LU,2012,3.2,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,LV,2012,20.7,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,MT,2012,2.6,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,NL,2012,88.9,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,NO,2012,27.3,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,PL,2012,494.7,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,PT,2012,145.2,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,RO,2012,455.7,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,SE,2012,43.9,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,SI,2012,21.8,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,SK,2012,51.0,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,M,UK,2012,1453.8,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,AT,2012,197.2,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,BE,2012,304.6,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,BG,2012,253.0,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,CY,2012,22.1,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,CZ,2012,418.8,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,DE,2012,3066.0,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,DK,2012,118.4,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,EE,2012,51.4,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,EEA,2012,18644.3,e
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,EL,2012,446.8,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,ES,2012,1643.2,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,EU27_2007,2012,18562.0,e
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,FI,2012,105.1,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,FR,2012,1458.0,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,HU,2012,569.5,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,IS,2012,4.0,u
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,IT,2012,2635.4,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,LT,2012,140.7,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,LU,2012,9.5,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,LV,2012,75.3,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,MT,2012,6.1,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,NL,2012,309.3,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,NO,2012,78.3,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,PL,2012,1622.3,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,PT,2012,354.8,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,RO,2012,1084.8,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,SE,2012,109.0,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,SI,2012,78.4,
dataflow,ESTAT:HLTH_DSI150(1.0),A,THS,ACS_BLD,PB1050,T,SK,2012,126.0,
