STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,yes_no,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,AT,2012,18.7,u
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,BE,2012,40.7,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,BG,2012,6.7,u
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,CY,2012,1.7,u
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,CZ,2012,9.8,u
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,DE,2012,134.7,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,DK,2012,2.0,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,EE,2012,2.5,u
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,EEA,2012,1179.7,e
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,EL,2012,64.8,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,ES,2012,96.5,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,EU27_2007,2012,1170.2,e
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,FI,2012,4.0,u
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,FR,2012,151.4,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,HU,2012,12.8,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,IS,2012,0.7,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,IT,2012,171.6,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,LT,2012,1.8,u
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,LU,2012,2.6,u
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,LV,2012,3.0,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,MT,2012,0,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,NL,2012,121.0,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,NO,2012,8.8,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,PL,2012,58.4,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,PT,2012,36.5,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,RO,2012,22.9,u
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,SE,2012,29.9,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,SI,2012,4.2,u
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,SK,2012,6.9,u
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,F,UK,2012,165.1,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,M,AT,2012,11.0,u
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,M,BE,2012,37.9,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,M,BG,2012,4.6,u
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,M,CY,2012,,u
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,M,CZ,2012,17.3,u
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,M,DE,2012,96.1,
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,M,DK,2012,10.4,u
dataflow,ESTAT:HLTH_DPEH080(1.0),A,THS,PB1060,NO_OD,Y15-44,M,EE,2012,,u
