STRUCTURE,STRUCTURE_ID,freq,unit,barrier,hlth_pb,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,AT,2012,171.5,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,BE,2012,297.2,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,BG,2012,277.9,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,CY,2012,19.7,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,CZ,2012,331.5,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,DE,2012,2762.4,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,DK,2012,172.1,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,EE,2012,44.5,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,EEA,2012,16132.8,e
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,EL,2012,442.1,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,ES,2012,1435.7,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,EU27_2007,2012,16007.2,e
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,FI,2012,115.2,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,FR,2012,1273.3,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,HU,2012,604.6,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,IS,2012,4.1,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,IT,2012,2107.1,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,LT,2012,139.1,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,LU,2012,9.7,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,LV,2012,70.2,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,MT,2012,7.4,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,NL,2012,336.5,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,NO,2012,121.5,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,PL,2012,1442.6,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,PT,2012,252.6,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,RO,2012,913.1,
dataflow,ESTAT:HLTH_DSI140(1.0),A,THS,ACS_BLD,PB1040,F,SE,2012,121.3,
