STRUCTURE,STRUCTURE_ID,freq,age,isced97,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,F,PC,CZ,2008,61.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,F,PC,EL,2008,34.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,F,PC,ES,2008,38.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,F,PC,HU,2008,37.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,F,PC,LV,2008,24.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,F,PC,MT,2008,28.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,F,PC,PL,2008,27.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,F,PC,RO,2008,7.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,F,PC,SI,2008,33.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,F,PC,SK,2008,33,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,F,PC,TR,2008,18.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,M,PC,AT,2008,10.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,M,PC,BE,2008,18.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,M,PC,BG,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,M,PC,CY,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,M,PC,CZ,2008,23,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,M,PC,EL,2008,20.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,M,PC,ES,2008,20.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,M,PC,HU,2008,15.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,M,PC,LV,2008,11.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,M,PC,MT,2008,19,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,M,PC,PL,2008,15.5,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,M,PC,RO,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,M,PC,SI,2008,12.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,M,PC,SK,2008,20,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,M,PC,TR,2008,9.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,T,PC,AT,2008,21.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,T,PC,BE,2008,33.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,T,PC,BG,2008,8.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,T,PC,CY,2008,15,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,T,PC,CZ,2008,41.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,T,PC,EL,2008,27.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,T,PC,ES,2008,30.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,T,PC,HU,2008,25.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,T,PC,LV,2008,18.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,T,PC,MT,2008,23.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,T,PC,PL,2008,21.7,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,T,PC,RO,2008,5.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,T,PC,SI,2008,22.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,T,PC,SK,2008,26.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED3_4,T,PC,TR,2008,13.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,F,PC,AT,2008,37.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,F,PC,BE,2008,49.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,F,PC,CY,2008,26,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,F,PC,EL,2008,14.5,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,F,PC,ES,2008,34.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,F,PC,HU,2008,45.4,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,F,PC,LV,2008,34.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,F,PC,MT,2008,38.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,F,PC,PL,2008,36.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,F,PC,RO,2008,13.3,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,F,PC,SK,2008,42.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,F,PC,TR,2008,19.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,M,PC,AT,2008,15.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,M,PC,BE,2008,20.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,M,PC,CY,2008,5.6,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,M,PC,ES,2008,26.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,M,PC,LV,2008,13.7,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,M,PC,MT,2008,31,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,M,PC,PL,2008,28.2,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,M,PC,SK,2008,11.2,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,M,PC,TR,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,T,PC,AT,2008,27.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,T,PC,BE,2008,38.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,T,PC,BG,2008,8.9,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,T,PC,CY,2008,20.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,T,PC,EL,2008,11.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,T,PC,ES,2008,31.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,T,PC,HU,2008,33.6,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,T,PC,LV,2008,28.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,T,PC,MT,2008,35.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,T,PC,PL,2008,33.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,T,PC,RO,2008,8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,T,PC,SK,2008,31.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,ED5_6,T,PC,TR,2008,11.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,F,PC,AT,2008,34.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,F,PC,BE,2008,39.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,F,PC,BG,2008,12.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,F,PC,CY,2008,20.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,F,PC,CZ,2008,57.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,F,PC,EL,2008,27.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,F,PC,ES,2008,36,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,F,PC,HU,2008,35.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,F,PC,LV,2008,21.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,F,PC,MT,2008,30.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,F,PC,PL,2008,26.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,F,PC,RO,2008,7.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,F,PC,SI,2008,31.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,F,PC,SK,2008,31.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,F,PC,TR,2008,17.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,M,PC,AT,2008,12.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,M,PC,BE,2008,20.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,M,PC,BG,2008,6.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,M,PC,CY,2008,10.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,M,PC,CZ,2008,24,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,M,PC,EL,2008,18.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,M,PC,ES,2008,20.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,M,PC,HU,2008,19.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,M,PC,LV,2008,12.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,M,PC,MT,2008,20.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,M,PC,PL,2008,17.1,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,M,PC,RO,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,M,PC,SI,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,M,PC,SK,2008,20.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,M,PC,TR,2008,9.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,T,PC,AT,2008,23.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,T,PC,BE,2008,29.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,T,PC,BG,2008,9.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,T,PC,CY,2008,15.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,T,PC,CZ,2008,40.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,T,PC,EL,2008,23.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,T,PC,ES,2008,28.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,T,PC,HU,2008,27,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,T,PC,LV,2008,17.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,T,PC,MT,2008,25.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,T,PC,PL,2008,21.8,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,T,PC,RO,2008,6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,T,PC,SI,2008,22.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,T,PC,SK,2008,26,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y15-24,TOTAL,T,PC,TR,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,F,PC,AT,2008,36.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,F,PC,BE,2008,51.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,F,PC,BG,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,F,PC,CY,2008,23.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,F,PC,EL,2008,42.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,F,PC,ES,2008,45.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,F,PC,HU,2008,42,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,F,PC,LV,2008,26.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,F,PC,PL,2008,35.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,F,PC,RO,2008,16.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,F,PC,TR,2008,27.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,M,PC,AT,2008,21.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,M,PC,BE,2008,23.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,M,PC,BG,2008,12.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,M,PC,CY,2008,20.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,M,PC,EL,2008,7.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,M,PC,ES,2008,26,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,M,PC,HU,2008,27.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,M,PC,LV,2008,14.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,M,PC,PL,2008,24.4,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,M,PC,RO,2008,10,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,M,PC,TR,2008,15.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,T,PC,AT,2008,30.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,T,PC,BE,2008,37.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,T,PC,BG,2008,12.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,T,PC,CY,2008,21.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,T,PC,CZ,2008,44.8,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,T,PC,EL,2008,22.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,T,PC,ES,2008,34.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,T,PC,HU,2008,34.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,T,PC,LV,2008,18.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,T,PC,MT,2008,42.9,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,T,PC,PL,2008,29.4,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,T,PC,RO,2008,13.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,T,PC,SI,2008,33.6,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED0-2,T,PC,TR,2008,22.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,F,PC,AT,2008,35.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,F,PC,BE,2008,49.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,F,PC,BG,2008,8.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,F,PC,CY,2008,29.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,F,PC,CZ,2008,42.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,F,PC,EL,2008,28.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,F,PC,ES,2008,40.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,F,PC,HU,2008,35.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,F,PC,LV,2008,33.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,F,PC,MT,2008,35.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,F,PC,PL,2008,30.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,F,PC,RO,2008,14,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,F,PC,SI,2008,32.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,F,PC,SK,2008,37.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,F,PC,TR,2008,24.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,M,PC,AT,2008,17.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,M,PC,BE,2008,28.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,M,PC,BG,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,M,PC,CY,2008,11.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,M,PC,CZ,2008,19.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,M,PC,EL,2008,18.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,M,PC,ES,2008,21,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,M,PC,HU,2008,16.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,M,PC,LV,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,M,PC,MT,2008,25.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,M,PC,PL,2008,15.9,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,M,PC,RO,2008,7.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,M,PC,SI,2008,11.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,M,PC,SK,2008,22.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,M,PC,TR,2008,13.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,T,PC,AT,2008,26,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,T,PC,BE,2008,38.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,T,PC,BG,2008,7.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,T,PC,CY,2008,20.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,T,PC,CZ,2008,29.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,T,PC,EL,2008,23.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,T,PC,ES,2008,30.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,T,PC,HU,2008,25.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,T,PC,LV,2008,22.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,T,PC,MT,2008,31.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,T,PC,PL,2008,23,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,T,PC,RO,2008,10.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,T,PC,SI,2008,21,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,T,PC,SK,2008,29.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED3_4,T,PC,TR,2008,18,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,F,PC,AT,2008,28.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,F,PC,BE,2008,49.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,F,PC,BG,2008,12.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,F,PC,CY,2008,29.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,F,PC,CZ,2008,48.8,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,F,PC,EL,2008,30.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,F,PC,ES,2008,43.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,F,PC,HU,2008,35.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,F,PC,LV,2008,39.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,F,PC,MT,2008,37.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,F,PC,PL,2008,35.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,F,PC,RO,2008,9.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,F,PC,SI,2008,26.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,F,PC,SK,2008,37.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,F,PC,TR,2008,23.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,M,PC,AT,2008,15.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,M,PC,BE,2008,21.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,M,PC,BG,2008,9.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,M,PC,CY,2008,18,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,M,PC,CZ,2008,24.6,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,M,PC,EL,2008,26.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,M,PC,ES,2008,23.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,M,PC,HU,2008,24.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,M,PC,LV,2008,6.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,M,PC,MT,2008,25,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,M,PC,PL,2008,20.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,M,PC,RO,2008,5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,M,PC,SI,2008,17.7,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,M,PC,SK,2008,18.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,M,PC,TR,2008,16.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,T,PC,AT,2008,22.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,T,PC,BE,2008,37.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,T,PC,BG,2008,11.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,T,PC,CY,2008,24.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,T,PC,CZ,2008,38.3,
