STRUCTURE,STRUCTURE_ID,freq,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PT,2015,1745,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PT,2016,1900,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PT,2017,1909,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PT,2018,2212,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PT,2019,2398,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PT,2020,2668,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RO,2011,530,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RO,2012,530,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RO,2013,538,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RO,2014,662,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RO,2015,658,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RO,2016,726,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RO,2017,796,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RO,2018,875,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RO,2019,823,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RO,2020,860,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RS,2011,298,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RS,2012,390,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RS,2013,419,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RS,2014,425,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RS,2015,590,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RS,2016,617,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RS,2017,700,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RS,2018,648,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RS,2019,649,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,RS,2020,724,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SE,2011,2196,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SE,2012,2455,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SE,2013,2531,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SE,2014,2547,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SE,2015,2798,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SE,2016,3064,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SE,2017,3126,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SE,2018,3348,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SE,2019,3245,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SE,2020,3364,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SI,2011,30,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SI,2012,36,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SI,2013,26,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SI,2014,42,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SI,2015,53,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SI,2016,49,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SI,2017,93,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SI,2018,103,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SI,2019,114,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SI,2020,161,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SK,2011,239,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SK,2012,481,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SK,2013,350,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SK,2014,473,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SK,2015,343,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SK,2016,435,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SK,2017,331,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SK,2018,416,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SK,2019,396,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,SK,2020,312,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,TR,2011,2670,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,TR,2012,3144,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,TR,2013,3793,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,TR,2014,4258,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,TR,2015,5006,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,TR,2016,5240,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,TR,2017,5427,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,TR,2018,5432,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,TR,2019,5220,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,UK,2011,13627,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,UK,2012,15931,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,UK,2013,17100,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,UK,2014,19413,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,UK,2015,22699,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,UK,2016,23853,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,UK,2017,25900,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,UK,2018,26364,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,AT,2011,1267,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,AT,2012,1619,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,AT,2013,2158,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,AT,2014,1923,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,AT,2015,2206,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,AT,2016,2518,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,AT,2017,3539,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,AT,2018,3973,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,AT,2019,3881,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,AT,2020,3639,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BE,2011,5440,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BE,2012,6501,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BE,2013,6681,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BE,2014,6307,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BE,2015,7171,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BE,2016,6943,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BE,2017,7451,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BE,2018,7114,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BE,2019,7405,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BE,2020,6951,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BG,2011,171,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BG,2012,233,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BG,2013,193,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BG,2014,149,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BG,2015,177,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BG,2016,163,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BG,2017,137,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BG,2018,130,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BG,2019,138,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,BG,2020,146,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CH,2011,5178,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CH,2012,5742,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CH,2013,5909,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CH,2014,5765,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CH,2015,6368,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CH,2016,5772,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CH,2017,6509,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CH,2018,6369,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CH,2019,6607,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CH,2020,6530,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CY,2011,147,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CY,2012,173,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CY,2013,166,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CY,2014,179,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CY,2015,266,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CY,2016,271,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CY,2017,322,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CY,2018,378,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CY,2019,355,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CY,2020,315,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CZ,2011,1770,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CZ,2012,1990,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CZ,2013,2280,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CZ,2014,2404,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CZ,2015,2846,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CZ,2016,2965,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CZ,2017,3401,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CZ,2018,3584,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CZ,2019,3778,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,CZ,2020,4350,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DE,2011,26068,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DE,2012,29999,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DE,2013,34845,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DE,2014,34956,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DE,2015,43487,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DE,2016,45432,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DE,2017,52436,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DE,2018,58826,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DE,2019,59085,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DE,2020,60734,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DK,2011,3042,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DK,2012,3138,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DK,2013,3284,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DK,2014,3433,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DK,2015,3651,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DK,2016,3966,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DK,2017,4185,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DK,2018,4562,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DK,2019,4385,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,DK,2020,4205,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EE,2011,83,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EE,2012,92,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EE,2013,86,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EE,2014,111,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EE,2015,101,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EE,2016,101,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EE,2017,155,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EE,2018,167,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EE,2019,191,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EE,2020,227,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EL,2011,335,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EL,2012,496,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EL,2013,419,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EL,2014,1067,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EL,2015,1604,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EL,2016,1848,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EL,2017,2273,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EL,2018,2263,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EL,2019,2451,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EL,2020,2791,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,ES,2011,26486,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,ES,2012,29376,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,ES,2013,29074,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,ES,2014,31897,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,ES,2015,36014,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,ES,2016,34934,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,ES,2017,36188,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,ES,2018,36547,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,ES,2019,36735,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,ES,2020,36380,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EU27_2020,2011,155363,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EU27_2020,2012,175087,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EU27_2020,2013,185930,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EU27_2020,2014,189597,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EU27_2020,2015,217981,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EU27_2020,2016,223180,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EU27_2020,2017,240805,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EU27_2020,2018,252417,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EU27_2020,2019,253070,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EU27_2020,2020,253861,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EU28,2011,198320,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EU28,2012,225246,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EU28,2013,239123,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EU28,2014,248224,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EU28,2015,286898,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EU28,2016,294340,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,EU28,2017,316989,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FI,2011,6194,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FI,2012,7047,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FI,2013,7530,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FI,2014,8101,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FI,2015,8568,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FI,2016,9165,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FI,2017,9382,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FI,2018,10108,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FI,2019,10149,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FI,2020,10667,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FR,2011,32731,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FR,2012,36982,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FR,2013,36776,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FR,2014,35987,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FR,2015,40235,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FR,2016,40896,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FR,2017,40629,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FR,2018,41770,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FR,2019,40274,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,FR,2020,36857,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HR,2011,555,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HR,2012,691,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HR,2013,682,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HR,2014,775,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HR,2015,918,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HR,2016,876,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HR,2017,1127,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HR,2018,1141,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HR,2019,1054,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HR,2020,1156,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HU,2011,2504,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HU,2012,2783,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HU,2013,2905,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HU,2014,2951,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HU,2015,3474,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HU,2016,3281,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HU,2017,3764,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HU,2018,3949,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HU,2019,4355,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,HU,2020,4349,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IE,2011,1222,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IE,2012,1499,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IE,2013,1742,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IE,2014,1904,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IE,2015,2131,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IE,2016,2275,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IE,2017,2287,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IE,2018,2444,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IE,2019,2389,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IE,2020,2245,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IS,2011,165,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IS,2012,171,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IS,2013,185,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IS,2014,203,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IS,2015,208,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IS,2016,230,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IS,2017,215,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IS,2018,271,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IS,2019,265,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IS,2020,254,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IT,2011,24607,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IT,2012,26531,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IT,2013,26161,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IT,2014,26570,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IT,2015,31672,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IT,2016,31319,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IT,2017,35337,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IT,2018,34461,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IT,2019,35858,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,IT,2020,37689,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LI,2011,9,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LI,2012,6,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LI,2013,9,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LI,2014,12,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LI,2015,16,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LI,2016,4,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LI,2017,2,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LI,2018,3,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LI,2019,3,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LI,2020,21,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LT,2011,170,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LT,2012,192,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LT,2013,255,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LT,2014,245,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LT,2015,276,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LT,2016,305,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LT,2017,437,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LT,2018,464,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LT,2019,499,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LT,2020,583,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LU,2011,150,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LU,2012,205,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LU,2013,220,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LU,2014,209,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LU,2015,248,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LU,2016,248,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LU,2017,269,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LU,2018,296,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LU,2019,285,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LU,2020,332,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LV,2011,149,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LV,2012,161,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LV,2013,219,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LV,2014,218,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LV,2015,241,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LV,2016,377,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LV,2017,430,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LV,2018,522,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LV,2019,521,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,LV,2020,576,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,MT,2011,132,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,MT,2012,82,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,MT,2013,123,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,MT,2014,143,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,MT,2015,145,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,MT,2016,158,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,MT,2017,198,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,T,MT,2018,266,
