STRUCTURE,STRUCTURE_ID,freq,unit,severity,bodypart,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP1,EU15_NO,2006,293361,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP1,EU15_NO,2007,282782,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP2,EU15_NO,1996,97999,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP2,EU15_NO,1997,89675,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP2,EU15_NO,1998,100327,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP2,EU15_NO,1999,110843,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP2,EU15_NO,2000,124325,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP2,EU15_NO,2001,138388,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP2,EU15_NO,2002,122794,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP2,EU15_NO,2003,105200,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP2,EU15_NO,2004,103371,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP2,EU15_NO,2005,102910,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP2,EU15_NO,2006,100627,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP2,EU15_NO,2007,95250,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP3,EU15_NO,1996,341970,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP3,EU15_NO,1997,350262,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP3,EU15_NO,1998,369191,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP3,EU15_NO,1999,393159,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP3,EU15_NO,2000,414986,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP3,EU15_NO,2001,411811,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP3,EU15_NO,2002,413073,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP3,EU15_NO,2003,445368,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP3,EU15_NO,2004,431767,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP3,EU15_NO,2005,438364,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP3,EU15_NO,2006,417255,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP3,EU15_NO,2007,400356,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP4,EU15_NO,1996,246332,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP4,EU15_NO,1997,242966,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP4,EU15_NO,1998,250047,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP4,EU15_NO,1999,258193,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP4,EU15_NO,2000,276935,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP4,EU15_NO,2001,286738,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP4,EU15_NO,2002,253986,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP4,EU15_NO,2003,199442,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP4,EU15_NO,2004,188607,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP4,EU15_NO,2005,177707,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP4,EU15_NO,2006,166057,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP4,EU15_NO,2007,156644,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP5,EU15_NO,1996,1972558,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP5,EU15_NO,1997,1943621,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP5,EU15_NO,1998,1963360,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP5,EU15_NO,1999,2024182,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP5,EU15_NO,2000,2094754,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP5,EU15_NO,2001,1991199,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP5,EU15_NO,2002,1843802,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP5,EU15_NO,2003,1708644,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP5,EU15_NO,2004,1639431,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP5,EU15_NO,2005,1593644,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP5,EU15_NO,2006,1519186,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP5,EU15_NO,2007,1449812,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP6,EU15_NO,1996,1280234,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP6,EU15_NO,1997,1252049,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP6,EU15_NO,1998,1260596,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP6,EU15_NO,1999,1288454,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP6,EU15_NO,2000,1335246,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP6,EU15_NO,2001,1267626,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP6,EU15_NO,2002,1173649,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP6,EU15_NO,2003,1091676,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP6,EU15_NO,2004,1057746,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP6,EU15_NO,2005,1052708,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP6,EU15_NO,2006,1023048,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP6,EU15_NO,2007,976173,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP7,EU15_NO,1996,131542,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP7,EU15_NO,1997,125509,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP7,EU15_NO,1998,129190,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP7,EU15_NO,1999,137912,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP7,EU15_NO,2000,141894,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP7,EU15_NO,2001,141821,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP7,EU15_NO,2002,153373,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP7,EU15_NO,2003,149937,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP7,EU15_NO,2004,135873,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP7,EU15_NO,2005,134890,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP7,EU15_NO,2006,131303,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,BP7,EU15_NO,2007,124335,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,OTH,EU15_NO,1996,7406,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,OTH,EU15_NO,1997,11101,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,OTH,EU15_NO,1998,10539,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,OTH,EU15_NO,1999,8213,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,OTH,EU15_NO,2000,10093,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,OTH,EU15_NO,2001,17300,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,OTH,EU15_NO,2002,12050,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,OTH,EU15_NO,2003,24713,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,OTH,EU15_NO,2004,18657,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,OTH,EU15_NO,2005,14965,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,OTH,EU15_NO,2006,11563,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,OTH,EU15_NO,2007,9621,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,TOTAL,EU15_NO,1996,4832329,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,TOTAL,EU15_NO,1997,4695933,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,TOTAL,EU15_NO,1998,4766484,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,TOTAL,EU15_NO,1999,4871588,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,TOTAL,EU15_NO,2000,4904161,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,TOTAL,EU15_NO,2001,4779034,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,TOTAL,EU15_NO,2002,4479911,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,TOTAL,EU15_NO,2003,4244295,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,TOTAL,EU15_NO,2004,4035180,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,TOTAL,EU15_NO,2005,4048490,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,TOTAL,EU15_NO,2006,3955551,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,TOTAL,EU15_NO,2007,3808856,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,UNK,EU15_NO,1996,302851,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,UNK,EU15_NO,1997,251328,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,UNK,EU15_NO,1998,246822,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,UNK,EU15_NO,1999,205541,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,UNK,EU15_NO,2000,54818,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,UNK,EU15_NO,2001,92093,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,UNK,EU15_NO,2002,136649,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,UNK,EU15_NO,2003,176009,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,UNK,EU15_NO,2004,135427,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,UNK,EU15_NO,2005,225525,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,UNK,EU15_NO,2006,293151,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D_GE4,UNK,EU15_NO,2007,313883,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP1,EU15_NO,1996,1527,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP1,EU15_NO,1997,1596,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP1,EU15_NO,1998,1558,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP1,EU15_NO,1999,1492,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP1,EU15_NO,2000,1509,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP1,EU15_NO,2001,1254,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP1,EU15_NO,2002,1004,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP1,EU15_NO,2003,1141,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP1,EU15_NO,2004,1135,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP1,EU15_NO,2005,1472,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP1,EU15_NO,2006,1488,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP1,EU15_NO,2007,925,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP2,EU15_NO,1996,113,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP2,EU15_NO,1997,120,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP2,EU15_NO,1998,108,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP2,EU15_NO,1999,83,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP2,EU15_NO,2000,91,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP2,EU15_NO,2001,94,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP2,EU15_NO,2002,74,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP2,EU15_NO,2003,110,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP2,EU15_NO,2004,75,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP2,EU15_NO,2005,112,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP2,EU15_NO,2006,113,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP2,EU15_NO,2007,89,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP3,EU15_NO,1996,189,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP3,EU15_NO,1997,198,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP3,EU15_NO,1998,179,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP3,EU15_NO,1999,165,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP3,EU15_NO,2000,171,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP3,EU15_NO,2001,158,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP3,EU15_NO,2002,108,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP3,EU15_NO,2003,77,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP3,EU15_NO,2004,69,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP3,EU15_NO,2005,98,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP3,EU15_NO,2006,100,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP3,EU15_NO,2007,64,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP4,EU15_NO,1996,548,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP4,EU15_NO,1997,596,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP4,EU15_NO,1998,592,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP4,EU15_NO,1999,572,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP4,EU15_NO,2000,562,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP4,EU15_NO,2001,493,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP4,EU15_NO,2002,449,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP4,EU15_NO,2003,517,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP4,EU15_NO,2004,527,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP4,EU15_NO,2005,830,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP4,EU15_NO,2006,831,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP4,EU15_NO,2007,427,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP5,EU15_NO,1996,72,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP5,EU15_NO,1997,83,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP5,EU15_NO,1998,90,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP5,EU15_NO,1999,95,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP5,EU15_NO,2000,98,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP5,EU15_NO,2001,55,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP5,EU15_NO,2002,129,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP5,EU15_NO,2003,122,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP5,EU15_NO,2004,116,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP5,EU15_NO,2005,60,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP5,EU15_NO,2006,59,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP5,EU15_NO,2007,28,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP6,EU15_NO,1996,113,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP6,EU15_NO,1997,121,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP6,EU15_NO,1998,124,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP6,EU15_NO,1999,108,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP6,EU15_NO,2000,111,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP6,EU15_NO,2001,138,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP6,EU15_NO,2002,66,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP6,EU15_NO,2003,101,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP6,EU15_NO,2004,88,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP6,EU15_NO,2005,127,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP6,EU15_NO,2006,122,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP6,EU15_NO,2007,66,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP7,EU15_NO,1996,1847,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP7,EU15_NO,1997,1863,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP7,EU15_NO,1998,1720,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP7,EU15_NO,1999,1634,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP7,EU15_NO,2000,1700,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP7,EU15_NO,2001,1615,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP7,EU15_NO,2002,1613,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP7,EU15_NO,2003,1455,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP7,EU15_NO,2004,1369,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP7,EU15_NO,2005,167,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP7,EU15_NO,2006,126,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,BP7,EU15_NO,2007,1178,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,OTH,EU15_NO,1996,151,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,OTH,EU15_NO,1997,275,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,OTH,EU15_NO,1998,274,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,OTH,EU15_NO,1999,222,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,OTH,EU15_NO,2000,256,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,OTH,EU15_NO,2001,180,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,OTH,EU15_NO,2002,236,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,OTH,EU15_NO,2003,340,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,OTH,EU15_NO,2004,310,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,OTH,EU15_NO,2005,273,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,OTH,EU15_NO,2006,252,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,OTH,EU15_NO,2007,180,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,TOTAL,EU15_NO,1996,5549,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,TOTAL,EU15_NO,1997,5608,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,TOTAL,EU15_NO,1998,5519,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,TOTAL,EU15_NO,1999,5305,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,TOTAL,EU15_NO,2000,5285,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,TOTAL,EU15_NO,2001,4968,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,TOTAL,EU15_NO,2002,4828,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,TOTAL,EU15_NO,2003,4666,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,TOTAL,EU15_NO,2004,4409,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,TOTAL,EU15_NO,2005,3952,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,TOTAL,EU15_NO,2006,3912,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,TOTAL,EU15_NO,2007,3616,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,UNK,EU15_NO,1996,989,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,UNK,EU15_NO,1997,756,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,UNK,EU15_NO,1998,874,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,UNK,EU15_NO,1999,934,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,UNK,EU15_NO,2000,787,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,UNK,EU15_NO,2001,981,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,UNK,EU15_NO,2002,1149,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,UNK,EU15_NO,2003,803,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,UNK,EU15_NO,2004,720,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,UNK,EU15_NO,2005,813,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,UNK,EU15_NO,2006,821,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,FAT,UNK,EU15_NO,2007,659,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,M1-3,BP1,EU15_NO,1996,32867,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,M1-3,BP1,EU15_NO,1997,23407,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,M1-3,BP1,EU15_NO,1998,25954,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,M1-3,BP1,EU15_NO,1999,30500,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,M1-3,BP1,EU15_NO,2000,25748,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,M1-3,BP1,EU15_NO,2001,31677,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,M1-3,BP1,EU15_NO,2002,27833,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,M1-3,BP1,EU15_NO,2003,11599,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,M1-3,BP1,EU15_NO,2004,11934,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,M1-3,BP1,EU15_NO,2005,11988,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,M1-3,BP1,EU15_NO,2006,11333,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,M1-3,BP1,EU15_NO,2007,11203,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,M1-3,BP2,EU15_NO,1996,13414,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,M1-3,BP2,EU15_NO,1997,11325,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,M1-3,BP2,EU15_NO,1998,14928,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,M1-3,BP2,EU15_NO,1999,18997,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,M1-3,BP2,EU15_NO,2000,19815,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,M1-3,BP2,EU15_NO,2001,25124,
