STRUCTURE,STRUCTURE_ID,freq,unit,severity,age,sex,nace_r1,workproc,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,C,TOTAL,EU_V,2005,2797.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,C,WPR1,EU_V,2005,1362.7,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,C,WPR2,EU_V,2005,564.9,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,C,WPR3,EU_V,2005,25.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,C,WPR4,EU_V,2005,42.9,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,C,WPR5,EU_V,2005,527.9,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,C,WPR6,EU_V,2005,189.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,D,OTH,EU_V,2005,44.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,D,TOTAL,EU_V,2005,2862.6,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,D,WPR1,EU_V,2005,1964.1,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,D,WPR2,EU_V,2005,86.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,D,WPR3,EU_V,2005,10.6,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,D,WPR4,EU_V,2005,90.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,D,WPR5,EU_V,2005,440.5,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,D,WPR6,EU_V,2005,226.1,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,E,OTH,EU_V,2005,46.3,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,E,TOTAL,EU_V,2005,1214.9,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,E,WPR1,EU_V,2005,288.1,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,E,WPR2,EU_V,2005,102.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,E,WPR3,EU_V,2005,18.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,E,WPR4,EU_V,2005,101.6,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,E,WPR5,EU_V,2005,441.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,E,WPR6,EU_V,2005,216.7,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,F,OTH,EU_V,2005,107.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,F,TOTAL,EU_V,2005,4928.9,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,F,WPR1,EU_V,2005,996.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,F,WPR2,EU_V,2005,2700.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,F,WPR3,EU_V,2005,14.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,F,WPR4,EU_V,2005,102.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,F,WPR5,EU_V,2005,686.3,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,F,WPR6,EU_V,2005,321.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,G,OTH,EU_V,2005,41.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,G,TOTAL,EU_V,2005,1673.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,G,WPR1,EU_V,2005,719.7,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,G,WPR2,EU_V,2005,38.3,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,G,WPR3,EU_V,2005,10.6,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,G,WPR4,EU_V,2005,395.3,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,G,WPR5,EU_V,2005,289.5,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,G,WPR6,EU_V,2005,178.1,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,H,OTH,EU_V,2005,128.3,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,H,TOTAL,EU_V,2005,2205.7,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,H,WPR1,EU_V,2005,538.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,H,WPR2,EU_V,2005,37.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,H,WPR3,EU_V,2005,8.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,H,WPR4,EU_V,2005,817.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,H,WPR5,EU_V,2005,473.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,H,WPR6,EU_V,2005,202.1,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,I,OTH,EU_V,2005,91.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,I,TOTAL,EU_V,2005,2753.7,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,I,WPR1,EU_V,2005,961.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,I,WPR2,EU_V,2005,63.6,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,I,WPR3,EU_V,2005,8.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,I,WPR4,EU_V,2005,358.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,I,WPR5,EU_V,2005,382.5,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,I,WPR6,EU_V,2005,887.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,J,OTH,EU_V,2005,8.1,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,J,TOTAL,EU_V,2005,278.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,J,WPR1,EU_V,2005,18.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,J,WPR2,EU_V,2005,2.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,J,WPR3,EU_V,2005,0.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,J,WPR4,EU_V,2005,130.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,J,WPR5,EU_V,2005,31.1,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,J,WPR6,EU_V,2005,86.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,K,OTH,EU_V,2005,41.5,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,K,TOTAL,EU_V,2005,1303.7,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,K,WPR1,EU_V,2005,306.7,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,K,WPR2,EU_V,2005,77.6,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,K,WPR3,EU_V,2005,16.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,K,WPR4,EU_V,2005,211.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,K,WPR5,EU_V,2005,456.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,K,WPR6,EU_V,2005,193.9,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,L,OTH,EU_V,2005,69.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,L,TOTAL,EU_V,2005,1266.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,L,WPR1,EU_V,2005,104.1,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,L,WPR2,EU_V,2005,82.3,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,L,WPR3,EU_V,2005,71.5,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,L,WPR4,EU_V,2005,422.5,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,L,WPR5,EU_V,2005,239.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,L,WPR6,EU_V,2005,276.5,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,M,OTH,EU_V,2005,13.5,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,M,TOTAL,EU_V,2005,292.3,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,M,WPR1,EU_V,2005,34.7,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,M,WPR2,EU_V,2005,6.7,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,M,WPR3,EU_V,2005,4.1,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,M,WPR4,EU_V,2005,102.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,M,WPR5,EU_V,2005,60.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,M,WPR6,EU_V,2005,70.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,N,OTH,EU_V,2005,39.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,N,TOTAL,EU_V,2005,1103.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,N,WPR1,EU_V,2005,80.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,N,WPR2,EU_V,2005,10.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,N,WPR3,EU_V,2005,7.9,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,N,WPR4,EU_V,2005,699.7,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,N,WPR5,EU_V,2005,121.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,N,WPR6,EU_V,2005,144.6,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,O,OTH,EU_V,2005,75.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,O,TOTAL,EU_V,2005,1643.5,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,O,WPR1,EU_V,2005,253.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,O,WPR2,EU_V,2005,44.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,O,WPR3,EU_V,2005,46.3,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,O,WPR4,EU_V,2005,370.9,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,O,WPR5,EU_V,2005,533.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,O,WPR6,EU_V,2005,320.3,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,P,OTH,EU_V,2005,32.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,P,TOTAL,EU_V,2005,578.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,P,WPR1,EU_V,2005,35.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,P,WPR2,EU_V,2005,50.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,P,WPR3,EU_V,2005,25.7,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,P,WPR4,EU_V,2005,165.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,P,WPR5,EU_V,2005,189.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,P,WPR6,EU_V,2005,79.7,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,Q,OTH,EU_V,2005,44.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,Q,TOTAL,EU_V,2005,581.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,Q,WPR1,EU_V,2005,101.6,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,Q,WPR2,EU_V,2005,58.7,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,Q,WPR3,EU_V,2005,42.9,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,Q,WPR4,EU_V,2005,136.5,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,Q,WPR5,EU_V,2005,109.5,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,Q,WPR6,EU_V,2005,88.9,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,OTH,EU_V,2005,52.9,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,TOTAL,EU_V,2005,2056.7,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,WPR1,EU_V,2005,765.3,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,WPR2,EU_V,2005,272.9,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,WPR3,EU_V,2005,100.9,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,WPR4,EU_V,2005,271.5,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,WPR5,EU_V,2005,347.3,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,WPR6,EU_V,2005,245.9,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,OTH,EU_V,2005,106.7,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,TOTAL,EU_V,2005,3098.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,WPR1,EU_V,2005,1263.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,WPR2,EU_V,2005,633.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,WPR3,EU_V,2005,110.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,WPR4,EU_V,2005,288.5,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,WPR5,EU_V,2005,425.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,WPR6,EU_V,2005,269.6,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y18-24,T,TOTAL,OTH,EU_V,2005,83.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y18-24,T,TOTAL,TOTAL,EU_V,2005,3239.3,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y18-24,T,TOTAL,WPR1,EU_V,2005,1428.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y18-24,T,TOTAL,WPR2,EU_V,2005,487.6,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y18-24,T,TOTAL,WPR3,EU_V,2005,87.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y18-24,T,TOTAL,WPR4,EU_V,2005,355.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y18-24,T,TOTAL,WPR5,EU_V,2005,495.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y18-24,T,TOTAL,WPR6,EU_V,2005,301.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y25-34,T,TOTAL,OTH,EU_V,2005,56.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y25-34,T,TOTAL,TOTAL,EU_V,2005,2184.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y25-34,T,TOTAL,WPR1,EU_V,2005,885.3,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y25-34,T,TOTAL,WPR2,EU_V,2005,299.3,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y25-34,T,TOTAL,WPR3,EU_V,2005,70.1,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y25-34,T,TOTAL,WPR4,EU_V,2005,277.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y25-34,T,TOTAL,WPR5,EU_V,2005,345.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y25-34,T,TOTAL,WPR6,EU_V,2005,251.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y35-44,T,TOTAL,OTH,EU_V,2005,51.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y35-44,T,TOTAL,TOTAL,EU_V,2005,1955.1,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y35-44,T,TOTAL,WPR1,EU_V,2005,701.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y35-44,T,TOTAL,WPR2,EU_V,2005,259.7,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y35-44,T,TOTAL,WPR3,EU_V,2005,94.7,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y35-44,T,TOTAL,WPR4,EU_V,2005,268.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y35-44,T,TOTAL,WPR5,EU_V,2005,341.7,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y35-44,T,TOTAL,WPR6,EU_V,2005,238.1,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y45-54,T,TOTAL,OTH,EU_V,2005,44.3,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y45-54,T,TOTAL,TOTAL,EU_V,2005,1715.5,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y45-54,T,TOTAL,WPR1,EU_V,2005,559.8,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y45-54,T,TOTAL,WPR2,EU_V,2005,200.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y45-54,T,TOTAL,WPR3,EU_V,2005,105.3,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y45-54,T,TOTAL,WPR4,EU_V,2005,255.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y45-54,T,TOTAL,WPR5,EU_V,2005,318.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y45-54,T,TOTAL,WPR6,EU_V,2005,232.6,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y55-64,T,TOTAL,OTH,EU_V,2005,45.9,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y55-64,T,TOTAL,TOTAL,EU_V,2005,1808.9,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y55-64,T,TOTAL,WPR1,EU_V,2005,544.4,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y55-64,T,TOTAL,WPR2,EU_V,2005,225.0,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y55-64,T,TOTAL,WPR3,EU_V,2005,167.3,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y55-64,T,TOTAL,WPR4,EU_V,2005,252.3,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y55-64,T,TOTAL,WPR5,EU_V,2005,330.2,
dataflow,ESTAT:HSW_AW_WP2(1.0),A,RT,D_GE4,Y55-64,T,TOTAL,WPR6,EU_V,2005,243.9,
