STRUCTURE,STRUCTURE_ID,freq,unit,wstatus,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y15-44,T,LU,2012,61.5,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y15-44,T,LV,2012,188.3,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y15-44,T,MT,2012,45.9,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y15-44,T,NL,2012,1457.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y15-44,T,NO,2012,483.4,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y15-44,T,PL,2012,5190.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y15-44,T,PT,2012,958.3,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y15-44,T,RO,2012,2012.3,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y15-44,T,SE,2012,1002.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y15-44,T,SI,2012,198.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y15-44,T,SK,2012,520.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y15-44,T,UK,2012,4515.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,AT,2012,66.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,BE,2012,199.8,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,BG,2012,12.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,CY,2012,35.6,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,CZ,2012,25.7,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,DE,2012,730.9,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,DK,2012,32.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,EE,2012,5.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,EEA,2012,7975.7,e
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,EL,2012,454.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,ES,2012,1400.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,EU27_2007,2012,7960.1,e
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,FI,2012,18.5,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,FR,2012,623.4,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,HU,2012,59.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,IS,2012,1.8,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,IT,2012,2391.9,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,LT,2012,13.5,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,LU,2012,8.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,LV,2012,9.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,MT,2012,31.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,NL,2012,278.5,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,NO,2012,13.8,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,PL,2012,495.3,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,PT,2012,155.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,RO,2012,527.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,SE,2012,16.4,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,SI,2012,12.9,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,SK,2012,21.4,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,F,UK,2012,335.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,AT,2012,,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,BE,2012,31.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,BG,2012,10.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,CY,2012,,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,CZ,2012,10.3,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,DE,2012,53.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,DK,2012,12.6,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,EE,2012,3.4,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,EEA,2012,867.3,e
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,EL,2012,,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,ES,2012,78.5,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,EU27_2007,2012,861.4,e
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,FI,2012,,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,FR,2012,88.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,HU,2012,18.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,IS,2012,0.6,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,IT,2012,174.5,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,LT,2012,4.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,LU,2012,0.6,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,LV,2012,8.3,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,MT,2012,1.5,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,NL,2012,25.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,NO,2012,5.3,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,PL,2012,128.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,PT,2012,10.6,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,RO,2012,107.5,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,SE,2012,,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,SI,2012,6.1,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,SK,2012,17.0,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,M,UK,2012,42.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,AT,2012,72.4,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,BE,2012,230.8,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,BG,2012,22.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,CY,2012,36.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,CZ,2012,36.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,DE,2012,784.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,DK,2012,44.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,EE,2012,8.4,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,EEA,2012,8843.0,e
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,EL,2012,459.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,ES,2012,1479.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,EU27_2007,2012,8821.5,e
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,FI,2012,24.4,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,FR,2012,712.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,HU,2012,77.3,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,IS,2012,2.4,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,IT,2012,2566.4,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,LT,2012,17.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,LU,2012,8.6,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,LV,2012,17.5,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,MT,2012,33.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,NL,2012,303.6,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,NO,2012,19.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,PL,2012,623.5,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,PT,2012,165.6,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,RO,2012,634.6,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,SE,2012,27.7,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,SI,2012,19.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,SK,2012,38.4,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y45-64,T,UK,2012,378.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,AT,2012,565.6,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,BE,2012,967.8,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,BG,2012,279.8,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,CY,2012,91.4,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,CZ,2012,711.5,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,DE,2012,4848.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,DK,2012,356.3,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,EE,2012,92.4,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,EEA,2012,37761.6,e
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,EL,2012,1273.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,ES,2012,4711.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,EU27_2007,2012,37458.9,e
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,FI,2012,352.9,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,FR,2012,4026.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,HU,2012,760.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,IS,2012,25.4,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,IT,2012,6757.9,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,LT,2012,213.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,LU,2012,48.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,LV,2012,123.8,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,MT,2012,78.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,NL,2012,1168.4,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,NO,2012,277.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,PL,2012,3569.6,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,PT,2012,673.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,RO,2012,1910.8,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,SE,2012,504.8,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,SI,2012,116.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,SK,2012,271.3,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,F,UK,2012,2986.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,AT,2012,242.6,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,BE,2012,639.8,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,BG,2012,211.6,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,CY,2012,37.6,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,CZ,2012,591.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,DE,2012,2986.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,DK,2012,332.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,EE,2012,52.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,EEA,2012,21575.0,e
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,EL,2012,368.4,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,ES,2012,1966.8,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,EU27_2007,2012,21316.7,e
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,FI,2012,282.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,FR,2012,2790.6,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,HU,2012,413.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,IS,2012,22.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,IT,2012,2832.3,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,LT,2012,138.8,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,LU,2012,28.6,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,LV,2012,82.3,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,MT,2012,17.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,NL,2012,728.9,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,NO,2012,235.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,PL,2012,2329.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,PT,2012,495.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,RO,2012,776.5,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,SE,2012,529.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,SI,2012,111.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,SK,2012,291.5,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,M,UK,2012,2040.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,AT,2012,808.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,BE,2012,1607.6,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,BG,2012,491.3,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,CY,2012,129.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,CZ,2012,1302.5,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,DE,2012,7834.8,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,DK,2012,689.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,EE,2012,144.5,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,EEA,2012,59336.6,e
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,EL,2012,1642.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,ES,2012,6678.5,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,EU27_2007,2012,58775.5,e
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,FI,2012,635.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,FR,2012,6816.6,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,HU,2012,1173.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,IS,2012,48.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,IT,2012,9590.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,LT,2012,352.5,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,LU,2012,76.8,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,LV,2012,206.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,MT,2012,95.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,NL,2012,1897.3,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,NO,2012,512.9,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,PL,2012,5899.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,PT,2012,1168.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,RO,2012,2687.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,SE,2012,1033.9,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,SI,2012,227.0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,SK,2012,562.7,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE15,T,UK,2012,5026.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,AT,2012,23.9,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,BE,2012,38.2,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,BG,2012,0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,CY,2012,6.9,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,CZ,2012,,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,DE,2012,217.2,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,DK,2012,,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,EE,2012,4.0,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,EEA,2012,2733.8,e
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,EL,2012,170.8,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,ES,2012,777.5,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,EU27_2007,2012,2725.8,e
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,FI,2012,,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,FR,2012,355.1,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,HU,2012,,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,IS,2012,,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,IT,2012,753.4,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,LT,2012,4.4,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,LU,2012,6.4,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,LV,2012,0,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,MT,2012,15.8,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,NL,2012,113.6,
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,NO,2012,,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,PL,2012,46.1,u
dataflow,ESTAT:HLTH_DPEH010(1.0),A,THS,INAC_OTH,PB0001,Y_GE65,F,PT,2012,41.6,
