STRUCTURE,STRUCTURE_ID,freq,unit,barrier,hlth_pb,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,AT,2012,70.6,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,BE,2012,120.4,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,BG,2012,50.1,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,CY,2012,6.4,u
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,CZ,2012,63.5,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,DE,2012,588.0,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,DK,2012,39.3,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,EE,2012,18.1,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,EEA,2012,4195.9,e
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,EL,2012,129.8,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,ES,2012,503.8,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,EU27_2007,2012,4165.3,e
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,FI,2012,30.1,u
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,FR,2012,496.5,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,HU,2012,52.6,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,IS,2012,4.0,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,IT,2012,582.7,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,LT,2012,25.0,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,LU,2012,4.1,u
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,LV,2012,25.2,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,MT,2012,2.5,u
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,NL,2012,172.7,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,NO,2012,26.5,u
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,PL,2012,306.4,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,PT,2012,119.1,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,RO,2012,128.6,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,SE,2012,71.7,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,SI,2012,11.7,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,SK,2012,41.1,
dataflow,ESTAT:HLTH_DSI080(1.0),A,THS,PTP_LD1,PB1060,F,UK,2012,505.4,
