STRUCTURE,STRUCTURE_ID,freq,unit,hhcomp,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,F,HU,2011,128.831,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,F,IE,2011,35.208,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,F,IT,2011,588.457,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,F,LT,2011,57.885,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,F,LU,2011,19.84,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,F,LV,2011,51.306,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,F,MT,2011,4.235,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,F,NL,2011,295.094,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,F,PL,2011,733.033,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,F,PT,2011,275.693,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,F,RO,2011,354.213,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,F,SI,2011,51.812,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,F,SK,2011,70.658,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,F,TR,2011,2859.885,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,F,UK,2011,1205.134,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,AT,2011,212.524,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,BE,2011,169.324,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,BG,2011,56.982,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,CY,2011,13.039,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,CZ,2011,73.746,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,DE,2011,886.002,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,DK,2011,6.678,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,EE,2011,22.63,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,EL,2011,65.957,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,ES,2011,415.095,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,FI,2011,104.249,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,FR,2011,1268.897,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,HR,2011,58.906,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,HU,2011,113.012,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,IE,2011,30.299,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,IT,2011,520.418,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,LT,2011,39.782,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,LU,2011,15.471,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,LV,2011,35.812,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,MT,2011,4.404,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,NL,2011,200.553,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,PL,2011,668.567,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,PT,2011,202.186,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,RO,2011,280.569,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,SI,2011,43.838,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,SK,2011,56.747,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,TR,2011,2338.773,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,M,UK,2011,892.509,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,AT,2011,425.648,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,BE,2011,363.84,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,BG,2011,126.495,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,CY,2011,22.962,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,CZ,2011,151.292,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,DE,2011,1817.494,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,DK,2011,26.209,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,EE,2011,53.233,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,EL,2011,125.503,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,ES,2011,934.188,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,FI,2011,229.448,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,FR,2011,3183.067,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,HR,2011,107.916,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,HU,2011,241.843,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,IE,2011,65.507,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,IT,2011,1108.875,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,LT,2011,97.667,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,LU,2011,35.311,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,LV,2011,87.118,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,MT,2011,8.639,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,NL,2011,495.647,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,PL,2011,1401.6,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,PT,2011,477.879,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,RO,2011,634.782,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,SI,2011,95.651,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,SK,2011,127.406,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,TR,2011,5198.658,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,TOTAL,T,UK,2011,2097.643,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,AT,2011,24.444,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,BE,2011,16.972,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,BG,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,CY,2011,0.686,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,CZ,2011,6.847,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,DE,2011,124.428,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,DK,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,EE,2011,4.323,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,EL,2011,3.943,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,ES,2011,33.01,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,FI,2011,9.982,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,FR,2011,188.256,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,HR,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,HU,2011,6.022,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,IE,2011,5.157,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,IT,2011,33.848,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,LT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,LU,2011,1.579,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,LV,2011,4.064,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,MT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,NL,2011,37.777,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,PL,2011,55.014,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,PT,2011,23.354,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,RO,2011,22.501,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,SI,2011,2.719,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,SK,2011,4.67,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,TR,2011,238.809,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,F,UK,2011,160.264,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,AT,2011,27.808,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,BE,2011,27.608,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,BG,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,CY,2011,2.307,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,CZ,2011,7.18,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,DE,2011,150.159,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,DK,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,EE,2011,4.749,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,EL,2011,6.634,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,ES,2011,33.834,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,FI,2011,11.344,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,FR,2011,98.373,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,HR,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,HU,2011,13.79,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,IE,2011,5.657,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,IT,2011,40.452,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,LT,2011,5.477,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,LU,2011,1.471,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,LV,2011,5.776,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,MT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,NL,2011,43.63,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,PL,2011,75.966,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,PT,2011,24.471,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,RO,2011,24.053,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,SI,2011,3.281,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,SK,2011,6.494,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,TR,2011,243.936,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,M,UK,2011,134.132,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,AT,2011,52.252,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,BE,2011,44.58,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,BG,2011,10.783,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,CY,2011,2.993,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,CZ,2011,14.026,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,DE,2011,274.587,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,DK,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,EE,2011,9.073,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,EL,2011,10.577,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,ES,2011,66.843,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,FI,2011,21.327,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,FR,2011,286.63,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,HR,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,HU,2011,19.812,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,IE,2011,10.815,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,IT,2011,74.3,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,LT,2011,9.868,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,LU,2011,3.05,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,LV,2011,9.84,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,MT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,NL,2011,81.407,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,PL,2011,130.98,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,PT,2011,47.825,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,RO,2011,46.553,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,SI,2011,6,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,SK,2011,11.164,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,TR,2011,482.745,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y15-24,T,UK,2011,294.396,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,AT,2011,28.62,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,BE,2011,32.015,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,BG,2011,10.337,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,CY,2011,1.129,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,CZ,2011,10.013,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,DE,2011,162.054,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,DK,2011,3.907,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,EE,2011,5.121,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,EL,2011,5.887,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,ES,2011,70.711,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,FI,2011,19.525,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,FR,2011,320.326,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,HR,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,HU,2011,10.699,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,IE,2011,5.675,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,IT,2011,48.674,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,LT,2011,7.087,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,LU,2011,2.786,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,LV,2011,5.092,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,MT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,NL,2011,38.46,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,PL,2011,78.375,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,PT,2011,36.425,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,RO,2011,24.499,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,SI,2011,4.407,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,SK,2011,8.611,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,TR,2011,515.316,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,F,UK,2011,243.965,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,AT,2011,21.986,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,BE,2011,15.575,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,BG,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,CY,2011,1.598,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,CZ,2011,6.163,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,DE,2011,108.193,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,DK,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,EE,2011,3.027,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,EL,2011,3.601,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,ES,2011,33.312,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,FI,2011,14.388,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,FR,2011,171.734,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,HR,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,HU,2011,7.103,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,IE,2011,3.35,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,IT,2011,47.038,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,LT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,LU,2011,1.846,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,LV,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,MT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,NL,2011,13.359,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,PL,2011,55.312,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,PT,2011,20.277,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,RO,2011,17.096,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,SI,2011,4.376,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,SK,2011,4.982,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,TR,2011,404.834,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,M,UK,2011,125.514,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,AT,2011,50.606,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,BE,2011,47.59,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,BG,2011,14.622,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,CY,2011,2.728,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,CZ,2011,16.175,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,DE,2011,270.247,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,DK,2011,4.773,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,EE,2011,8.149,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,EL,2011,9.487,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,ES,2011,104.022,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,FI,2011,33.913,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,FR,2011,492.06,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,HR,2011,5.189,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,HU,2011,17.801,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,IE,2011,9.026,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,IT,2011,95.712,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,LT,2011,10.419,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,LU,2011,4.632,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,LV,2011,7.832,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,MT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,NL,2011,51.819,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,PL,2011,133.687,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,PT,2011,56.701,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_51,PB1040,Y25-34,T,RO,2011,41.595,
