STRUCTURE,STRUCTURE_ID,freq,sex,age,quant_inc,lev_diff,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,QU5,SEV,PC,MT,2019,5.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,QU5,SEV,PC,NL,2019,17.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,QU5,SEV,PC,NO,2019,3.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,QU5,SEV,PC,PL,2019,24.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,QU5,SEV,PC,PT,2019,15.0,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,QU5,SEV,PC,RO,2019,37.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,QU5,SEV,PC,RS,2019,20.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,QU5,SEV,PC,SE,2019,5.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,QU5,SEV,PC,SI,2019,18.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,QU5,SEV,PC,SK,2019,17.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,QU5,SEV,PC,TR,2019,30.3,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,AT,2019,39.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,BE,2019,42.0,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,BG,2019,47.0,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,CY,2019,49.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,CZ,2019,57.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,DE,2019,43.2,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,DK,2019,33.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,EE,2019,27.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,EL,2019,45.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,ES,2019,40.2,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,EU27_2020,2019,46.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,FI,2019,40.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,FR,2019,41.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,HR,2019,56.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,HU,2019,46.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,IE,2019,34.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,IS,2019,35.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,IT,2019,43.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,LT,2019,64.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,LU,2019,35.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,LV,2019,63.0,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,MT,2019,41.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,NL,2019,58.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,NO,2019,24.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,PL,2019,57.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,PT,2019,53.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,RO,2019,73.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,RS,2019,49.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,SE,2019,35.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,SI,2019,39.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,SK,2019,59.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,LTD,PC,TR,2019,66.2,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,AT,2019,16.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,BE,2019,16.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,BG,2019,22.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,CY,2019,18.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,CZ,2019,31.3,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,DE,2019,27.0,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,DK,2019,19.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,EE,2019,3.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,EL,2019,19.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,ES,2019,13.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,EU27_2020,2019,22.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,FI,2019,25.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,FR,2019,21.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,HR,2019,24.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,HU,2019,24.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,IE,2019,17.3,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,IS,2019,16.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,IT,2019,17.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,LT,2019,34.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,LU,2019,25.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,LV,2019,28.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,MT,2019,22.0,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,NL,2019,31.0,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,NO,2019,11.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,PL,2019,28.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,PT,2019,21.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,RO,2019,21.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,RS,2019,21.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,SE,2019,23.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,SI,2019,15.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,SK,2019,28.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,MOD,PC,TR,2019,20.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,AT,2019,60.2,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,BE,2019,58.0,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,BG,2019,53.0,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,CY,2019,50.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,CZ,2019,42.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,DE,2019,56.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,DK,2019,66.3,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,EE,2019,72.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,EL,2019,54.3,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,ES,2019,59.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,EU27_2020,2019,53.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,FI,2019,59.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,FR,2019,58.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,HR,2019,43.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,HU,2019,53.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,IE,2019,65.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,IS,2019,64.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,IT,2019,56.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,LT,2019,35.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,LU,2019,64.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,LV,2019,37.0,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,MT,2019,58.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,NL,2019,41.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,NO,2019,75.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,PL,2019,42.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,PT,2019,46.2,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,RO,2019,26.3,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,RS,2019,50.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,SE,2019,64.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,SI,2019,60.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,SK,2019,40.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,NONE,PC,TR,2019,33.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,AT,2019,23.2,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,BE,2019,25.3,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,BG,2019,24.2,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,CY,2019,30.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,CZ,2019,26.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,DE,2019,16.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,DK,2019,14.0,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,EE,2019,23.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,EL,2019,26.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,ES,2019,27.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,EU27_2020,2019,24.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,FI,2019,15.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,FR,2019,20.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,HR,2019,31.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,HU,2019,21.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,IE,2019,17.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,IS,2019,18.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,IT,2019,25.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,LT,2019,29.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,LU,2019,10.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,LV,2019,34.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,MT,2019,19.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,NL,2019,27.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,NO,2019,12.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,PL,2019,28.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,PT,2019,32.3,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,RO,2019,52.2,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,RS,2019,28.2,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,SE,2019,11.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,SI,2019,24.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,SK,2019,30.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE55,TOTAL,SEV,PC,TR,2019,45.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,AT,2019,58.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,BE,2019,62.0,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,BG,2019,71.2,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,CY,2019,76.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,CZ,2019,76.2,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,DE,2019,59.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,DK,2019,50.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,EE,2019,40.2,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,EL,2019,63.0,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,ES,2019,59.2,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,EU27_2020,2019,66.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,FI,2019,53.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,FR,2019,67.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,HR,2019,67.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,HU,2019,62.0,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,IE,2019,56.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,IS,2019,65.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,IT,2019,62.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,LT,2019,79.2,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,LU,2019,48.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,LV,2019,76.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,MT,2019,53.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,NL,2019,74.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,NO,2019,45.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,PL,2019,77.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,PT,2019,70.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,RO,2019,89.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,RS,2019,73.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,SE,2019,57.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,SI,2019,56.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,SK,2019,66.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,LTD,PC,TR,2019,82.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,AT,2019,20.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,BE,2019,14.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,BG,2019,27.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,CY,2019,18.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,CZ,2019,32.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,DE,2019,30.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,DK,2019,26.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,EE,2019,3.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,EL,2019,16.2,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,ES,2019,19.0,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,EU27_2020,2019,26.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,FI,2019,31.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,FR,2019,26.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,HR,2019,30.7,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,HU,2019,26.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,IE,2019,23.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,IS,2019,16.7,u
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,IT,2019,20.3,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,LT,2019,35.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,LU,2019,29.3,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,LV,2019,28.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,MT,2019,26.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,NL,2019,41.0,u
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,NO,2019,15.6,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,PL,2019,31.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,PT,2019,21.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,RO,2019,24.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,RS,2019,26.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,SE,2019,34.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,SI,2019,12.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,SK,2019,27.2,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,MOD,PC,TR,2019,14.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,NONE,PC,AT,2019,41.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,NONE,PC,BE,2019,38.0,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,NONE,PC,BG,2019,28.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,NONE,PC,CY,2019,23.1,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,NONE,PC,CZ,2019,23.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,NONE,PC,DE,2019,40.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,NONE,PC,DK,2019,49.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,NONE,PC,EE,2019,59.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,NONE,PC,EL,2019,37.0,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,NONE,PC,ES,2019,40.8,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,NONE,PC,EU27_2020,2019,33.3,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,NONE,PC,FI,2019,46.9,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,NONE,PC,FR,2019,32.5,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,NONE,PC,HR,2019,32.4,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,NONE,PC,HU,2019,38.0,
dataflow,ESTAT:HLTH_EHIS_TAI(1.0),A,F,Y_GE65,QU1,NONE,PC,IE,2019,43.9,
