STRUCTURE,STRUCTURE_ID,freq,unit,barrier,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,LT,2012,52.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,LU,2012,11.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,LV,2012,30.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,MT,2012,3.4,u
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,NL,2012,328.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,NO,2012,117.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,PL,2012,401.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,PT,2012,94.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,RO,2012,108.9,u
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,SE,2012,204.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,SI,2012,25.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,SK,2012,73.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,UK,2012,1233.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,AT,2012,117.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,BE,2012,148.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,BG,2012,142.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,CY,2012,7.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,CZ,2012,71.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,DE,2012,987.5,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,DK,2012,47.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,EE,2012,22.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,EEA,2012,5108.1,e
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,EL,2012,133.5,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,ES,2012,366.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,EU27_2007,2012,5052.4,e
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,FI,2012,64.5,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,FR,2012,551.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,HU,2012,159.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,IS,2012,4.5,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,IT,2012,356.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,LT,2012,48.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,LU,2012,4.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,LV,2012,40.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,MT,2012,4.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,NL,2012,201.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,NO,2012,51.1,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,PL,2012,458.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,PT,2012,110.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,RO,2012,227.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,SE,2012,99.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,SI,2012,21.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,SK,2012,96.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,F,UK,2012,560.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,AT,2012,108.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,BE,2012,73.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,BG,2012,109.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,CY,2012,7.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,CZ,2012,55.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,DE,2012,992.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,DK,2012,42.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,EE,2012,9.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,EEA,2012,4322.3,e
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,EL,2012,85.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,ES,2012,330.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,EU27_2007,2012,4284.5,e
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,FI,2012,90.1,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,FR,2012,430.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,HU,2012,110.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,IS,2012,2.5,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,IT,2012,235.1,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,LT,2012,34.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,LU,2012,7.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,LV,2012,21.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,MT,2012,3.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,NL,2012,184.1,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,NO,2012,35.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,PL,2012,331.5,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,PT,2012,100.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,RO,2012,235.5,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,SE,2012,73.5,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,SI,2012,29.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,SK,2012,65.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,M,UK,2012,517.5,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,AT,2012,225.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,BE,2012,221.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,BG,2012,252.1,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,CY,2012,14.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,CZ,2012,127.5,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,DE,2012,1979.5,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,DK,2012,89.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,EE,2012,32.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,EEA,2012,9430.3,e
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,EL,2012,218.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,ES,2012,696.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,EU27_2007,2012,9337.0,e
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,FI,2012,154.5,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,FR,2012,981.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,HU,2012,270.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,IS,2012,7.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,IT,2012,591.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,LT,2012,83.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,LU,2012,12.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,LV,2012,61.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,MT,2012,8.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,NL,2012,385.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,NO,2012,86.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,PL,2012,790.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,PT,2012,211.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,RO,2012,462.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,SE,2012,173.1,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,SI,2012,50.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,SK,2012,162.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y45-64,T,UK,2012,1077.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,AT,2012,329.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,BE,2012,394.1,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,BG,2012,338.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,CY,2012,21.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,CZ,2012,222.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,DE,2012,2888.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,DK,2012,174.1,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,EE,2012,58.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,EEA,2012,14433.7,e
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,EL,2012,342.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,ES,2012,1143.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,EU27_2007,2012,14269.7,e
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,FI,2012,154.5,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,FR,2012,1346.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,HU,2012,361.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,IS,2012,10.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,IT,2012,1311.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,LT,2012,127.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,LU,2012,14.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,LV,2012,98.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,MT,2012,11.5,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,NL,2012,526.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,NO,2012,153.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,PL,2012,1251.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,PT,2012,288.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,RO,2012,493.5,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,SE,2012,325.1,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,SI,2012,60.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,SK,2012,220.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,F,UK,2012,1762.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,AT,2012,268.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,BE,2012,285.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,BG,2012,261.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,CY,2012,16.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,CZ,2012,151.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,DE,2012,2851.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,DK,2012,147.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,EE,2012,30.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,EEA,2012,11787.4,e
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,EL,2012,264.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,ES,2012,869.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,EU27_2007,2012,11667.2,e
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,FI,2012,177.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,FR,2012,1132.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,HU,2012,289.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,IS,2012,8.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,IT,2012,991.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,LT,2012,84.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,LU,2012,16.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,LV,2012,50.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,MT,2012,8.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,NL,2012,450.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,NO,2012,111.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,PL,2012,721.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,PT,2012,220.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,RO,2012,448.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,SE,2012,249.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,SI,2012,59.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,SK,2012,120.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y_GE15,M,UK,2012,1497.9,
