STRUCTURE,STRUCTURE_ID,freq,unit,barrier,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,AT,2012,62.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,BE,2012,144.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,BG,2012,46.5,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,CY,2012,6.2,u
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,CZ,2012,51.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,DE,2012,878.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,DK,2012,64.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,EE,2012,11.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,EEA,2012,3842.9,e
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,EL,2012,68.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,ES,2012,317.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,EU27_2007,2012,3773.7,e
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,FI,2012,36.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,FR,2012,324.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,HU,2012,92.1,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,IS,2012,4.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,IT,2012,261.1,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,LT,2012,23.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,LU,2012,5.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,LV,2012,18.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,MT,2012,2.2,u
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,NL,2012,190.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,NO,2012,65.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,PL,2012,232.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,PT,2012,56.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,RO,2012,59.3,u
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,SE,2012,117.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,SI,2012,13.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,SK,2012,41.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,F,UK,2012,647.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,AT,2012,72.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,BE,2012,132.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,BG,2012,45.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,CY,2012,4.7,u
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,CZ,2012,37.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,DE,2012,948.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,DK,2012,71.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,EE,2012,10.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,EEA,2012,3525.1,e
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,EL,2012,47.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,ES,2012,214.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,EU27_2007,2012,3468.5,e
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,FI,2012,44.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,FR,2012,316.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,HU,2012,86.1,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,IS,2012,4.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,IT,2012,277.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,LT,2012,28.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,LU,2012,5.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,LV,2012,12.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,MT,2012,1.2,u
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,NL,2012,138.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,NO,2012,52.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,PL,2012,169.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,PT,2012,37.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,RO,2012,49.6,u
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,SE,2012,87.1,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,SI,2012,11.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,SK,2012,32.7,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,M,UK,2012,586.5,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,AT,2012,134.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,BE,2012,276.4,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,BG,2012,91.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,CY,2012,10.9,u
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,CZ,2012,89.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,DE,2012,1827.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,DK,2012,136.5,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,EE,2012,21.3,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,EEA,2012,7368.0,e
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,EL,2012,115.8,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,ES,2012,531.9,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,EU27_2007,2012,7242.2,e
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,FI,2012,80.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,FR,2012,640.6,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,HU,2012,178.2,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,IS,2012,8.0,
dataflow,ESTAT:HLTH_DSI010(1.0),A,THS,PTP_LD1,Y15-44,T,IT,2012,538.7,
