STRUCTURE,STRUCTURE_ID,freq,unit,age,sex,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V,EU28,2015,4.91,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V,EU28,2016,4.86,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V,EU28,2017,4.71,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V01-V09,EU27_2020,2012,2.13,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V01-V09,EU27_2020,2013,2.12,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V01-V09,EU27_2020,2014,2.06,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V01-V09,EU27_2020,2015,2.06,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V01-V09,EU27_2020,2016,1.93,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V01-V09,EU27_2020,2017,1.99,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V01-V09,EU27_2020,2018,1.88,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V01-V09,EU27_2020,2019,1.74,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V01-V09,EU27_2020,2020,1.28,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V01-V09,EU28,2011,2.09,d
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V01-V09,EU28,2012,1.99,d
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V01-V09,EU28,2013,1.96,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V01-V09,EU28,2014,1.92,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V01-V09,EU28,2015,1.91,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V01-V09,EU28,2016,1.8,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V01-V09,EU28,2017,1.83,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V10-V19,EU27_2020,2012,0.47,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V10-V19,EU27_2020,2013,0.44,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V10-V19,EU27_2020,2014,0.45,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V10-V19,EU27_2020,2015,0.44,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V10-V19,EU27_2020,2016,0.4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V10-V19,EU27_2020,2017,0.39,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V10-V19,EU27_2020,2018,0.41,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V10-V19,EU27_2020,2019,0.43,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V10-V19,EU27_2020,2020,0.41,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V10-V19,EU28,2011,0.4,d
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V10-V19,EU28,2012,0.42,d
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V10-V19,EU28,2013,0.4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V10-V19,EU28,2014,0.4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V10-V19,EU28,2015,0.39,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V10-V19,EU28,2016,0.36,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V10-V19,EU28,2017,0.35,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V20-V29,EU27_2020,2012,0.12,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V20-V29,EU27_2020,2013,0.15,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V20-V29,EU27_2020,2014,0.03,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V20-V29,EU27_2020,2015,0.04,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V20-V29,EU27_2020,2016,0.05,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V20-V29,EU27_2020,2017,0.03,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V20-V29,EU27_2020,2018,0.04,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V20-V29,EU27_2020,2019,0.04,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V20-V29,EU27_2020,2020,0.02,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V20-V29,EU28,2011,0.15,d
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V20-V29,EU28,2012,0.11,d
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V20-V29,EU28,2013,0.13,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V20-V29,EU28,2014,0.03,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V20-V29,EU28,2015,0.03,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V20-V29,EU28,2016,0.05,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V20-V29,EU28,2017,0.03,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V30-V39,EU27_2020,2012,0.13,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V30-V39,EU27_2020,2013,0.16,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V30-V39,EU27_2020,2014,0.02,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V30-V39,EU27_2020,2015,0.02,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V30-V39,EU27_2020,2016,0.03,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V30-V39,EU27_2020,2017,0.01,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V30-V39,EU27_2020,2018,0.03,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V30-V39,EU27_2020,2019,0.02,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V30-V39,EU27_2020,2020,0.02,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V30-V39,EU28,2011,0.19,d
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V30-V39,EU28,2012,0.11,d
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V30-V39,EU28,2013,0.14,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V30-V39,EU28,2014,0.02,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V30-V39,EU28,2015,0.02,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V30-V39,EU28,2016,0.03,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V30-V39,EU28,2017,0.02,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V40-V49,EU27_2020,2012,1.26,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V40-V49,EU27_2020,2013,1.24,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V40-V49,EU27_2020,2014,1.21,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V40-V49,EU27_2020,2015,1.2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V40-V49,EU27_2020,2016,1.2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V40-V49,EU27_2020,2017,1.17,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V40-V49,EU27_2020,2018,1.26,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V40-V49,EU27_2020,2019,1.19,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V40-V49,EU27_2020,2020,0.9,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V40-V49,EU28,2011,1.41,d
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V40-V49,EU28,2012,1.24,d
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V40-V49,EU28,2013,1.24,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V40-V49,EU28,2014,1.21,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V40-V49,EU28,2015,1.2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V40-V49,EU28,2016,1.17,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V40-V49,EU28,2017,1.13,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V50-V59,EU27_2020,2012,0.13,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V50-V59,EU27_2020,2013,0.15,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V50-V59,EU27_2020,2014,0.01,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V50-V59,EU27_2020,2015,0.03,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V50-V59,EU27_2020,2016,0.01,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V50-V59,EU27_2020,2017,0.01,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V50-V59,EU27_2020,2018,0.04,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V50-V59,EU27_2020,2019,0.02,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V50-V59,EU27_2020,2020,0.02,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V50-V59,EU28,2011,0.17,d
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V50-V59,EU28,2012,0.11,d
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V50-V59,EU28,2013,0.14,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V50-V59,EU28,2014,0.01,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V50-V59,EU28,2015,0.03,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V50-V59,EU28,2016,0.01,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V50-V59,EU28,2017,0.01,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V60-V69,EU27_2020,2012,0.11,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V60-V69,EU27_2020,2013,0.16,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V60-V69,EU27_2020,2014,0.01,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V60-V69,EU27_2020,2015,0.01,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V60-V69,EU27_2020,2016,0.01,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V60-V69,EU27_2020,2017,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V60-V69,EU27_2020,2018,0.01,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V60-V69,EU27_2020,2019,0.01,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V60-V69,EU27_2020,2020,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V60-V69,EU28,2011,0.15,d
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V60-V69,EU28,2012,0.1,d
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V60-V69,EU28,2013,0.14,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V60-V69,EU28,2014,0.01,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V60-V69,EU28,2015,0.01,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V60-V69,EU28,2016,0.01,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V60-V69,EU28,2017,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V70-V79,EU27_2020,2012,0.15,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V70-V79,EU27_2020,2013,0.18,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V70-V79,EU27_2020,2014,0.03,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V70-V79,EU27_2020,2015,0.03,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V70-V79,EU27_2020,2016,0.02,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V70-V79,EU27_2020,2017,0.03,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V70-V79,EU27_2020,2018,0.03,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V70-V79,EU27_2020,2019,0.04,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V70-V79,EU27_2020,2020,0.01,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V70-V79,EU28,2011,0.19,d
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V70-V79,EU28,2012,0.14,d
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V70-V79,EU28,2013,0.16,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V70-V79,EU28,2014,0.03,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V70-V79,EU28,2015,0.03,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V70-V79,EU28,2016,0.02,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,F,V70-V79,EU28,2017,0.04,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,ACC_TRA_OTH,EU27_2020,2015,4.26,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,ACC_TRA_OTH,EU27_2020,2017,4.14,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,ACC_TRA_OTH,EU27_2020,2018,4.15,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,ACC_TRA_OTH,EU28,2014,3.96,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,ACC_TRA_OTH,EU28,2015,3.9,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,ACC_TRA_OTH,EU28,2016,4.05,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,ACC_TRA_OTH,EU28,2017,3.82,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V,EU27_2020,2015,14.4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V,EU27_2020,2017,13.95,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V,EU27_2020,2018,14.36,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V,EU28,2014,13.42,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V,EU28,2015,13.32,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V,EU28,2016,13.57,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V,EU28,2017,12.85,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V01-V09,EU27_2020,2015,3.4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V01-V09,EU27_2020,2017,3.4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V01-V09,EU27_2020,2018,3.3,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V01-V09,EU28,2014,3.3,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V01-V09,EU28,2015,3.15,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V01-V09,EU28,2016,3.19,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V01-V09,EU28,2017,3.13,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V10-V19,EU27_2020,2015,1.94,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V10-V19,EU27_2020,2017,2.04,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V10-V19,EU27_2020,2018,2.02,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V10-V19,EU28,2014,1.84,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V10-V19,EU28,2015,1.75,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V10-V19,EU28,2016,1.89,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V10-V19,EU28,2017,1.82,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V20-V29,EU27_2020,2015,0.81,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V20-V29,EU27_2020,2017,0.77,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V20-V29,EU27_2020,2018,0.85,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V20-V29,EU28,2014,0.65,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V20-V29,EU28,2015,0.73,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V20-V29,EU28,2016,0.73,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V20-V29,EU28,2017,0.7,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V30-V39,EU27_2020,2015,0.18,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V30-V39,EU27_2020,2017,0.13,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V30-V39,EU27_2020,2018,0.19,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V30-V39,EU28,2014,0.12,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V30-V39,EU28,2015,0.17,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V30-V39,EU28,2016,0.17,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V30-V39,EU28,2017,0.13,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V40-V49,EU27_2020,2015,3.34,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V40-V49,EU27_2020,2017,3.1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V40-V49,EU27_2020,2018,3.36,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V40-V49,EU28,2014,3.15,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V40-V49,EU28,2015,3.19,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V40-V49,EU28,2016,3.15,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V40-V49,EU28,2017,2.89,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V50-V59,EU27_2020,2015,0.1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V50-V59,EU27_2020,2017,0.05,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V50-V59,EU27_2020,2018,0.1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V50-V59,EU28,2014,0.09,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V50-V59,EU28,2015,0.09,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V50-V59,EU28,2016,0.07,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V50-V59,EU28,2017,0.05,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V60-V69,EU27_2020,2015,0.08,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V60-V69,EU27_2020,2017,0.05,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V60-V69,EU27_2020,2018,0.08,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V60-V69,EU28,2014,0.06,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V60-V69,EU28,2015,0.07,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V60-V69,EU28,2016,0.05,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V60-V69,EU28,2017,0.04,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V70-V79,EU27_2020,2015,0.06,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V70-V79,EU27_2020,2017,0.05,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V70-V79,EU27_2020,2018,0.05,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V70-V79,EU28,2014,0.04,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V70-V79,EU28,2015,0.07,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V70-V79,EU28,2016,0.05,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,M,V70-V79,EU28,2017,0.06,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,ACC_TRA_OTH,EU27_2020,2014,2.61,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,ACC_TRA_OTH,EU27_2020,2015,2.54,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,ACC_TRA_OTH,EU27_2020,2016,2.72,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,ACC_TRA_OTH,EU27_2020,2017,2.52,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,ACC_TRA_OTH,EU27_2020,2018,2.54,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,ACC_TRA_OTH,EU27_2020,2019,2.52,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,ACC_TRA_OTH,EU28,2014,2.41,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,ACC_TRA_OTH,EU28,2015,2.36,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,ACC_TRA_OTH,EU28,2016,2.51,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,ACC_TRA_OTH,EU28,2017,2.34,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,V,EU27_2020,2014,9.01,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,V,EU27_2020,2015,8.95,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,V,EU27_2020,2016,9.08,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,V,EU27_2020,2017,8.69,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,V,EU27_2020,2018,8.94,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,V,EU27_2020,2019,8.49,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,V,EU28,2014,8.42,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,V,EU28,2015,8.37,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,V,EU28,2016,8.45,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,V,EU28,2017,8.07,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,V01-V09,EU27_2020,2014,2.63,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,V01-V09,EU27_2020,2015,2.59,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,V01-V09,EU27_2020,2016,2.53,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,RT,Y_GE65,T,V01-V09,EU27_2020,2017,2.53,
