STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,reason,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,CH,2011,3.124,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,CZ,2011,1.105,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,DE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,DK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,EL,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,ES,2011,7.795,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,EU28,2011,132.638,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,FI,2011,2.271,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,FR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,HU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,IE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,IT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,LU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,NL,2011,2.285,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,PL,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,PT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,SE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,SI,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,TR,2011,21.093,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,F,UK,2011,23.857,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,AT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,BE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,CH,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,DE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,DK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,ES,2011,11.38,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,EU28,2011,119.457,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,FI,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,FR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,HU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,IE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,IT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,LU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,NL,2011,2.439,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,PL,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,PT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,RO,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,SE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,SI,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,SK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,TR,2011,13.762,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,M,UK,2011,22.099,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,AT,2011,8.177,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,BE,2011,5.761,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,CH,2011,3.551,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,CY,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,CZ,2011,1.707,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,DE,2011,97.607,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,DK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,EE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,EL,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,ES,2011,19.176,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,EU28,2011,252.094,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,FI,2011,3.781,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,FR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,HU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,IE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,IS,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,IT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,LT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,LU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,MT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,NL,2011,4.725,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,PL,2011,6.683,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,PT,2011,9.829,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,RO,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,SE,2011,4.496,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,SI,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,SK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,TR,2011,34.856,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y45-54,T,UK,2011,45.956,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,AT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,BE,2011,11.767,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,CH,2011,4.369,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,DE,2011,50.334,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,DK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,EL,2011,3.05,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,ES,2011,13.883,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,EU28,2011,178.876,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,FI,2011,4.521,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,FR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,HU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,IE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,IT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,LU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,NL,2011,6.346,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,PL,2011,7.116,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,PT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,SE,2011,7.657,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,SI,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,TR,2011,13.7,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,F,UK,2011,29.129,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,AT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,BE,2011,18.906,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,CH,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,DE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,DK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,ES,2011,6.969,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,EU28,2011,155.514,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,FI,2011,3.231,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,FR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,HU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,IE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,IT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,LU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,NL,2011,5.146,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,PL,2011,7.388,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,PT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,RO,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,SE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,SI,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,SK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,TR,2011,15.769,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,M,UK,2011,23.634,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,AT,2011,11.407,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,BE,2011,30.673,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,CH,2011,5.203,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,CY,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,DE,2011,93.305,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,DK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,EE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,EL,2011,4.726,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,ES,2011,20.851,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,EU28,2011,334.389,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,FI,2011,7.752,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,FR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,HU,2011,2.638,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,IE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,IS,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,IT,2011,5.491,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,LT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,LU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,MT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,NL,2011,11.492,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,PL,2011,14.504,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,PT,2011,14.65,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,RO,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,SE,2011,10.462,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,SI,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,SK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,TR,2011,29.469,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,OTH,Y55-64,T,UK,2011,52.762,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,AT,2011,258.36,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,BE,2011,243.19,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,BG,2011,171.956,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,CH,2011,150.74,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,CY,2011,14.079,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,CZ,2011,187.064,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,DE,2011,1533.497,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,DK,2011,149.943,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,EE,2011,39.143,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,EL,2011,90.974,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,ES,2011,686.448,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,EU28,2011,11096.156,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,FI,2011,145.846,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,FR,2011,1840.859,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,HR,2011,106.963,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,HU,2011,340.476,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,IE,2011,41.021,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,IS,2011,7.386,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,IT,2011,673.743,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,LT,2011,76.572,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,LU,2011,14.832,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,LV,2011,60.087,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,MT,2011,6.005,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,NL,2011,430.479,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,PL,2011,1162.205,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,PT,2011,298.743,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,RO,2011,515.961,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,SE,2011,167.029,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,SI,2011,67.17,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,SK,2011,132.836,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,TR,2011,2027.594,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,F,UK,2011,1640.676,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,AT,2011,200.041,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,BE,2011,207.004,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,BG,2011,122.364,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,CH,2011,86.956,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,CY,2011,9.778,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,CZ,2011,146.229,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,DE,2011,1420.63,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,DK,2011,107.096,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,EE,2011,32.972,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,EL,2011,89.437,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,ES,2011,460.433,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,EU28,2011,8582.929,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,FI,2011,131.35,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,FR,2011,1252.167,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,HR,2011,111.768,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,HU,2011,284.048,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,IE,2011,40.094,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,IS,2011,4.634,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,IT,2011,505.532,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,TOTAL,TOTAL,M,LT,2011,59.664,
