STRUCTURE,STRUCTURE_ID,freq,unit,barrier,isced97,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,F,PL,2012,653.3,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,F,PT,2012,257.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,F,RO,2012,210.3,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,F,SE,2012,87.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,F,SI,2012,32.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,F,SK,2012,76.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,F,UK,2012,311.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,AT,2012,109.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,BE,2012,114.5,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,BG,2012,95.3,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,CY,2012,5.9,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,CZ,2012,31.7,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,DE,2012,357.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,DK,2012,55.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,EE,2012,4.3,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,EEA,2012,4090.1,e
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,EL,2012,165.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,ES,2012,586.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,EU27_2007,2012,4062.2,e
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,FI,2012,72.6,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,FR,2012,474.1,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,HU,2012,90.9,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,IS,2012,4.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,IT,2012,659.7,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,LT,2012,19.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,LU,2012,7.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,LV,2012,16.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,MT,2012,7.1,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,NL,2012,220.9,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,NO,2012,23.6,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,PL,2012,290.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,PT,2012,198.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,RO,2012,154.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,SE,2012,88.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,SI,2012,13.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,SK,2012,5.1,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,M,UK,2012,217.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,AT,2012,208.7,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,BE,2012,280.7,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,BG,2012,213.5,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,CY,2012,19.7,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,CZ,2012,98.3,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,DE,2012,884.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,DK,2012,138.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,EE,2012,12.6,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,EEA,2012,10066.1,e
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,EL,2012,397.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,ES,2012,1415.3,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,EU27_2007,2012,9999.2,e
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,FI,2012,133.1,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,FR,2012,1177.7,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,HU,2012,220.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,IS,2012,9.1,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,IT,2012,1650.1,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,LT,2012,48.3,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,LU,2012,12.6,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,LV,2012,40.6,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,MT,2012,16.6,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,NL,2012,435.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,NO,2012,57.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,PL,2012,944.1,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,PT,2012,455.7,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,RO,2012,365.1,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,SE,2012,175.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,SI,2012,45.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,SK,2012,81.5,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED0-2,T,UK,2012,528.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,AT,2012,202.9,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,BE,2012,135.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,BG,2012,169.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,CY,2012,5.1,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,CZ,2012,142.5,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,DE,2012,1808.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,DK,2012,56.9,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,EE,2012,40.1,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,EEA,2012,5971.1,e
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,EL,2012,88.6,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,ES,2012,190.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,EU27_2007,2012,5906.2,e
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,FI,2012,69.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,FR,2012,416.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,HU,2012,176.5,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,IS,2012,2.6,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,IT,2012,229.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,LT,2012,70.6,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,LU,2012,6.1,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,LV,2012,56.5,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,MT,2012,1.7,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,NL,2012,196.5,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,NO,2012,62.3,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,PL,2012,560.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,PT,2012,18.8,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,RO,2012,254.1,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,SE,2012,150.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,SI,2012,23.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,SK,2012,130.6,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,F,UK,2012,707.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,AT,2012,124.7,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,BE,2012,102.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,BG,2012,137.3,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,CY,2012,7.5,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,CZ,2012,100.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,DE,2012,1700.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,DK,2012,55.9,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,EE,2012,18.6,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,EEA,2012,5222.2,e
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,EL,2012,83.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,ES,2012,132.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,EU27_2007,2012,5169.3,e
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,FI,2012,74.9,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,FR,2012,448.6,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,HU,2012,174.5,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,IS,2012,3.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,IT,2012,275.9,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,LT,2012,52.3,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,LU,2012,6.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,LV,2012,29.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,MT,2012,1.1,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,NL,2012,140.1,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,NO,2012,49.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,PL,2012,396.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,PT,2012,14.8,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,RO,2012,268.5,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,SE,2012,126.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,SI,2012,41.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,SK,2012,100.3,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,M,UK,2012,556.7,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,AT,2012,327.6,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,BE,2012,237.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,BG,2012,306.7,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,CY,2012,12.5,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,CZ,2012,242.9,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,DE,2012,3508.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,DK,2012,112.9,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,EE,2012,58.7,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,EEA,2012,11193.3,e
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,EL,2012,172.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,ES,2012,322.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,EU27_2007,2012,11075.5,e
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,FI,2012,144.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,FR,2012,865.5,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,HU,2012,351.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,IS,2012,6.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,IT,2012,505.1,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,LT,2012,122.9,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,LU,2012,12.3,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,LV,2012,85.7,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,MT,2012,2.8,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,NL,2012,336.5,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,NO,2012,111.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,PL,2012,956.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,PT,2012,33.6,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,RO,2012,522.6,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,SE,2012,276.5,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,SI,2012,64.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,SK,2012,231.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED3_4,T,UK,2012,1263.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,AT,2012,25.9,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,BE,2012,83.6,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,BG,2012,48.5,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,CY,2012,2.5,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,CZ,2012,13.6,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,DE,2012,554.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,DK,2012,33.3,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,EE,2012,10.3,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,EEA,2012,2331.9,e
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,EL,2012,22.0,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,ES,2012,124.3,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,EU27_2007,2012,2271.9,e
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,FI,2012,24.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,FR,2012,197.6,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,HU,2012,55.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,IS,2012,3.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,IT,2012,89.7,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,LT,2012,28.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,LU,2012,2.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,LV,2012,17.9,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,MT,2012,,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,NL,2012,111.6,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,NO,2012,57.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,PL,2012,37.9,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,PT,2012,,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,RO,2012,24.4,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,SE,2012,85.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,SI,2012,5.0,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,SK,2012,13.0,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,F,UK,2012,647.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,AT,2012,34.5,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,BE,2012,63.6,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,BG,2012,29.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,CY,2012,3.0,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,CZ,2012,19.1,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,DE,2012,794.5,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,DK,2012,37.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,EE,2012,7.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,EEA,2012,2378.4,e
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,EL,2012,15.7,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,ES,2012,150.6,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,EU27_2007,2012,2338.7,e
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,FI,2012,29.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,FR,2012,203.0,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,HU,2012,23.1,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,IS,2012,1.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,IT,2012,55.8,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,LT,2012,12.7,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,LU,2012,2.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,LV,2012,5.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,MT,2012,,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,NL,2012,85.3,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,NO,2012,38.4,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,PL,2012,34.1,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,PT,2012,,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,RO,2012,25.4,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,SE,2012,35.2,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,SI,2012,5.1,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,SK,2012,15.2,u
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,M,UK,2012,643.8,
dataflow,ESTAT:HLTH_DSI020(1.0),A,THS,PTP_LD1,ED5_6,T,AT,2012,60.4,
