STRUCTURE,STRUCTURE_ID,freq,unit,sex,nace_r2,severity,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,FR,2016,595,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,FR,2017,585,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,FR,2018,615,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,FR,2019,803,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,FR,2020,541,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,FR,2021,674,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HR,2010,35,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HR,2011,38,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HR,2012,54,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HR,2013,29,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HR,2014,26,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HR,2015,30,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HR,2016,33,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HR,2017,37,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HR,2018,44,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HR,2019,43,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HR,2020,45,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HR,2021,35,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HU,2010,96,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HU,2011,81,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HU,2012,65,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HU,2013,55,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HU,2014,81,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HU,2015,86,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HU,2016,83,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HU,2017,80,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HU,2018,79,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HU,2019,84,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HU,2020,64,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,HU,2021,82,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IE,2010,42,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IE,2011,49,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IE,2012,43,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IE,2013,40,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IE,2014,47,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IE,2015,49,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IE,2016,45,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IE,2017,41,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IE,2018,34,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IE,2019,41,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IE,2020,41,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IE,2021,34,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IS,2011,0,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IS,2012,0,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IS,2013,0,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IS,2014,2,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IS,2015,2,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IS,2016,4,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IS,2017,2,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IS,2018,3,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IS,2019,2,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IS,2020,3,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IS,2021,2,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IT,2010,718,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IT,2011,621,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IT,2012,604,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IT,2013,517,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IT,2014,522,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IT,2015,543,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IT,2016,481,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IT,2017,484,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IT,2018,523,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IT,2019,491,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IT,2020,776,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,IT,2021,601,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LT,2010,50,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LT,2011,51,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LT,2012,58,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LT,2013,58,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LT,2014,55,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LT,2015,45,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LT,2016,44,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LT,2017,33,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LT,2018,37,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LT,2019,37,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LT,2020,38,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LT,2021,49,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LU,2010,15,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LU,2011,11,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LU,2012,14,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LU,2013,6,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LU,2014,10,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LU,2015,13,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LU,2016,22,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LU,2017,10,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LU,2018,16,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LU,2019,12,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LU,2020,7,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LU,2021,7,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LV,2010,25,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LV,2011,34,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LV,2012,35,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LV,2013,31,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LV,2014,41,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LV,2015,26,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LV,2016,38,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LV,2017,21,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LV,2018,30,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LV,2019,29,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LV,2020,22,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,LV,2021,38,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,MT,2010,3,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,MT,2011,1,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,MT,2012,7,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,MT,2013,4,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,MT,2014,4,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,MT,2015,5,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,MT,2016,7,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,MT,2017,1,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,MT,2018,4,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,MT,2019,3,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,MT,2020,8,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,MT,2021,9,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,NL,2010,79,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,NL,2011,48,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,NL,2012,35,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,NL,2013,42,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,NL,2014,45,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,NL,2015,35,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,NL,2016,36,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,NL,2017,43,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,NL,2018,45,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,NL,2019,37,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,T,TOTAL,FAT,NL,2020,23,b
