STRUCTURE,STRUCTURE_ID,freq,unit,wsta_acc,age,injury,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y45-54,UNK,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y55-64,CONT_BRU,EU_V,1999,0.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y55-64,CUT_LACE,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y55-64,INJ020,EU_V,1999,0.6,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y55-64,INJ030,EU_V,1999,0.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y55-64,INJ040,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y55-64,INJ060,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y55-64,INJ072,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y55-64,OTH,EU_V,1999,0.3,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y55-64,POIS_ASP,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y55-64,TOTAL,EU_V,1999,0.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y55-64,UNK,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y_GE65,CONT_BRU,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y_GE65,CUT_LACE,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y_GE65,INJ020,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y_GE65,INJ030,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y_GE65,INJ040,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y_GE65,INJ060,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y_GE65,INJ072,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y_GE65,OTH,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y_GE65,POIS_ASP,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y_GE65,TOTAL,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,OTHER,Y_GE65,UNK,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,TOTAL,CONT_BRU,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,TOTAL,CUT_LACE,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,TOTAL,INJ020,EU_V,1999,0.7,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,TOTAL,INJ030,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,TOTAL,INJ040,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,TOTAL,INJ060,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,TOTAL,INJ072,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,TOTAL,OTH,EU_V,1999,0.5,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,TOTAL,POIS_ASP,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,TOTAL,TOTAL,EU_V,1999,0.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,TOTAL,UNK,EU_V,1999,0.3,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y15-24,CONT_BRU,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y15-24,CUT_LACE,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y15-24,INJ020,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y15-24,INJ030,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y15-24,INJ040,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y15-24,INJ060,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y15-24,INJ072,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y15-24,OTH,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y15-24,POIS_ASP,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y15-24,TOTAL,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y15-24,UNK,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y25-34,CONT_BRU,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y25-34,CUT_LACE,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y25-34,INJ020,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y25-34,INJ030,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y25-34,INJ040,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y25-34,INJ060,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y25-34,INJ072,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y25-34,OTH,EU_V,1999,0.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y25-34,POIS_ASP,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y25-34,TOTAL,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y25-34,UNK,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y35-44,CONT_BRU,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y35-44,CUT_LACE,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y35-44,INJ020,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y35-44,INJ030,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y35-44,INJ040,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y35-44,INJ060,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y35-44,INJ072,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y35-44,OTH,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y35-44,POIS_ASP,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y35-44,TOTAL,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y35-44,UNK,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y45-54,CONT_BRU,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y45-54,CUT_LACE,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y45-54,INJ020,EU_V,1999,0.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y45-54,INJ030,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y45-54,INJ040,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y45-54,INJ060,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y45-54,INJ072,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y45-54,OTH,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y45-54,POIS_ASP,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y45-54,TOTAL,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y45-54,UNK,EU_V,1999,0.3,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y55-64,CONT_BRU,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y55-64,CUT_LACE,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y55-64,INJ020,EU_V,1999,0.3,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y55-64,INJ030,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y55-64,INJ040,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y55-64,INJ060,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y55-64,INJ072,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y55-64,OTH,EU_V,1999,0.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y55-64,POIS_ASP,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y55-64,TOTAL,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y55-64,UNK,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y_GE65,CONT_BRU,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y_GE65,CUT_LACE,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y_GE65,INJ020,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y_GE65,INJ030,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y_GE65,INJ040,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y_GE65,INJ060,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y_GE65,INJ072,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y_GE65,OTH,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y_GE65,POIS_ASP,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y_GE65,TOTAL,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PERM_INC,Y_GE65,UNK,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,TOTAL,CONT_BRU,EU_V,1999,0.7,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,TOTAL,CUT_LACE,EU_V,1999,1.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,TOTAL,INJ020,EU_V,1999,2.8,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,TOTAL,INJ030,EU_V,1999,2.7,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,TOTAL,INJ040,EU_V,1999,0.3,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,TOTAL,INJ060,EU_V,1999,0.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,TOTAL,INJ072,EU_V,1999,0.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,TOTAL,OTH,EU_V,1999,2.6,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,TOTAL,POIS_ASP,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,TOTAL,TOTAL,EU_V,1999,1.5,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,TOTAL,UNK,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y15-24,CONT_BRU,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y15-24,CUT_LACE,EU_V,1999,0.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y15-24,INJ020,EU_V,1999,0.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y15-24,INJ030,EU_V,1999,0.4,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y15-24,INJ040,EU_V,1999,0.3,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y15-24,INJ060,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y15-24,INJ072,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y15-24,OTH,EU_V,1999,0.3,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y15-24,POIS_ASP,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y15-24,TOTAL,EU_V,1999,0.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y15-24,UNK,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y25-34,CONT_BRU,EU_V,1999,0.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y25-34,CUT_LACE,EU_V,1999,0.4,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y25-34,INJ020,EU_V,1999,0.8,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y25-34,INJ030,EU_V,1999,1.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y25-34,INJ040,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y25-34,INJ060,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y25-34,INJ072,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y25-34,OTH,EU_V,1999,0.8,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y25-34,POIS_ASP,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y25-34,TOTAL,EU_V,1999,0.5,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y25-34,UNK,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y35-44,CONT_BRU,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y35-44,CUT_LACE,EU_V,1999,0.4,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y35-44,INJ020,EU_V,1999,0.7,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y35-44,INJ030,EU_V,1999,1.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y35-44,INJ040,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y35-44,INJ060,EU_V,1999,0.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y35-44,INJ072,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y35-44,OTH,EU_V,1999,0.4,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y35-44,POIS_ASP,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y35-44,TOTAL,EU_V,1999,0.4,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y35-44,UNK,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y45-54,CONT_BRU,EU_V,1999,0.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y45-54,CUT_LACE,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y45-54,INJ020,EU_V,1999,0.8,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y45-54,INJ030,EU_V,1999,0.3,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y45-54,INJ040,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y45-54,INJ060,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y45-54,INJ072,EU_V,1999,0.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y45-54,OTH,EU_V,1999,0.8,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y45-54,POIS_ASP,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y45-54,TOTAL,EU_V,1999,0.3,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y45-54,UNK,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y55-64,CONT_BRU,EU_V,1999,0.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y55-64,CUT_LACE,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y55-64,INJ020,EU_V,1999,0.3,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y55-64,INJ030,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y55-64,INJ040,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y55-64,INJ060,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y55-64,INJ072,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y55-64,OTH,EU_V,1999,0.4,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y55-64,POIS_ASP,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y55-64,TOTAL,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y55-64,UNK,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y_GE65,CONT_BRU,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y_GE65,CUT_LACE,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y_GE65,INJ020,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y_GE65,INJ030,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y_GE65,INJ040,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y_GE65,INJ060,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y_GE65,INJ072,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y_GE65,OTH,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y_GE65,POIS_ASP,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y_GE65,TOTAL,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,PT,Y_GE65,UNK,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,TOTAL,CONT_BRU,EU_V,1999,100.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,TOTAL,CUT_LACE,EU_V,1999,100.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,TOTAL,INJ020,EU_V,1999,100.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,TOTAL,INJ030,EU_V,1999,100.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,TOTAL,INJ040,EU_V,1999,100.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,TOTAL,INJ060,EU_V,1999,100.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,TOTAL,INJ072,EU_V,1999,100.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,TOTAL,OTH,EU_V,1999,100.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,TOTAL,POIS_ASP,EU_V,1999,100.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,TOTAL,TOTAL,EU_V,1999,100.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,TOTAL,UNK,EU_V,1999,100.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y15-24,CONT_BRU,EU_V,1999,13.5,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y15-24,CUT_LACE,EU_V,1999,17.5,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y15-24,INJ020,EU_V,1999,12.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y15-24,INJ030,EU_V,1999,12.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y15-24,INJ040,EU_V,1999,13.8,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y15-24,INJ060,EU_V,1999,23.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y15-24,INJ072,EU_V,1999,6.5,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y15-24,OTH,EU_V,1999,17.8,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y15-24,POIS_ASP,EU_V,1999,12.6,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y15-24,TOTAL,EU_V,1999,14.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y15-24,UNK,EU_V,1999,9.5,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y25-34,CONT_BRU,EU_V,1999,28.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y25-34,CUT_LACE,EU_V,1999,30.6,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y25-34,INJ020,EU_V,1999,26.3,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y25-34,INJ030,EU_V,1999,29.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y25-34,INJ040,EU_V,1999,19.4,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y25-34,INJ060,EU_V,1999,31.0,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y25-34,INJ072,EU_V,1999,29.6,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y25-34,OTH,EU_V,1999,30.5,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y25-34,POIS_ASP,EU_V,1999,19.1,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y25-34,TOTAL,EU_V,1999,29.2,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y25-34,UNK,EU_V,1999,30.9,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y35-44,CONT_BRU,EU_V,1999,25.5,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y35-44,CUT_LACE,EU_V,1999,24.5,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y35-44,INJ020,EU_V,1999,25.3,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y35-44,INJ030,EU_V,1999,27.6,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y35-44,INJ040,EU_V,1999,16.6,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y35-44,INJ060,EU_V,1999,23.7,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y35-44,INJ072,EU_V,1999,29.5,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y35-44,OTH,EU_V,1999,24.8,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y35-44,POIS_ASP,EU_V,1999,28.8,
dataflow,ESTAT:HSW_IJ_INWSA(1.0),A,PC,TOTAL,Y35-44,TOTAL,EU_V,1999,25.9,
