STRUCTURE,STRUCTURE_ID,freq,isced97,duration,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED0-2,Y_LT1,AT,2008,36.3,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED0-2,Y_LT1,BE,2008,42.6,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED0-2,Y_LT1,BG,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED0-2,Y_LT1,CY,2008,28.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED0-2,Y_LT1,CZ,2008,26.3,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED0-2,Y_LT1,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED0-2,Y_LT1,EE,2008,13.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED0-2,Y_LT1,EL,2008,21.9,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED0-2,Y_LT1,ES,2008,42.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED0-2,Y_LT1,FR,2008,46.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED0-2,Y_LT1,HU,2008,24.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED0-2,Y_LT1,LV,2008,13.9,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED0-2,Y_LT1,MT,2008,18.1,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED0-2,Y_LT1,PL,2008,19.5,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED0-2,Y_LT1,RO,2008,2.0,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED0-2,Y_LT1,SI,2008,27.3,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED0-2,Y_LT1,SK,2008,26.5,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED0-2,Y_LT1,TR,2008,10.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,NEV,AT,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,NEV,BE,2008,12.7,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,NEV,BG,2008,57.9,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,NEV,CY,2008,16.7,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,NEV,CZ,2008,17.1,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,NEV,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,NEV,EE,2008,35.7,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,NEV,EL,2008,16.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,NEV,ES,2008,8.6,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,NEV,FR,2008,5.9,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,NEV,HU,2008,10.3,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,NEV,LV,2008,40.5,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,NEV,MT,2008,43.2,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,NEV,PL,2008,20.1,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,NEV,RO,2008,81.3,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,NEV,SI,2008,24.3,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,NEV,SK,2008,16.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,NEV,TR,2008,34.6,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y1-2,AT,2008,37.0,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y1-2,BE,2008,23.3,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y1-2,BG,2008,12.0,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y1-2,CY,2008,24.5,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y1-2,CZ,2008,29.7,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y1-2,DE,2008,22.3,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y1-2,EE,2008,14.1,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y1-2,EL,2008,25.9,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y1-2,ES,2008,23.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y1-2,FR,2008,28.6,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y1-2,HU,2008,29.1,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y1-2,LV,2008,20.3,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y1-2,MT,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y1-2,PL,2008,31.6,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y1-2,RO,2008,6.6,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y1-2,SI,2008,25.0,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y1-2,SK,2008,28.0,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y1-2,TR,2008,17.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y2-3,BE,2008,10.5,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y2-3,BG,2008,9.3,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y2-3,CY,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y2-3,CZ,2008,7.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y2-3,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y2-3,EE,2008,6.2,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y2-3,EL,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y2-3,ES,2008,12.3,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y2-3,FR,2008,6.6,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y2-3,HU,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y2-3,LV,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y2-3,MT,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y2-3,PL,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y2-3,RO,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y2-3,SI,2008,14.1,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y2-3,SK,2008,10.5,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y2-3,TR,2008,12.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_GT3,AT,2008,9.0,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_GT3,BE,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_GT3,BG,2008,9.3,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_GT3,CY,2008,11.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_GT3,CZ,2008,3.9,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_GT3,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_GT3,EE,2008,18.5,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_GT3,EL,2008,8.6,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_GT3,ES,2008,7.7,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_GT3,FR,2008,5.1,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_GT3,HU,2008,7.6,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_GT3,LV,2008,10.0,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_GT3,MT,2008,11.5,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_GT3,PL,2008,9.7,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_GT3,RO,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_GT3,SI,2008,14.6,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_GT3,SK,2008,11.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_GT3,TR,2008,9.2,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_LT1,AT,2008,48.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_LT1,BE,2008,47.2,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_LT1,BG,2008,11.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_LT1,CY,2008,38.7,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_LT1,CZ,2008,41.5,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_LT1,DE,2008,47.5,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_LT1,EE,2008,25.6,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_LT1,EL,2008,39.7,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_LT1,ES,2008,48.1,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_LT1,FR,2008,53.9,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_LT1,HU,2008,42.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_LT1,LV,2008,22.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_LT1,MT,2008,20.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_LT1,PL,2008,30.3,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_LT1,RO,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_LT1,SI,2008,22.0,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_LT1,SK,2008,33.0,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED3_4,Y_LT1,TR,2008,26.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,NEV,AT,2008,6.1,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,NEV,BE,2008,9.9,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,NEV,BG,2008,42.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,NEV,CY,2008,8.7,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,NEV,CZ,2008,3.8,u
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,NEV,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,NEV,EE,2008,28.6,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,NEV,EL,2008,15.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,NEV,ES,2008,5.7,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,NEV,FR,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,NEV,HU,2008,4.5,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,NEV,LV,2008,26.2,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,NEV,MT,2008,34.2,u
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,NEV,PL,2008,11.2,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,NEV,RO,2008,67.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,NEV,SI,2008,14.4,u
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,NEV,SK,2008,12.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,NEV,TR,2008,26.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y1-2,AT,2008,40.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y1-2,BE,2008,31.6,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y1-2,BG,2008,20.3,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y1-2,CY,2008,26.7,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y1-2,CZ,2008,27.0,u
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y1-2,DE,2008,28.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y1-2,EE,2008,11.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y1-2,EL,2008,23.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y1-2,ES,2008,25.3,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y1-2,FR,2008,30.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y1-2,HU,2008,26.1,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y1-2,LV,2008,21.9,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y1-2,MT,2008,9.8,u
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y1-2,PL,2008,33.5,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y1-2,RO,2008,13.0,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y1-2,SI,2008,23.4,u
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y1-2,SK,2008,28.6,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y1-2,TR,2008,20.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y2-3,BE,2008,8.0,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y2-3,BG,2008,12.0,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y2-3,CY,2008,7.3,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y2-3,CZ,2008,3.6,u
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y2-3,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y2-3,EE,2008,8.7,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y2-3,EL,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y2-3,ES,2008,9.2,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y2-3,FR,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y2-3,HU,2008,18.0,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y2-3,LV,2008,8.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y2-3,MT,2008,17.1,u
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y2-3,PL,2008,8.0,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y2-3,RO,2008,5.1,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y2-3,SI,2008,17.6,u
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y2-3,SK,2008,15.0,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y2-3,TR,2008,7.6,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_GT3,AT,2008,11.0,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_GT3,BE,2008,3.9,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_GT3,BG,2008,12.1,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_GT3,CY,2008,8.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_GT3,CZ,2008,4.3,u
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_GT3,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_GT3,EE,2008,22.5,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_GT3,EL,2008,9.0,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_GT3,ES,2008,8.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_GT3,FR,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_GT3,HU,2008,7.7,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_GT3,LV,2008,9.3,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_GT3,MT,2008,12.2,u
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_GT3,PL,2008,6.1,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_GT3,RO,2008,6.1,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_GT3,SI,2008,12.2,u
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_GT3,SK,2008,11.2,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_GT3,TR,2008,9.9,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_LT1,AT,2008,42.1,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_LT1,BE,2008,46.5,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_LT1,BG,2008,13.2,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_LT1,CY,2008,48.9,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_LT1,CZ,2008,61.4,u
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_LT1,DE,2008,41.8,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_LT1,EE,2008,28.5,
dataflow,ESTAT:HLTH_EHIS_HC2(1.0),A,ED5_6,Y_LT1,EL,2008,45.5,
