STRUCTURE,STRUCTURE_ID,freq,unit,barrier,hlth_pb,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,AT,2012,171.7,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,BE,2012,318.1,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,BG,2012,285.9,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,CY,2012,19.7,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,CZ,2012,333.8,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,DE,2012,2891.8,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,DK,2012,182.4,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,EE,2012,45.4,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,EEA,2012,16589.1,e
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,EL,2012,459.9,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,ES,2012,1470.6,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,EU27_2007,2012,16451.2,e
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,FI,2012,123.9,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,FR,2012,1279.9,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,HU,2012,618.0,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,IS,2012,4.4,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,IT,2012,2084.0,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,LT,2012,140.7,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,LU,2012,10.1,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,LV,2012,71.6,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,MT,2012,7.9,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,NL,2012,371.8,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,NO,2012,133.5,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,PL,2012,1485.6,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,PT,2012,260.2,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,RO,2012,950.6,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,SE,2012,130.2,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,SI,2012,83.5,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,SK,2012,133.5,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,F,UK,2012,2520.2,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,M,AT,2012,138.3,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,M,BE,2012,158.9,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,M,BG,2012,168.7,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,M,CY,2012,14.2,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,M,CZ,2012,180.0,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,M,DE,2012,1979.9,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,M,DK,2012,125.4,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,M,EE,2012,19.6,
dataflow,ESTAT:HLTH_DSI130(1.0),A,THS,ACS_BLD,PB1000,M,EEA,2012,10280.8,e
