STRUCTURE,STRUCTURE_ID,freq,unit,assist,isced11,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,BG,2019,10.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,CY,2014,12.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,CY,2019,14.0,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,CZ,2014,10.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,CZ,2019,10.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,DE,2014,10.9,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,DE,2019,17.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,DK,2014,21.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,DK,2019,17.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,EE,2014,17.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,EE,2019,12.9,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,EL,2014,23.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,EL,2019,9.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,ES,2014,15.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,ES,2019,12.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,EU27_2020,2014,13.2,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,EU27_2020,2019,13.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,EU28,2014,13.9,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,FI,2014,12.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,FI,2019,16.2,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,FR,2019,16.0,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,HR,2014,22.5,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,HR,2019,35.9,u
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,HU,2014,15.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,HU,2019,14.5,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,IE,2014,11.0,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,IE,2019,17.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,IS,2014,22.9,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,IS,2019,20.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,IT,2014,18.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,IT,2019,19.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,LT,2014,16.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,LT,2019,12.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,LU,2014,13.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,LU,2019,8.2,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,LV,2014,19.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,LV,2019,23.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,MT,2014,19.0,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,MT,2019,15.0,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,NL,2014,16.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,NL,2019,17.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,NO,2014,18.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,NO,2019,17.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,PL,2014,15.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,PL,2019,12.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,PT,2014,8.5,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,PT,2019,11.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,RO,2014,3.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,RO,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,RS,2019,15.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,SE,2014,6.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,SE,2019,7.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,SI,2014,14.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,SI,2019,14.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,SK,2014,17.9,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,SK,2019,12.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,TR,2014,15.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,TR,2019,8.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-54,UK,2014,17.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,AT,2014,19.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,AT,2019,16.0,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,BE,2014,6.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,BE,2019,16.5,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,BG,2014,16.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,BG,2019,8.9,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,CY,2014,13.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,CY,2019,12.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,CZ,2014,16.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,CZ,2019,14.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,DE,2014,13.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,DE,2019,20.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,DK,2014,22.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,DK,2019,21.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,EE,2014,13.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,EE,2019,14.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,EL,2014,23.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,EL,2019,9.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,ES,2014,15.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,ES,2019,14.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,EU27_2020,2014,14.9,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,EU27_2020,2019,16.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,EU28,2014,15.5,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,FI,2014,13.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,FI,2019,17.5,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,FR,2019,19.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,HR,2014,19.0,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,HR,2019,36.2,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,HU,2014,18.9,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,HU,2019,15.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,IE,2014,10.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,IE,2019,17.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,IS,2014,26.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,IS,2019,20.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,IT,2014,20.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,IT,2019,21.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,LT,2014,14.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,LT,2019,11.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,LU,2014,16.0,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,LU,2019,11.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,LV,2014,21.2,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,LV,2019,18.9,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,MT,2014,18.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,MT,2019,13.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,NL,2014,15.2,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,NL,2019,19.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,NO,2014,18.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,NO,2019,19.9,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,PL,2014,18.0,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,PL,2019,15.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,PT,2014,14.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,PT,2019,11.0,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,RO,2014,5.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,RO,2019,8.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,RS,2019,14.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,SE,2014,6.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,SE,2019,8.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,SI,2014,17.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,SI,2019,14.0,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,SK,2014,15.0,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,SK,2019,11.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,TR,2014,14.0,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,TR,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y45-64,UK,2014,18.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,AT,2014,23.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,AT,2019,19.5,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,BE,2014,11.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,BE,2019,24.0,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,BG,2014,8.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,BG,2019,7.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,CY,2014,15.2,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,CY,2019,10.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,CZ,2014,23.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,CZ,2019,19.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,DE,2014,16.9,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,DE,2019,22.5,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,DK,2014,23.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,DK,2019,26.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,EE,2014,9.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,EE,2019,15.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,EL,2014,24.2,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,EL,2019,9.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,ES,2014,15.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,ES,2019,18.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,EU27_2020,2014,17.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,EU27_2020,2019,19.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,EU28,2014,17.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,FI,2014,15.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,FI,2019,18.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,FR,2019,25.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,HR,2014,13.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,HR,2019,36.5,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,HU,2014,23.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,HU,2019,16.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,IE,2014,8.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,IE,2019,17.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,IS,2014,30.5,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,IS,2019,21.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,IT,2014,23.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,IT,2019,25.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,LT,2014,11.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,LT,2019,10.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,LU,2014,20.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,LU,2019,17.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,LV,2014,22.9,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,LV,2019,14.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,MT,2014,16.9,u
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,MT,2019,11.1,u
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,NL,2014,13.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,NL,2019,21.5,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,NO,2014,19.0,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,NO,2019,23.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,PL,2014,20.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,PL,2019,19.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,PT,2014,22.9,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,PT,2019,9.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,RO,2014,7.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,RO,2019,12.0,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,RS,2019,13.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,SE,2014,6.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,SE,2019,10.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,SI,2014,19.9,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,SI,2019,13.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,SK,2014,11.8,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,SK,2019,11.2,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,TR,2014,12.2,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,TR,2019,7.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y55-64,UK,2014,20.1,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,AT,2014,11.9,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,AT,2019,13.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,BE,2014,10.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,BE,2019,14.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,BG,2014,11.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,BG,2019,9.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,CY,2014,16.0,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,CY,2019,7.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,CZ,2014,19.5,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,CZ,2019,9.0,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,DE,2014,12.2,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,DE,2019,15.2,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,DK,2014,16.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,DK,2019,20.2,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,EE,2014,7.9,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,EE,2019,12.9,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,EL,2014,13.6,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,EL,2019,6.3,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,ES,2014,14.7,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,ES,2019,8.4,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,EU27_2020,2014,13.2,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,EU27_2020,2019,13.5,
dataflow,ESTAT:HLTH_EHIS_IC1E(1.0),A,PC,PROV_R,ED5-8,M,Y65-74,EU28,2014,13.8,
