STRUCTURE,STRUCTURE_ID,freq,unit,age,nace_r1,diagnose,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,A,STRESS,EU_V,1999,805,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,A,STRESS,FI,1999,4108,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,A,STRESS,IT,1999,577,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,A,STRESS,SE,1999,4611,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,A,STRESS,UK,1999,1484,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,A,TOTAL,DK,1999,3552,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,A,TOTAL,ES,1999,2244,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,A,TOTAL,EU_V,1999,4801,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,A,TOTAL,HU,1999,3616,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,A,TOTAL,IE,1999,1524,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,A,TOTAL,IT,1999,3703,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,A,TOTAL,LU,1999,20000,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,A,TOTAL,SE,1999,9222,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,A,TOTAL,UK,1999,5423,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,B,MUSC_SKE,EU_V,1999,1725,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,B,TOTAL,EU_V,1999,2575,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,B,TOTAL,IE,1999,22667,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,C,MUSC_SKE,EL,1999,3690,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,C,MUSC_SKE,EU_V,1999,3158,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,C,MUSC_SKE,HU,1999,2522,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,C,MUSC_SKE,IT,1999,1508,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,C,MUSC_SKE,UK,1999,6422,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,C,PULMONAR,EU_V,1999,850,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,C,TOTAL,EL,1999,7034,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,C,TOTAL,EU_V,1999,4008,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,C,TOTAL,HU,1999,2522,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,C,TOTAL,IT,1999,4083,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,C,TOTAL,UK,1999,6422,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,MUSC_SKE,DK,1999,6641,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,MUSC_SKE,ES,1999,1657,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,MUSC_SKE,EU_V,1999,2711,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,MUSC_SKE,HU,1999,697,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,MUSC_SKE,IT,1999,1499,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,MUSC_SKE,LU,1999,1744,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,MUSC_SKE,PT,1999,603,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,MUSC_SKE,SE,1999,5883,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,MUSC_SKE,UK,1999,1986,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,OTHER,DK,1999,906,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,OTHER,EU_V,1999,875,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,OTHER,FI,1999,3363,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,OTHER,HU,1999,1380,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,OTHER,IT,1999,833,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,OTHER,LU,1999,1026,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,OTHER,PT,1999,387,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,OTHER,SE,1999,559,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,OTHER,UK,1999,828,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,PULMONAR,EU_V,1999,284,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,PULMONAR,HU,1999,670,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,PULMONAR,IT,1999,296,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,PULMONAR,PT,1999,173,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,PULMONAR,UK,1999,111,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,STRESS,DK,1999,289,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,STRESS,ES,1999,431,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,STRESS,EU_V,1999,768,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,STRESS,FI,1999,2567,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,STRESS,IT,1999,926,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,STRESS,LU,1999,692,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,STRESS,SE,1999,766,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,STRESS,UK,1999,807,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,TOTAL,DK,1999,7837,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,TOTAL,ES,1999,2253,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,TOTAL,EU_V,1999,4811,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,TOTAL,FI,1999,22580,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,TOTAL,HU,1999,2937,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,TOTAL,IE,1999,2361,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,TOTAL,IT,1999,3882,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,TOTAL,LU,1999,3462,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,TOTAL,PT,1999,1345,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,TOTAL,SE,1999,7946,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,D,TOTAL,UK,1999,3732,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,MUSC_SKE,ES,1999,2692,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,MUSC_SKE,EU_V,1999,1221,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,MUSC_SKE,FI,1999,7535,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,MUSC_SKE,IT,1999,2600,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,OTHER,EU_V,1999,906,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,OTHER,FI,1999,1887,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,OTHER,HU,1999,894,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,PULMONAR,EU_V,1999,430,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,PULMONAR,UK,1999,941,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,STRESS,EU_V,1999,1034,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,STRESS,IT,1999,1129,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,STRESS,UK,1999,1494,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,TOTAL,DK,1999,19000,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,TOTAL,ES,1999,2692,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,TOTAL,EU_V,1999,3689,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,TOTAL,FI,1999,18521,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,TOTAL,IE,1999,5583,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,TOTAL,IT,1999,3729,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,E,TOTAL,UK,1999,2434,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,MUSC_SKE,DK,1999,7363,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,MUSC_SKE,ES,1999,1721,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,MUSC_SKE,EU_V,1999,3546,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,MUSC_SKE,IT,1999,3449,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,MUSC_SKE,LU,1999,3458,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,MUSC_SKE,PT,1999,1392,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,MUSC_SKE,SE,1999,5929,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,MUSC_SKE,UK,1999,1276,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,OTHER,DK,1999,3669,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,OTHER,ES,1999,301,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,OTHER,EU_V,1999,919,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,OTHER,FI,1999,3290,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,OTHER,HU,1999,822,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,OTHER,IT,1999,482,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,OTHER,LU,1999,1708,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,OTHER,PT,1999,741,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,OTHER,UK,1999,795,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,PULMONAR,EU_V,1999,198,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,PULMONAR,FI,1999,1497,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,PULMONAR,IT,1999,413,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,PULMONAR,LU,1999,833,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,STRESS,EU_V,1999,779,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,STRESS,FI,1999,2224,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,STRESS,PT,1999,991,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,STRESS,SE,1999,2646,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,STRESS,UK,1999,1313,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,TOTAL,DK,1999,11032,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,TOTAL,ES,1999,2022,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,TOTAL,EU_V,1999,5605,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,TOTAL,FI,1999,25865,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,TOTAL,IE,1999,5411,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,TOTAL,IT,1999,4344,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,TOTAL,LU,1999,5958,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,TOTAL,PT,1999,3122,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,TOTAL,SE,1999,9372,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,F,TOTAL,UK,1999,3384,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,MUSC_SKE,DK,1999,4504,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,MUSC_SKE,ES,1999,978,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,MUSC_SKE,EU_V,1999,2390,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,MUSC_SKE,FI,1999,12179,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,MUSC_SKE,IT,1999,1351,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,MUSC_SKE,LU,1999,4467,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,MUSC_SKE,PT,1999,624,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,MUSC_SKE,SE,1999,5776,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,MUSC_SKE,UK,1999,1924,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,OTHER,ES,1999,225,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,OTHER,EU_V,1999,736,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,OTHER,FI,1999,2333,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,OTHER,HU,1999,740,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,OTHER,IT,1999,600,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,OTHER,LU,1999,1367,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,OTHER,PT,1999,707,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,OTHER,SE,1999,1517,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,OTHER,UK,1999,756,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,PULMONAR,DK,1999,171,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,PULMONAR,ES,1999,235,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,PULMONAR,EU_V,1999,212,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,PULMONAR,SE,1999,693,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,PULMONAR,UK,1999,93,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,STRESS,DK,1999,795,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,STRESS,ES,1999,477,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,STRESS,EU_V,1999,853,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,STRESS,FI,1999,3148,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,STRESS,IT,1999,488,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,STRESS,LU,1999,2067,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,STRESS,SE,1999,1603,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,STRESS,UK,1999,1005,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,TOTAL,DK,1999,5471,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,TOTAL,ES,1999,1915,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,TOTAL,EU_V,1999,4443,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,TOTAL,FI,1999,19625,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,TOTAL,IE,1999,4128,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,TOTAL,IT,1999,2850,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,TOTAL,LU,1999,7900,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,TOTAL,PT,1999,1463,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,TOTAL,SE,1999,10948,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,G,TOTAL,UK,1999,3778,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,MUSC_SKE,DK,1999,1907,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,MUSC_SKE,ES,1999,1175,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,MUSC_SKE,EU_V,1999,1881,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,MUSC_SKE,IT,1999,2087,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,MUSC_SKE,LU,1999,4333,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,MUSC_SKE,PT,1999,2325,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,MUSC_SKE,SE,1999,5315,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,OTHER,ES,1999,453,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,OTHER,EU_V,1999,211,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,OTHER,FI,1999,2669,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,OTHER,HU,1999,565,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,PULMONAR,ES,1999,478,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,PULMONAR,EU_V,1999,92,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,STRESS,ES,1999,894,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,STRESS,EU_V,1999,1059,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,STRESS,FI,1999,4792,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,STRESS,HU,1999,1224,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,STRESS,IT,1999,991,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,STRESS,PT,1999,1493,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,STRESS,SE,1999,2138,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,STRESS,UK,1999,810,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,TOTAL,DK,1999,1907,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,TOTAL,ES,1999,3000,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,TOTAL,EU_V,1999,3483,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,TOTAL,FI,1999,24000,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,TOTAL,HU,1999,1789,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,TOTAL,IE,1999,5092,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,TOTAL,IT,1999,3077,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,TOTAL,LU,1999,7333,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,TOTAL,PT,1999,3818,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,TOTAL,SE,1999,10562,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,H,TOTAL,UK,1999,1241,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,MUSC_SKE,DK,1999,9232,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,MUSC_SKE,EU_V,1999,3160,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,MUSC_SKE,HU,1999,574,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,MUSC_SKE,IT,1999,2968,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,MUSC_SKE,LU,1999,2857,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,MUSC_SKE,SE,1999,6623,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,MUSC_SKE,UK,1999,1305,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,OTHER,DK,1999,1066,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,OTHER,ES,1999,351,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,OTHER,EU_V,1999,614,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,OTHER,FI,1999,1308,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,OTHER,IT,1999,400,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,OTHER,SE,1999,1101,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,OTHER,UK,1999,784,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,PULMONAR,EU_V,1999,222,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,PULMONAR,FI,1999,1052,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,PULMONAR,IT,1999,418,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,PULMONAR,LU,1999,1143,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,PULMONAR,PT,1999,372,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,PULMONAR,UK,1999,150,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,STRESS,DK,1999,941,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,STRESS,ES,1999,1012,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,STRESS,EU_V,1999,1351,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,STRESS,FI,1999,4084,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,STRESS,IT,1999,715,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,STRESS,PT,1999,2409,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,STRESS,SE,1999,1411,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,STRESS,UK,1999,1897,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,TOTAL,DK,1999,11239,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,TOTAL,ES,1999,1363,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,TOTAL,EU_V,1999,5637,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,TOTAL,FI,1999,23017,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,TOTAL,IE,1999,4584,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,TOTAL,IT,1999,4667,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,TOTAL,LU,1999,4000,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,TOTAL,PT,1999,3171,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,TOTAL,SE,1999,11315,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,I,TOTAL,UK,1999,4136,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,J,MUSC_SKE,DK,1999,3586,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,J,MUSC_SKE,EU_V,1999,1465,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,J,MUSC_SKE,IT,1999,594,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,J,MUSC_SKE,SE,1999,3696,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,J,MUSC_SKE,UK,1999,1240,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,J,OTHER,ES,1999,293,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,J,OTHER,EU_V,1999,778,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,J,OTHER,FI,1999,3500,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,J,OTHER,IE,1999,363,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,J,OTHER,IT,1999,687,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,Y35-44,J,OTHER,LU,1999,2353,
