STRUCTURE,STRUCTURE_ID,freq,unit,age,nace_r1,diagnose,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,MUSC_SKE,DK,1999,5513,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,MUSC_SKE,ES,1999,809,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,MUSC_SKE,EU_V,1999,2895,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,MUSC_SKE,HU,1999,819,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,MUSC_SKE,IT,1999,2983,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,MUSC_SKE,LU,1999,5905,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,MUSC_SKE,SE,1999,4387,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,MUSC_SKE,UK,1999,2038,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,OTHER,DK,1999,2164,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,OTHER,ES,1999,756,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,OTHER,EU_V,1999,717,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,OTHER,FI,1999,3918,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,OTHER,HU,1999,844,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,OTHER,IT,1999,306,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,OTHER,UK,1999,722,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,PULMONAR,EU_V,1999,375,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,PULMONAR,HU,1999,159,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,PULMONAR,IT,1999,494,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,PULMONAR,PT,1999,310,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,STRESS,DK,1999,278,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,STRESS,ES,1999,524,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,STRESS,EU_V,1999,486,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,STRESS,FI,1999,1783,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,STRESS,IT,1999,367,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,STRESS,PT,1999,251,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,STRESS,SE,1999,1357,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,STRESS,UK,1999,438,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,TOTAL,DK,1999,7955,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,TOTAL,ES,1999,2089,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,TOTAL,EU_V,1999,4751,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,TOTAL,FI,1999,24759,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,TOTAL,HU,1999,1821,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,TOTAL,IE,1999,4383,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,TOTAL,IT,1999,4634,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,TOTAL,LU,1999,5905,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,TOTAL,SE,1999,6798,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,A,TOTAL,UK,1999,3198,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,B,MUSC_SKE,EU_V,1999,2120,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,B,MUSC_SKE,IT,1999,2469,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,B,OTHER,EU_V,1999,1305,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,B,OTHER,PT,1999,2685,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,B,TOTAL,EU_V,1999,3680,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,B,TOTAL,IE,1999,7471,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,B,TOTAL,IT,1999,2469,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,B,TOTAL,PT,1999,2685,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,MUSC_SKE,EL,1999,1248,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,MUSC_SKE,EU_V,1999,1988,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,MUSC_SKE,FI,1999,2641,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,MUSC_SKE,HU,1999,870,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,MUSC_SKE,PT,1999,1014,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,MUSC_SKE,SE,1999,1952,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,MUSC_SKE,UK,1999,3155,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,OTHER,EU_V,1999,645,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,OTHER,FI,1999,2773,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,OTHER,HU,1999,478,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,OTHER,PT,1999,4975,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,PULMONAR,EL,1999,1131,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,PULMONAR,EU_V,1999,672,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,PULMONAR,IT,1999,881,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,PULMONAR,UK,1999,916,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,TOTAL,DK,1999,26199,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,TOTAL,EL,1999,2379,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,TOTAL,EU_V,1999,3790,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,TOTAL,FI,1999,8134,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,TOTAL,HU,1999,1348,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,TOTAL,IE,1999,2751,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,TOTAL,IT,1999,1397,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,TOTAL,PT,1999,5981,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,TOTAL,SE,1999,11323,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,C,TOTAL,UK,1999,4072,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,MUSC_SKE,DK,1999,5422,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,MUSC_SKE,ES,1999,1469,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,MUSC_SKE,EU_V,1999,2456,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,MUSC_SKE,HU,1999,728,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,MUSC_SKE,IT,1999,1847,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,MUSC_SKE,LU,1999,1686,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,MUSC_SKE,SE,1999,5465,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,MUSC_SKE,UK,1999,1360,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,OTHER,DK,1999,1116,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,OTHER,ES,1999,308,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,OTHER,EU_V,1999,926,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,OTHER,FI,1999,3609,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,OTHER,HU,1999,873,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,OTHER,IT,1999,939,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,OTHER,LU,1999,1805,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,OTHER,PT,1999,924,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,OTHER,SE,1999,733,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,OTHER,UK,1999,767,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,PULMONAR,DK,1999,195,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,PULMONAR,EU_V,1999,338,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,PULMONAR,HU,1999,354,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,PULMONAR,IT,1999,371,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,PULMONAR,PT,1999,283,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,PULMONAR,SE,1999,241,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,PULMONAR,UK,1999,131,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,STRESS,DK,1999,277,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,STRESS,ES,1999,327,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,STRESS,EU_V,1999,723,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,STRESS,FI,1999,1979,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,STRESS,IT,1999,558,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,STRESS,LU,1999,351,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,STRESS,PT,1999,1007,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,STRESS,SE,1999,982,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,STRESS,UK,1999,856,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,TOTAL,DK,1999,7078,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,TOTAL,ES,1999,2148,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,TOTAL,EU_V,1999,4627,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,TOTAL,FI,1999,21688,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,TOTAL,HU,1999,2008,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,TOTAL,IE,1999,3104,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,TOTAL,IT,1999,4035,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,TOTAL,LU,1999,3842,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,TOTAL,PT,1999,2680,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,TOTAL,SE,1999,8109,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,D,TOTAL,UK,1999,3113,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,MUSC_SKE,DK,1999,2607,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,MUSC_SKE,ES,1999,866,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,MUSC_SKE,EU_V,1999,2043,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,MUSC_SKE,FI,1999,12797,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,MUSC_SKE,IT,1999,1873,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,MUSC_SKE,LU,1999,1599,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,MUSC_SKE,SE,1999,4519,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,MUSC_SKE,UK,1999,638,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,OTHER,EL,1999,427,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,OTHER,ES,1999,546,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,OTHER,EU_V,1999,556,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,OTHER,FI,1999,607,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,OTHER,HU,1999,535,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,OTHER,IT,1999,241,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,OTHER,LU,1999,1489,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,OTHER,UK,1999,358,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,PULMONAR,EU_V,1999,275,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,PULMONAR,FI,1999,1483,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,PULMONAR,UK,1999,548,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,STRESS,ES,1999,664,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,STRESS,EU_V,1999,928,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,STRESS,FI,1999,4104,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,STRESS,IT,1999,1708,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,STRESS,LU,1999,3308,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,STRESS,UK,1999,1151,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,TOTAL,DK,1999,8685,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,TOTAL,ES,1999,2074,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,TOTAL,EU_V,1999,3946,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,TOTAL,FI,1999,18991,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,TOTAL,IE,1999,3808,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,TOTAL,IT,1999,4239,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,TOTAL,LU,1999,6396,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,TOTAL,SE,1999,4519,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,E,TOTAL,UK,1999,2695,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,MUSC_SKE,DK,1999,5646,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,MUSC_SKE,ES,1999,1364,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,MUSC_SKE,EU_V,1999,3158,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,MUSC_SKE,IT,1999,3038,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,MUSC_SKE,LU,1999,5796,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,MUSC_SKE,PT,1999,1055,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,MUSC_SKE,SE,1999,6397,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,MUSC_SKE,UK,1999,1564,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,OTHER,DK,1999,3414,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,OTHER,ES,1999,545,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,OTHER,EU_V,1999,855,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,OTHER,FI,1999,2584,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,OTHER,HU,1999,466,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,OTHER,IT,1999,658,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,OTHER,LU,1999,817,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,OTHER,UK,1999,668,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,PULMONAR,DK,1999,792,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,PULMONAR,ES,1999,430,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,PULMONAR,EU_V,1999,286,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,PULMONAR,HU,1999,224,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,PULMONAR,IT,1999,269,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,PULMONAR,LU,1999,217,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,PULMONAR,SE,1999,120,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,STRESS,EU_V,1999,476,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,STRESS,FI,1999,1109,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,STRESS,PT,1999,495,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,STRESS,SE,1999,948,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,STRESS,UK,1999,905,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,TOTAL,DK,1999,9853,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,TOTAL,ES,1999,2339,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,TOTAL,EU_V,1999,5005,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,TOTAL,FI,1999,19606,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,TOTAL,IE,1999,3712,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,TOTAL,IT,1999,4423,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,TOTAL,LU,1999,6830,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,TOTAL,PT,1999,1745,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,TOTAL,SE,1999,8187,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,F,TOTAL,UK,1999,3137,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,MUSC_SKE,DK,1999,4753,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,MUSC_SKE,ES,1999,952,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,MUSC_SKE,EU_V,1999,2526,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,MUSC_SKE,FI,1999,11165,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,MUSC_SKE,HU,1999,606,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,MUSC_SKE,IT,1999,1538,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,MUSC_SKE,LU,1999,3704,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,MUSC_SKE,PT,1999,1138,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,MUSC_SKE,SE,1999,5405,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,MUSC_SKE,UK,1999,1930,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,OTHER,DK,1999,1133,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,OTHER,ES,1999,388,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,OTHER,EU_V,1999,695,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,OTHER,FI,1999,2728,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,OTHER,HU,1999,409,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,OTHER,IT,1999,454,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,OTHER,LU,1999,1722,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,OTHER,PT,1999,266,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,OTHER,SE,1999,1099,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,OTHER,UK,1999,642,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,PULMONAR,ES,1999,158,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,PULMONAR,EU_V,1999,194,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,PULMONAR,IT,1999,142,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,PULMONAR,LU,1999,1083,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,PULMONAR,PT,1999,123,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,PULMONAR,SE,1999,413,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,PULMONAR,UK,1999,63,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,STRESS,DK,1999,624,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,STRESS,ES,1999,400,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,STRESS,EU_V,1999,893,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,STRESS,FI,1999,3301,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,STRESS,IT,1999,405,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,STRESS,LU,1999,521,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,STRESS,PT,1999,357,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,STRESS,SE,1999,1180,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,STRESS,UK,1999,1175,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,TOTAL,DK,1999,6553,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,TOTAL,ES,1999,1897,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,TOTAL,EU_V,1999,4493,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,TOTAL,FI,1999,19132,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,TOTAL,IE,1999,3077,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,TOTAL,IT,1999,2977,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,TOTAL,LU,1999,7030,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,TOTAL,PT,1999,1884,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,TOTAL,SE,1999,8790,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,G,TOTAL,UK,1999,3811,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,H,MUSC_SKE,DK,1999,4198,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,H,MUSC_SKE,ES,1999,977,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,H,MUSC_SKE,EU_V,1999,1729,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,H,MUSC_SKE,IT,1999,1418,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,H,MUSC_SKE,LU,1999,1825,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,H,MUSC_SKE,PT,1999,770,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,H,MUSC_SKE,SE,1999,5251,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,H,MUSC_SKE,UK,1999,707,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,H,OTHER,DK,1999,2934,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,H,OTHER,ES,1999,381,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,H,OTHER,EU_V,1999,818,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,H,OTHER,HU,1999,792,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,H,OTHER,IT,1999,530,
dataflow,ESTAT:HSW_HP_DINAG(1.0),A,RT,TOTAL,H,OTHER,PT,1999,911,
