STRUCTURE,STRUCTURE_ID,freq,unit,severity,age,sex,nace_r1,modinj,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,M,TOTAL,CMI90,EU_V,2005,79.3,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,M,TOTAL,TOTAL,EU_V,2005,2824.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,A,CMI10,EU_V,2005,47.9,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,A,CMI20,EU_V,2005,1.6,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,A,CMI30,EU_V,2005,651.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,A,CMI40,EU_V,2005,279.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,A,CMI50,EU_V,2005,448.9,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,A,CMI60,EU_V,2005,181.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,A,CMI70,EU_V,2005,323.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,A,CMI80,EU_V,2005,252.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,A,CMI90,EU_V,2005,364.6,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,A,TOTAL,EU_V,2005,2550.9,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,B,CMI10,EU_V,2005,62.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,B,CMI20,EU_V,2005,16.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,B,CMI30,EU_V,2005,1021.6,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,B,CMI40,EU_V,2005,992.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,B,CMI50,EU_V,2005,594.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,B,CMI60,EU_V,2005,238.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,B,CMI70,EU_V,2005,1178.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,B,CMI80,EU_V,2005,93.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,B,CMI90,EU_V,2005,411.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,B,TOTAL,EU_V,2005,4611.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,C,CMI10,EU_V,2005,63.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,C,CMI20,EU_V,2005,6.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,C,CMI30,EU_V,2005,693.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,C,CMI40,EU_V,2005,896.0,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,C,CMI50,EU_V,2005,437.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,C,CMI60,EU_V,2005,221.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,C,CMI70,EU_V,2005,561.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,C,CMI80,EU_V,2005,11.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,C,CMI90,EU_V,2005,98.0,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,C,TOTAL,EU_V,2005,2989.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,D,CMI10,EU_V,2005,117.0,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,D,CMI20,EU_V,2005,2.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,D,CMI30,EU_V,2005,577.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,D,CMI40,EU_V,2005,539.0,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,D,CMI50,EU_V,2005,724.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,D,CMI60,EU_V,2005,289.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,D,CMI70,EU_V,2005,477.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,D,CMI80,EU_V,2005,11.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,D,CMI90,EU_V,2005,48.9,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,D,TOTAL,EU_V,2005,2787.6,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,E,CMI10,EU_V,2005,57.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,E,CMI20,EU_V,2005,3.3,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,E,CMI30,EU_V,2005,349.0,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,E,CMI40,EU_V,2005,216.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,E,CMI50,EU_V,2005,171.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,E,CMI60,EU_V,2005,86.6,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,E,CMI70,EU_V,2005,300.0,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,E,CMI80,EU_V,2005,21.3,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,E,CMI90,EU_V,2005,31.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,E,TOTAL,EU_V,2005,1237.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,F,CMI10,EU_V,2005,124.0,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,F,CMI20,EU_V,2005,9.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,F,CMI30,EU_V,2005,1320.3,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,F,CMI40,EU_V,2005,942.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,F,CMI50,EU_V,2005,928.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,F,CMI60,EU_V,2005,236.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,F,CMI70,EU_V,2005,946.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,F,CMI80,EU_V,2005,23.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,F,CMI90,EU_V,2005,106.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,F,TOTAL,EU_V,2005,4635.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,G,CMI10,EU_V,2005,35.6,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,G,CMI20,EU_V,2005,1.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,G,CMI30,EU_V,2005,395.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,G,CMI40,EU_V,2005,320.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,G,CMI50,EU_V,2005,328.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,G,CMI60,EU_V,2005,101.9,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,G,CMI70,EU_V,2005,376.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,G,CMI80,EU_V,2005,16.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,G,CMI90,EU_V,2005,32.3,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,G,TOTAL,EU_V,2005,1609.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,H,CMI10,EU_V,2005,217.9,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,H,CMI20,EU_V,2005,2.9,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,H,CMI30,EU_V,2005,675.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,H,CMI40,EU_V,2005,305.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,H,CMI50,EU_V,2005,671.9,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,H,CMI60,EU_V,2005,67.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,H,CMI70,EU_V,2005,377.3,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,H,CMI80,EU_V,2005,39.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,H,CMI90,EU_V,2005,45.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,H,TOTAL,EU_V,2005,2403.0,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,I,CMI10,EU_V,2005,46.3,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,I,CMI20,EU_V,2005,3.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,I,CMI30,EU_V,2005,853.0,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,I,CMI40,EU_V,2005,596.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,I,CMI50,EU_V,2005,277.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,I,CMI60,EU_V,2005,164.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,I,CMI70,EU_V,2005,615.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,I,CMI80,EU_V,2005,66.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,I,CMI90,EU_V,2005,57.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,I,TOTAL,EU_V,2005,2680.3,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,J,CMI10,EU_V,2005,5.3,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,J,CMI20,EU_V,2005,0.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,J,CMI30,EU_V,2005,123.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,J,CMI40,EU_V,2005,51.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,J,CMI50,EU_V,2005,29.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,J,CMI60,EU_V,2005,11.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,J,CMI70,EU_V,2005,77.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,J,CMI80,EU_V,2005,7.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,J,CMI90,EU_V,2005,8.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,J,TOTAL,EU_V,2005,314.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,K,CMI10,EU_V,2005,42.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,K,CMI20,EU_V,2005,1.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,K,CMI30,EU_V,2005,400.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,K,CMI40,EU_V,2005,249.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,K,CMI50,EU_V,2005,228.3,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,K,CMI60,EU_V,2005,84.9,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,K,CMI70,EU_V,2005,242.6,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,K,CMI80,EU_V,2005,29.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,K,CMI90,EU_V,2005,29.9,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,K,TOTAL,EU_V,2005,1308.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,L,CMI10,EU_V,2005,27.0,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,L,CMI20,EU_V,2005,1.0,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,L,CMI30,EU_V,2005,405.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,L,CMI40,EU_V,2005,182.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,L,CMI50,EU_V,2005,118.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,L,CMI60,EU_V,2005,46.0,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,L,CMI70,EU_V,2005,347.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,L,CMI80,EU_V,2005,81.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,L,CMI90,EU_V,2005,41.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,L,TOTAL,EU_V,2005,1251.0,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,M,CMI10,EU_V,2005,18.6,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,M,CMI20,EU_V,2005,0.3,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,M,CMI30,EU_V,2005,209.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,M,CMI40,EU_V,2005,83.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,M,CMI50,EU_V,2005,79.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,M,CMI60,EU_V,2005,19.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,M,CMI70,EU_V,2005,121.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,M,CMI80,EU_V,2005,32.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,M,CMI90,EU_V,2005,17.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,M,TOTAL,EU_V,2005,582.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,N,CMI10,EU_V,2005,43.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,N,CMI20,EU_V,2005,0.9,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,N,CMI30,EU_V,2005,342.6,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,N,CMI40,EU_V,2005,126.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,N,CMI50,EU_V,2005,186.6,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,N,CMI60,EU_V,2005,49.6,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,N,CMI70,EU_V,2005,419.6,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,N,CMI80,EU_V,2005,103.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,N,CMI90,EU_V,2005,35.9,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,N,TOTAL,EU_V,2005,1309.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,O,CMI10,EU_V,2005,44.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,O,CMI20,EU_V,2005,1.9,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,O,CMI30,EU_V,2005,468.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,O,CMI40,EU_V,2005,255.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,O,CMI50,EU_V,2005,199.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,O,CMI60,EU_V,2005,75.0,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,O,CMI70,EU_V,2005,376.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,O,CMI80,EU_V,2005,86.3,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,O,CMI90,EU_V,2005,37.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,O,TOTAL,EU_V,2005,1544.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,P,CMI10,EU_V,2005,12.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,P,CMI30,EU_V,2005,191.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,P,CMI40,EU_V,2005,60.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,P,CMI50,EU_V,2005,76.9,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,P,CMI60,EU_V,2005,10.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,P,CMI70,EU_V,2005,72.3,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,P,CMI80,EU_V,2005,7.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,P,CMI90,EU_V,2005,9.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,P,TOTAL,EU_V,2005,440.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,Q,CMI10,EU_V,2005,10.3,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,Q,CMI30,EU_V,2005,85.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,Q,CMI40,EU_V,2005,50.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,Q,CMI50,EU_V,2005,77.0,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,Q,CMI60,EU_V,2005,19.0,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,Q,CMI70,EU_V,2005,71.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,Q,CMI80,EU_V,2005,9.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,Q,CMI90,EU_V,2005,9.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,Q,TOTAL,EU_V,2005,332.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,CMI10,EU_V,2005,67.3,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,CMI20,EU_V,2005,2.3,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,CMI30,EU_V,2005,536.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,CMI40,EU_V,2005,366.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,CMI50,EU_V,2005,401.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,CMI60,EU_V,2005,136.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,CMI70,EU_V,2005,414.6,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,CMI80,EU_V,2005,49.9,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,CMI90,EU_V,2005,59.6,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,TOTAL,EU_V,2005,2035.0,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,CMI10,EU_V,2005,124.1,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,CMI20,EU_V,2005,2.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,CMI30,EU_V,2005,482.8,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,CMI40,EU_V,2005,463.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,CMI50,EU_V,2005,762.2,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,CMI60,EU_V,2005,193.5,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,CMI70,EU_V,2005,315.7,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,CMI80,EU_V,2005,49.9,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,CMI90,EU_V,2005,59.3,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,TOTAL,EU_V,2005,2453.4,
dataflow,ESTAT:HSW_AW_CO2(1.0),A,RT,D_GE4,Y18-24,T,TOTAL,CMI10,EU_V,2005,119.0,
