STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,worktime,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,CY,2011,30.907,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,CZ,2011,179.739,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,DE,2011,6761.786,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,DK,2011,583.934,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,EE,2011,43.924,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,EL,2011,217.346,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,ES,2011,2296.28,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,EU28,2011,31934.076,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,FI,2011,255.386,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,FR,2011,3318.012,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,HR,2011,79.826,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,HU,2011,187.934,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,IE,2011,398.932,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,IS,2011,23.615,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,IT,2011,2967.225,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,LT,2011,84.035,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,LU,2011,29.343,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,LV,2011,52.093,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,MT,2011,18.345,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,NL,2011,3590.665,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,PL,2011,920.013,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,PT,2011,338.439,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,RO,2011,710.217,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,SE,2011,880.976,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,SI,2011,64.836,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,SK,2011,76.893,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,TR,2011,2039.791,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,TOTAL,T,UK,2011,6089.437,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,AT,2011,49.925,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,BE,2011,48.774,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,CH,2011,62.188,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,CY,2011,2.464,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,CZ,2011,15.5,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,DE,2011,404.503,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,DK,2011,141.682,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,EE,2011,6.092,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,EL,2011,14.631,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,ES,2011,213.883,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,EU28,2011,3039.028,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,FI,2011,58.694,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,FR,2011,278.129,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,HU,2011,14.604,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,IE,2011,45.045,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,IS,2011,4.635,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,IT,2011,150.829,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,LU,2011,1.088,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,MT,2011,1.738,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,NL,2011,511.328,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,PL,2011,96.345,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,PT,2011,33.038,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,RO,2011,53.42,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,SE,2011,138.714,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,SI,2011,14.639,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,SK,2011,4.827,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,TR,2011,247.464,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,F,UK,2011,724.888,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,AT,2011,25.69,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,BE,2011,21.938,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,CH,2011,39.644,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,CY,2011,2.275,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,CZ,2011,8.928,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,DE,2011,284.762,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,DK,2011,101.253,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,EL,2011,14.227,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,ES,2011,107.879,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,EU28,2011,2145.391,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,FI,2011,33.701,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,FR,2011,160.747,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,HU,2011,10.86,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,IE,2011,31.5,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,IS,2011,3.337,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,IT,2011,100.322,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,LU,2011,0.669,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,MT,2011,1.898,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,NL,2011,413.561,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,PL,2011,96.754,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,PT,2011,18.846,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,RO,2011,64.191,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,SE,2011,81.3,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,SI,2011,13.69,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,SK,2011,5.095,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,TR,2011,209.535,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,M,UK,2011,529.303,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,AT,2011,75.615,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,BE,2011,70.712,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,BG,2011,8.795,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,CH,2011,101.833,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,CY,2011,4.739,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,CZ,2011,24.428,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,DE,2011,689.266,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,DK,2011,242.935,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,EE,2011,8.516,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,EL,2011,28.859,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,ES,2011,321.763,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,EU28,2011,5184.42,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,FI,2011,92.395,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,FR,2011,438.876,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,HR,2011,6.014,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,HU,2011,25.465,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,IE,2011,76.545,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,IS,2011,7.972,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,IT,2011,251.151,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,LT,2011,7.721,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,LU,2011,1.757,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,LV,2011,5.291,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,MT,2011,3.636,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,NL,2011,924.889,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,PL,2011,193.099,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,PT,2011,51.884,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,RO,2011,117.612,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,SE,2011,220.014,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,SI,2011,28.33,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,SK,2011,9.922,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,TR,2011,456.999,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y15-24,T,UK,2011,1254.192,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,AT,2011,137.249,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,BE,2011,153.727,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,CH,2011,165.469,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,CY,2011,6.082,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,CZ,2011,34.848,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,DE,2011,990.034,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,DK,2011,65.409,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,EE,2011,6.772,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,EL,2011,39.499,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,ES,2011,450.473,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,EU28,2011,4902.061,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,FI,2011,35.649,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,FR,2011,559.983,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,HR,2011,9.856,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,HU,2011,29.139,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,IE,2011,56.355,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,IS,2011,4.316,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,IT,2011,543.32,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,LT,2011,9.442,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,LU,2011,4.858,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,LV,2011,9.048,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,MT,2011,2.93,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,NL,2011,472.477,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,PL,2011,149.372,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,PT,2011,48.734,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,RO,2011,73.035,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,SE,2011,133.449,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,SI,2011,11.755,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,SK,2011,12.557,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,TR,2011,365.022,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,F,UK,2011,850.19,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,AT,2011,34.534,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,BE,2011,35.48,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,CH,2011,56.497,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,CY,2011,3.658,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,CZ,2011,9.199,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,DE,2011,262.966,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,DK,2011,31.589,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,EE,2011,3.733,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,EL,2011,23.75,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,ES,2011,196.304,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,EU28,2011,1603.261,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,FI,2011,17.603,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,FR,2011,149.683,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,HU,2011,19.724,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,IE,2011,25.856,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,IT,2011,167.661,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,LT,2011,7.658,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,LU,2011,0.991,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,LV,2011,5.86,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,NL,2011,137.749,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,PL,2011,58.136,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,PT,2011,31.542,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,RO,2011,101.63,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,SE,2011,42.459,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,SI,2011,5.142,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,SK,2011,7.641,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,TR,2011,164.469,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,M,UK,2011,213.81,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,AT,2011,171.783,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,BE,2011,189.207,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,BG,2011,10.663,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,CH,2011,221.965,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,CY,2011,9.74,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,CZ,2011,44.047,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,DE,2011,1253.001,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,DK,2011,96.998,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,EE,2011,10.505,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,EL,2011,63.249,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,ES,2011,646.777,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,EU28,2011,6505.322,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,FI,2011,53.252,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,FR,2011,709.667,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,HR,2011,13.175,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,HU,2011,48.863,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,IE,2011,82.211,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,IS,2011,5.304,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,IT,2011,710.981,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,LT,2011,17.099,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,LU,2011,5.849,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,LV,2011,14.908,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,MT,2011,3.669,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,NL,2011,610.226,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,PL,2011,207.508,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,PT,2011,80.276,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,RO,2011,174.666,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,SE,2011,175.907,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,SI,2011,16.897,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,SK,2011,20.198,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,TR,2011,529.491,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y25-34,T,UK,2011,1064,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,AT,2011,232.77,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,BE,2011,226.212,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,CH,2011,265.366,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,CY,2011,4.841,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,CZ,2011,42.788,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,DE,2011,1715.313,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,DK,2011,82.859,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,EE,2011,7.905,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,EL,2011,36.749,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,ES,2011,541.284,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,EU28,2011,7254.902,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,FI,2011,31.954,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,FR,2011,866.867,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,HR,2011,10.481,u
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,HU,2011,36.222,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,IE,2011,73.787,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,IS,2011,3.29,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,IT,2011,897.781,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,LT,2011,14.631,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,LU,2011,10.006,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,LV,2011,8.648,
dataflow,ESTAT:HLTH_DLM080(1.0),A,THS,PB1041,PT,Y35-44,F,MT,2011,4.662,
