STRUCTURE,STRUCTURE_ID,freq,hlthcare,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,DE,2018,76.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,DE,2019,75.80,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,DE,2020,66.80,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,DE,2021,66.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,EE,2013,69.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,EE,2014,68.90,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,EE,2015,68.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,EE,2016,69.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,EE,2017,68.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,EE,2018,70.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,EE,2019,70.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,EE,2020,64.90,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,EE,2021,65.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,ES,2010,75.13,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,ES,2011,74.19,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,ES,2012,74.17,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,ES,2013,74.45,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,ES,2014,74.37,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,ES,2015,74.50,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,ES,2016,74.76,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,ES,2017,74.07,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,ES,2018,74.23,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,ES,2019,74.03,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,ES,2020,66.69,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,ES,2021,69.73,p
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,FI,2018,100,e
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,FI,2019,100,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,FI,2020,100,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,FI,2021,100,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,FR,2013,74.73,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,FR,2014,75.03,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,FR,2015,75.26,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,FR,2016,75.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,FR,2017,75.71,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,FR,2018,75.74,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,FR,2019,75.93,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,FR,2020,69.88,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,FR,2021,71.89,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HR,2009,81.75,b
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HR,2010,75.09,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HR,2011,75.55,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HR,2012,75.16,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HR,2013,72.79,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HR,2014,71.64,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HR,2015,75.62,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HR,2016,76.52,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HR,2017,74.63,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HR,2018,72.97,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HR,2019,71.03,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HR,2020,57.23,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HR,2021,62.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HU,2010,71.35,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HU,2011,70.76,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HU,2012,68.80,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HU,2013,70.18,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HU,2014,70.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HU,2015,69.15,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HU,2016,68.44,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HU,2017,65.51,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HU,2018,65.01,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HU,2019,64.06,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HU,2020,51.75,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,HU,2021,51.58,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IE,2015,88.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IE,2016,88.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IE,2017,88.30,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IE,2018,89.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IE,2019,88.80,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IE,2020,68.90,b
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IE,2021,76.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2000,75.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2001,75.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2002,76.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2003,75.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2004,76.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2005,76.90,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2006,77.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2007,78.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2008,78.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2009,79.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2010,78.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2011,78.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2012,77.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2013,77.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2014,77.30,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2015,78.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2016,77.30,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2017,78.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2018,78.50,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2019,77.90,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2020,67.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,IT,2021,71.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LI,2019,79.22,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LI,2020,59.83,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LI,2021,82.25,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LT,2013,68.64,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LT,2014,67.95,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LT,2015,69.16,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LT,2016,71.42,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LT,2017,71.49,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LT,2018,72.11,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LT,2019,71.34,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LT,2020,55.08,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LT,2021,55.75,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2000,76.12,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2001,75.17,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2002,74.13,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2003,74.45,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2004,74.57,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2005,74.22,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2006,76.21,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2007,76.11,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2008,75.48,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2009,64.01,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2010,71.09,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2011,70.41,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2012,68.05,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2013,68.04,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2014,69.69,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2015,70.67,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2016,70.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2017,71.13,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2018,73.08,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2019,73.22,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2020,65.11,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,LV,2021,64.77,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,ME,2018,72.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,ME,2019,69.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,ME,2020,50.71,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NL,2015,63.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NL,2016,66.30,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NL,2017,65.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NL,2018,63.80,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NL,2019,63.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NL,2020,59.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NL,2021,61.30,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2002,81.32,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2003,81.09,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2004,79.50,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2005,81.03,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2006,81.90,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2007,81.35,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2008,82.42,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2009,84.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2010,86.65,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2011,84.12,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2012,85.24,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2013,84.42,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2014,83.66,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2015,78.85,b
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2016,78.67,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2017,78.47,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2018,78.51,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2019,77.88,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2020,70.90,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,NO,2021,73.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2000,73.46,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2001,71.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2002,72.83,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2003,72.34,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2004,71.47,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2005,73.42,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2006,73.67,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2007,74.61,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2008,74.79,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2009,75.68,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2010,75.71,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2011,74.74,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2012,75.42,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2013,75.48,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2014,76.17,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2015,77.50,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2016,78.48,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2017,79.24,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2018,78.29,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2019,77.58,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2020,70.25,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,PT,2021,73.51,p
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,RS,2014,74.90,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,RS,2015,74.40,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,RS,2016,78.00,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,RS,2017,75.70,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,RS,2018,74.90,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,RS,2019,73.60,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,RS,2020,50.20,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,RS,2021,72.50,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,SI,2011,73.48,e
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,SI,2012,74.85,e
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,SI,2013,72.38,e
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,SI,2014,73.35,e
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,SI,2015,73.68,e
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,SI,2016,73.16,e
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,SI,2017,72.06,e
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,SI,2018,72.95,e
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,SI,2019,71.11,e
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,SI,2020,62.56,e
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,SI,2021,63.75,e
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,SK,2018,64.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,SK,2019,63.50,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,SK,2020,54.90,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,SK,2021,55.90,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2002,58.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2003,59.80,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2004,65.50,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2005,64.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2006,67.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2007,64.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2008,65.50,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2009,64.90,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2010,63.30,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2011,64.30,b
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2012,64.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2013,64.80,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2014,67.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2015,68.50,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2016,67.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2017,67.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2018,65.80,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2019,65.30,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2020,52.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2021,55.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1989,76.78,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1990,80.67,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1991,79.99,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1992,79.28,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1993,79.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1994,79.37,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1995,82.11,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1996,83.31,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1997,76.31,b
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1998,78.06,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1999,76.89,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2000,77.23,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2001,75.65,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2002,76.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2003,76.47,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2004,79.21,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2005,77.01,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2006,77.64,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2007,77.27,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2008,78.25,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2009,77.46,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2010,76.52,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2011,75.93,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2012,75.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2013,74.92,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2014,74.55,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2015,73.89,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2016,73.81,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2017,73.29,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2018,73.31,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2019,72.95,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2020,64.06,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2021,66.56,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2000,75.45,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2001,75.33,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2002,75.24,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2003,74.83,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2004,74.51,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2005,74.67,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2006,74.07,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2007,73.84,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2008,74.66,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2009,73.68,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2010,73.54,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2011,73.52,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2012,73.84,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2013,73.16,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2014,72.75,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2015,72.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2016,73.17,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2017,73.16,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2018,73.18,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2019,72.47,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2020,62.14,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2021,64.54,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BG,2019,64.50,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BG,2020,54.53,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BG,2021,57.01,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1980,77.90,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1981,78.10,
