STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,AT,2011,4.8,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,BE,2011,1.3,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,BG,2011,2.3,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,CH,2011,4.1,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,CY,2011,0.4,u
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,CZ,2011,1.1,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,DE,2011,1.6,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,DK,2011,0.6,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,EE,2011,5.5,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,EL,2011,0.4,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,ES,2011,1.7,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,FI,2011,2.9,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,FR,2011,4.0,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,HR,2011,1.5,u
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,HU,2011,1.1,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,IE,2011,1.6,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,IS,2011,1.6,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,IT,2011,0.8,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,LT,2011,1.7,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,LU,2011,3.0,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,LV,2011,2.3,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,MT,2011,1.5,u
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,NL,2011,0.9,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,PL,2011,1.3,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,PT,2011,3.7,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,RO,2011,3.9,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,SE,2011,2.0,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,SI,2011,3.7,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,SK,2011,1.9,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,TR,2011,1.9,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,F,UK,2011,2.4,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,M,AT,2011,4.7,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,M,BE,2011,1.4,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,M,BG,2011,1.8,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,M,CH,2011,2.8,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,M,CY,2011,0.8,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,M,CZ,2011,1.0,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,M,DE,2011,1.7,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,M,DK,2011,0.6,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,M,EE,2011,4.7,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,M,EL,2011,0.4,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,M,ES,2011,1.4,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,M,FI,2011,2.8,
dataflow,ESTAT:HLTH_DP050(1.0),A,PC,PB2110,TOTAL,M,FR,2011,2.9,
