STRUCTURE,STRUCTURE_ID,freq,unit,accident,isced11,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,HR,2019,0.4,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,HU,2014,6.6,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,HU,2019,9.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,IE,2014,10.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,IE,2019,3.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,IS,2014,9.1,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,IS,2019,10.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,IT,2014,5.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,IT,2019,4.8,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,LT,2014,6.3,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,LT,2019,6.3,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,LU,2014,9.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,LU,2019,8.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,LV,2014,7.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,LV,2019,5.1,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,MT,2014,8.3,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,MT,2019,3.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,NL,2014,15.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,NL,2019,3.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,NO,2014,5.9,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,NO,2019,9.6,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,PL,2014,2.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,PL,2019,3.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,PT,2014,3.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,PT,2019,4.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,RO,2014,0.6,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,RO,2019,2.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,RS,2019,3.3,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,SE,2014,6.9,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,SE,2019,7.3,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,SI,2014,9.1,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,SI,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,SK,2014,4.4,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,SK,2019,3.4,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,TR,2014,2.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,TR,2019,2.4,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y15-64,UK,2014,3.6,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,AT,2014,20.9,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,BE,2014,8.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,BG,2014,,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,CY,2014,1.1,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,CZ,2014,,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,DE,2014,40.3,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,DK,2014,,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,EE,2014,,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,EL,2014,,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,ES,2014,8.1,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,EU28,2014,14.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,FI,2014,,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,FR,2014,14.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,HR,2014,0,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,HU,2014,,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,IE,2014,,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,IS,2014,,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,IT,2014,17.6,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,LT,2014,19.0,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,LU,2014,,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,LV,2014,5.0,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,MT,2014,10.2,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,NL,2014,25.0,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,NO,2014,12.2,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,PL,2014,6.9,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,PT,2014,0,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,RO,2014,0,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,SE,2014,9.5,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,SI,2014,28.3,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,SK,2014,0,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,TR,2014,3.9,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y20-24,UK,2014,5.1,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,AT,2014,19.8,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,BE,2014,1.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,BG,2014,3.1,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,CY,2014,3.9,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,CZ,2014,5.4,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,DE,2014,19.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,DK,2014,4.6,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,EE,2014,14.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,EL,2014,0.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,ES,2014,7.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,EU28,2014,10.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,FI,2014,19.1,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,FR,2014,14.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,HR,2014,1.3,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,HU,2014,11.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,IE,2014,14.8,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,IS,2014,16.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,IT,2014,4.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,LT,2014,1.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,LU,2014,7.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,LV,2014,12.1,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,MT,2014,14.6,u
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,NL,2014,22.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,NO,2014,12.4,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,PL,2014,1.8,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,PT,2014,4.1,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,RO,2014,1.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,SE,2014,14.4,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,SI,2014,7.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,SK,2014,10.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,TR,2014,3.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-29,UK,2014,3.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,AT,2014,15.8,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,AT,2019,12.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,BE,2014,10.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,BE,2019,6.6,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,BG,2014,1.3,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,BG,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,CY,2014,3.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,CY,2019,1.9,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,CZ,2014,12.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,CZ,2019,10.4,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,DE,2014,18.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,DE,2019,16.9,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,DK,2014,5.8,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,DK,2019,5.1,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,EE,2014,9.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,EE,2019,10.3,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,EL,2014,1.6,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,EL,2019,1.4,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,ES,2014,6.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,ES,2019,4.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,EU27_2020,2014,11.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,EU27_2020,2019,8.8,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,EU28,2014,9.9,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,FI,2014,21.4,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,FI,2019,13.1,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,FR,2014,14.4,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,FR,2019,11.9,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,HR,2014,4.9,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,HR,2019,0.6,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,HU,2014,9.8,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,HU,2019,11.6,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,IE,2014,13.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,IE,2019,3.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,IS,2014,13.9,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,IS,2019,13.4,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,IT,2014,5.4,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,IT,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,LT,2014,6.3,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,LT,2019,8.8,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,LU,2014,11.6,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,LU,2019,12.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,LV,2014,7.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,LV,2019,6.9,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,MT,2014,14.4,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,MT,2019,2.9,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,NL,2014,20.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,NL,2019,4.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,NO,2014,9.1,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,NO,2019,11.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,PL,2014,2.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,PL,2019,4.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,PT,2014,5.8,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,PT,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,RO,2014,0.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,RO,2019,3.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,RS,2019,4.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,SE,2014,8.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,SE,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,SI,2014,10.3,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,SI,2019,11.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,SK,2014,6.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,SK,2019,2.4,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,TR,2014,2.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,TR,2019,1.3,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-34,UK,2014,4.3,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,AT,2014,10.4,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,BE,2014,5.1,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,BG,2014,0.9,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,CY,2014,2.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,CZ,2014,9.6,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,DE,2014,11.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,DK,2014,5.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,EE,2014,5.9,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,EL,2014,2.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,ES,2014,5.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,EU27_2020,2014,7.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,EU28,2014,7.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,FI,2014,14.3,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,FR,2014,8.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,HR,2014,3.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,HU,2014,6.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,IE,2014,9.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,IS,2014,9.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,IT,2014,4.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,LT,2014,5.6,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,LU,2014,8.6,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,LV,2014,7.3,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,MT,2014,7.8,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,NL,2014,15.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,NO,2014,5.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,PL,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,PT,2014,3.6,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,RO,2014,0.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,SE,2014,6.8,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,SI,2014,8.1,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,SK,2014,4.8,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,TR,2014,1.9,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y25-64,UK,2014,3.5,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y35-44,AT,2014,9.1,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y35-44,AT,2019,10.8,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y35-44,BE,2014,4.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y35-44,BE,2019,5.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y35-44,BG,2014,1.7,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y35-44,BG,2019,2.8,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y35-44,CY,2014,1.6,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y35-44,CY,2019,0.3,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y35-44,CZ,2014,15.6,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y35-44,CZ,2019,9.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y35-44,DE,2014,10.9,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y35-44,DE,2019,9.3,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y35-44,DK,2014,6.6,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y35-44,DK,2019,2.2,
dataflow,ESTAT:HLTH_EHIS_AC1E(1.0),A,PC,LEIS,ED5-8,M,Y35-44,EE,2014,7.2,
