STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,yes_no,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,AT,2012,460.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,BE,2012,345.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,BG,2012,71.9,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,CY,2012,11.4,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,CZ,2012,176.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,DE,2012,3142.4,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,DK,2012,294.5,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,EE,2012,34.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,EEA,2012,15466.2,e
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,EL,2012,76.9,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,ES,2012,1540.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,EU27_2007,2012,15316.6,e
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,FI,2012,68.4,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,FR,2012,3282.4,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,HU,2012,153.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,IS,2012,14.5,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,IT,2012,1179.2,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,LT,2012,90.4,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,LU,2012,40.5,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,LV,2012,45.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,MT,2012,4.4,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,NL,2012,618.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,NO,2012,135.1,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,PL,2012,741.9,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,PT,2012,285.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,RO,2012,82.1,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,SE,2012,282.9,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,SI,2012,87.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,SK,2012,134.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,F,UK,2012,2065.4,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,AT,2012,241.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,BE,2012,331.4,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,BG,2012,40.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,CY,2012,5.0,u
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,CZ,2012,183.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,DE,2012,2892.9,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,DK,2012,236.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,EE,2012,30.9,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,EEA,2012,13687.6,e
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,EL,2012,50.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,ES,2012,1301.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,EU27_2007,2012,13530.8,e
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,FI,2012,69.4,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,FR,2012,2507.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,HU,2012,157.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,IS,2012,16.2,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,IT,2012,1109.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,LT,2012,64.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,LU,2012,28.2,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,LV,2012,28.6,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,MT,2012,4.2,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,NL,2012,494.2,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,NO,2012,140.6,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,PL,2012,592.2,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,PT,2012,289.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,RO,2012,32.1,u
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,SE,2012,368.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,SI,2012,78.2,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,SK,2012,220.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,M,UK,2012,2174.1,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,AT,2012,701.1,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,BE,2012,676.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,BG,2012,112.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,CY,2012,16.4,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,CZ,2012,359.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,DE,2012,6035.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,DK,2012,530.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,EE,2012,65.5,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,EEA,2012,29153.8,e
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,EL,2012,127.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,ES,2012,2841.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,EU27_2007,2012,28847.5,e
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,FI,2012,137.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,FR,2012,5789.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,HU,2012,310.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,IS,2012,30.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,IT,2012,2288.9,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,LT,2012,155.2,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,LU,2012,68.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,LV,2012,74.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,MT,2012,8.6,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,NL,2012,1112.9,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,NO,2012,275.6,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,PL,2012,1334.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,PT,2012,574.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,RO,2012,114.2,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,SE,2012,651.6,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,SI,2012,165.5,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,SK,2012,354.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y15-44,T,UK,2012,4239.6,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,AT,2012,352.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,BE,2012,464.6,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,BG,2012,197.5,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,CY,2012,23.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,CZ,2012,403.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,DE,2012,3073.6,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,DK,2012,281.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,EE,2012,37.4,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,EEA,2012,18404.5,e
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,EL,2012,261.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,ES,2012,1815.5,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,EU27_2007,2012,18295.9,e
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,FI,2012,118.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,FR,2012,3339.9,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,HU,2012,217.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,IS,2012,7.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,IT,2012,2158.2,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,LT,2012,127.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,LU,2012,31.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,LV,2012,70.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,MT,2012,10.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,NL,2012,480.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,NO,2012,100.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,PL,2012,1296.4,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,PT,2012,532.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,RO,2012,335.1,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,SE,2012,334.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,SI,2012,135.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,SK,2012,309.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,F,UK,2012,1890.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,AT,2012,327.5,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,BE,2012,377.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,BG,2012,144.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,CY,2012,16.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,CZ,2012,328.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,DE,2012,2882.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,DK,2012,247.5,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,EE,2012,33.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,EEA,2012,15138.6,e
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,EL,2012,153.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,ES,2012,1485.5,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,EU27_2007,2012,15042.7,e
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,FI,2012,97.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,FR,2012,2608.1,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,HU,2012,176.9,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,IS,2012,6.1,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,IT,2012,1687.9,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,LT,2012,87.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,LU,2012,27.1,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,LV,2012,48.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,MT,2012,8.5,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,NL,2012,445.1,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,NO,2012,89.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,PL,2012,1140.4,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,PT,2012,398.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,RO,2012,247.2,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,SE,2012,250.1,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,SI,2012,115.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,SK,2012,217.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,M,UK,2012,1490.1,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,AT,2012,679.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,BE,2012,841.6,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,BG,2012,342.2,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,CY,2012,39.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,CZ,2012,731.2,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,DE,2012,5955.9,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,DK,2012,529.2,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,EE,2012,71.1,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,EEA,2012,33543.1,e
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,EL,2012,414.6,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,ES,2012,3301.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,EU27_2007,2012,33338.6,e
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,FI,2012,215.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,FR,2012,5948.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,HU,2012,393.9,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,IS,2012,14.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,IT,2012,3846.1,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,LT,2012,215.6,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,LU,2012,58.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,LV,2012,119.5,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,MT,2012,18.5,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,NL,2012,925.5,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,NO,2012,190.6,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,PL,2012,2436.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,PT,2012,931.1,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,RO,2012,582.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,SE,2012,584.1,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,SI,2012,250.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,SK,2012,526.0,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y45-64,T,UK,2012,3380.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,AT,2012,1174.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,BE,2012,1145.1,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,BG,2012,431.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,CY,2012,49.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,CZ,2012,893.7,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,DE,2012,9474.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,DK,2012,784.2,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,EE,2012,119.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,EEA,2012,50788.4,e
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,EL,2012,634.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,ES,2012,4900.2,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,EU27_2007,2012,50403.5,e
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,FI,2012,356.4,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,FR,2012,9216.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,HU,2012,569.8,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,IS,2012,30.5,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,IT,2012,5541.4,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,LT,2012,318.9,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,LU,2012,91.3,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,LV,2012,178.9,
dataflow,ESTAT:HLTH_DPEH060(1.0),A,THS,PB1040,NO_OD,Y_GE15,F,MT,2012,23.6,
