STRUCTURE,STRUCTURE_ID,freq,bmi,sex,age,quantile,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU1,PL,2008,26.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU1,RO,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU1,SI,2008,24.9,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU1,SK,2008,42.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU1,TR,2008,30.8,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU2,AT,2008,19.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU2,BE,2008,18.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU2,BG,2008,20.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU2,CY,2008,25.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU2,CZ,2008,37.4,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU2,DE,2008,18.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU2,EE,2008,28.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU2,EL,2008,38.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU2,ES,2008,27.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU2,HU,2008,25.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU2,LV,2008,36.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU2,MT,2008,31.0,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU2,PL,2008,31.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU2,RO,2008,13.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU2,SI,2008,22.4,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU2,SK,2008,26.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU2,TR,2008,30.7,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU3,AT,2008,17.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU3,BE,2008,34.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU3,BG,2008,7.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU3,CY,2008,16.1,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU3,CZ,2008,34.5,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU3,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU3,EE,2008,39.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU3,EL,2008,28.1,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU3,ES,2008,23.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU3,HU,2008,14.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU3,LV,2008,36.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU3,PL,2008,27.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU3,SK,2008,35.0,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU3,TR,2008,35.6,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU4,AT,2008,22.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU4,BE,2008,21.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU4,BG,2008,14.4,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU4,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU4,EE,2008,30.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU4,EL,2008,30.7,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU4,ES,2008,20.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU4,HU,2008,43.4,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU4,LV,2008,14.2,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU4,PL,2008,25.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU4,TR,2008,30.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU5,AT,2008,6.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU5,BE,2008,21.6,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU5,BG,2008,20.0,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU5,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU5,EE,2008,41.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU5,ES,2008,8.1,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU5,HU,2008,23.0,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU5,PL,2008,26.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,QU5,TR,2008,54.6,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,TOTAL,AT,2008,19.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,TOTAL,BE,2008,21.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,TOTAL,BG,2008,18.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,TOTAL,CY,2008,26.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,TOTAL,CZ,2008,35.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,TOTAL,DE,2008,21.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,TOTAL,EE,2008,33.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,TOTAL,EL,2008,32.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,TOTAL,ES,2008,26.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,TOTAL,FR,2008,17.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,TOTAL,HU,2008,26.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,TOTAL,LV,2008,35.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,TOTAL,MT,2008,31.9,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,TOTAL,PL,2008,27.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,TOTAL,RO,2008,10.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,TOTAL,SI,2008,24.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,TOTAL,SK,2008,33.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,TOTAL,TR,2008,33.4,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,UNK,BE,2008,15.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,UNK,DE,2008,16.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,UNK,EE,2008,25.1,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,UNK,EL,2008,31.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,UNK,ES,2008,24.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,UNK,FR,2008,17.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,UNK,MT,2008,23.1,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,UNK,PL,2008,26.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,UNK,RO,2008,5.0,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,UNK,SI,2008,30.5,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y65-74,UNK,SK,2008,13.9,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU1,AT,2008,15.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU1,BE,2008,19.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU1,BG,2008,15.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU1,CY,2008,21.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU1,CZ,2008,22.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU1,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU1,EE,2008,19.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU1,EL,2008,22.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU1,ES,2008,27.5,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU1,HU,2008,19.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU1,PL,2008,19.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU1,RO,2008,7.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU1,SI,2008,19.8,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU1,SK,2008,24.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU1,TR,2008,18.4,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU2,AT,2008,14.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU2,BE,2008,15.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU2,BG,2008,14.3,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU2,CY,2008,27.7,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU2,CZ,2008,22.1,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU2,EE,2008,30.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU2,EL,2008,18.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU2,ES,2008,26.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU2,HU,2008,13.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU2,LV,2008,29.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU2,MT,2008,45.5,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU2,PL,2008,22.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU2,RO,2008,9.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU2,SK,2008,20.1,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU2,TR,2008,19.5,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU3,AT,2008,26.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU3,BE,2008,20.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU3,BG,2008,16.7,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU3,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU3,EE,2008,23.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU3,EL,2008,6.8,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU3,ES,2008,19.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU3,HU,2008,25.7,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU3,LV,2008,24.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU3,PL,2008,23.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU3,TR,2008,5.4,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU4,AT,2008,12.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU4,BE,2008,16.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU4,BG,2008,24.5,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU4,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU4,EE,2008,31.9,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU4,ES,2008,33.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU4,HU,2008,21.0,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU4,PL,2008,19.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU4,TR,2008,26.2,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU5,AT,2008,11.9,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU5,BE,2008,1.0,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU5,BG,2008,11.1,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU5,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU5,EE,2008,33.8,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU5,ES,2008,17.1,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU5,PL,2008,28.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,QU5,TR,2008,31.5,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,TOTAL,AT,2008,15.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,TOTAL,BE,2008,17.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,TOTAL,BG,2008,15.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,TOTAL,CY,2008,22.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,TOTAL,CZ,2008,24.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,TOTAL,DE,2008,19.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,TOTAL,EE,2008,23.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,TOTAL,EL,2008,20.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,TOTAL,ES,2008,24.7,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,TOTAL,FR,2008,14.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,TOTAL,HU,2008,21.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,TOTAL,LV,2008,27.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,TOTAL,MT,2008,30.1,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,TOTAL,PL,2008,21.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,TOTAL,RO,2008,7.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,TOTAL,SI,2008,18.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,TOTAL,SK,2008,22.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,TOTAL,TR,2008,18.9,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,UNK,BE,2008,16.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,UNK,CZ,2008,18.4,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,UNK,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,UNK,EE,2008,20.7,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,UNK,EL,2008,21.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,UNK,ES,2008,16.3,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,UNK,FR,2008,14.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,UNK,PL,2008,20.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,UNK,RO,2008,18.7,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,F,Y_GE75,UNK,SI,2008,25.9,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU1,AT,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU1,BE,2008,11.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU1,BG,2008,11.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU1,CY,2008,17.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU1,CZ,2008,19.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU1,DE,2008,20.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU1,EE,2008,11.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU1,EL,2008,18.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU1,ES,2008,20.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU1,HU,2008,20.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU1,LV,2008,7.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU1,MT,2008,27.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU1,PL,2008,14.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU1,RO,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU1,SI,2008,23.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU1,SK,2008,14.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU1,TR,2008,11.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU2,AT,2008,13.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU2,BE,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU2,BG,2008,7.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU2,CY,2008,16.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU2,CZ,2008,22.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU2,DE,2008,19.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU2,EE,2008,12.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU2,EL,2008,20.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU2,ES,2008,19.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU2,HU,2008,24.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU2,LV,2008,12.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU2,MT,2008,26.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU2,PL,2008,18.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU2,RO,2008,8.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU2,SI,2008,27.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU2,SK,2008,17.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU2,TR,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU3,AT,2008,14.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU3,BE,2008,15.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU3,BG,2008,12.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU3,CY,2008,18.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU3,CZ,2008,22.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU3,DE,2008,19.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU3,EE,2008,16.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU3,EL,2008,18.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU3,ES,2008,18.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU3,HU,2008,20.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU3,LV,2008,12.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU3,MT,2008,27.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU3,PL,2008,18.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU3,RO,2008,5.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU3,SI,2008,19.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU3,SK,2008,14.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU3,TR,2008,12.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU4,AT,2008,12.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU4,BE,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU4,BG,2008,15.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU4,CY,2008,16.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU4,CZ,2008,22.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU4,DE,2008,16.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU4,EE,2008,20.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU4,EL,2008,17.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU4,ES,2008,17.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU4,HU,2008,23.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU4,LV,2008,11.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU4,MT,2008,22.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,GE30,M,TOTAL,QU4,PL,2008,15.8,
