STRUCTURE,STRUCTURE_ID,freq,bmi,sex,age,quantile,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU1,LV,2008,16.1,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU1,MT,2008,22.2,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU1,PL,2008,19.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU1,RO,2008,29.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU1,SI,2008,19.8,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU1,SK,2008,21.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU1,TR,2008,22.5,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU2,AT,2008,17.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU2,BE,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU2,BG,2008,21.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU2,CY,2008,21.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU2,CZ,2008,9.9,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU2,DE,2008,23.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU2,EE,2008,15.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU2,EL,2008,17.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU2,ES,2008,23.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU2,HU,2008,21.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU2,LV,2008,30.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU2,MT,2008,25.0,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU2,PL,2008,22.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU2,RO,2008,24.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU2,SI,2008,19.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU2,SK,2008,12.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU2,TR,2008,24.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU3,AT,2008,25.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU3,BE,2008,21.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU3,BG,2008,24.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU3,CY,2008,18.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU3,CZ,2008,18.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU3,DE,2008,24.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU3,EE,2008,20.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU3,EL,2008,22.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU3,ES,2008,22.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU3,HU,2008,19.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU3,LV,2008,24.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU3,MT,2008,33.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU3,PL,2008,19.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU3,RO,2008,20.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU3,SI,2008,30.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU3,SK,2008,18.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU3,TR,2008,25.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU4,AT,2008,19.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU4,BE,2008,26.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU4,BG,2008,20.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU4,CY,2008,20.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU4,CZ,2008,18.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU4,DE,2008,21.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU4,EE,2008,18.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU4,EL,2008,19.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU4,ES,2008,20.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU4,HU,2008,18.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU4,LV,2008,20.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU4,MT,2008,21.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU4,PL,2008,20.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU4,RO,2008,26.4,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU4,SI,2008,23.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU4,SK,2008,17.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU4,TR,2008,25.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU5,AT,2008,18.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU5,BE,2008,17.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU5,BG,2008,14.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU5,CY,2008,12.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU5,CZ,2008,18.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU5,DE,2008,21.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU5,EE,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU5,EL,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU5,ES,2008,16.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU5,HU,2008,19.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU5,LV,2008,17.4,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU5,MT,2008,18.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU5,PL,2008,17.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU5,SI,2008,13.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU5,SK,2008,13.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,QU5,TR,2008,22.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,TOTAL,AT,2008,20.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,TOTAL,BE,2008,20.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,TOTAL,BG,2008,18.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,TOTAL,CY,2008,17.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,TOTAL,CZ,2008,16.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,TOTAL,DE,2008,20.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,TOTAL,EE,2008,17.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,TOTAL,EL,2008,19.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,TOTAL,ES,2008,20.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,TOTAL,FR,2008,17.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,TOTAL,HU,2008,18.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,TOTAL,LV,2008,24.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,TOTAL,MT,2008,22.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,TOTAL,PL,2008,19.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,TOTAL,RO,2008,26.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,TOTAL,SI,2008,19.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,TOTAL,SK,2008,15.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,TOTAL,TR,2008,24.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,UNK,BE,2008,20.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,UNK,BG,2008,11.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,UNK,CY,2008,8.1,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,UNK,CZ,2008,13.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,UNK,DE,2008,15.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,UNK,EE,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,UNK,EL,2008,20.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,UNK,ES,2008,18.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,UNK,FR,2008,17.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,UNK,HU,2008,15.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,UNK,MT,2008,20.4,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,UNK,PL,2008,17.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,UNK,RO,2008,22.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,UNK,SI,2008,17.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,UNK,SK,2008,11.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y18-44,UNK,TR,2008,5.6,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU1,AT,2008,34.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU1,BE,2008,20.1,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU1,BG,2008,47.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU1,CY,2008,29.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU1,DE,2008,29.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU1,EE,2008,35.0,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU1,EL,2008,32.1,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU1,ES,2008,30.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU1,HU,2008,21.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU1,LV,2008,22.5,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU1,MT,2008,37.5,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU1,PL,2008,29.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU1,RO,2008,43.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU1,SK,2008,35.1,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU1,TR,2008,36.3,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU2,AT,2008,30.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU2,BE,2008,26.6,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU2,BG,2008,31.1,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU2,CY,2008,24.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU2,DE,2008,27.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU2,EE,2008,33.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU2,EL,2008,25.6,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU2,ES,2008,34.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU2,HU,2008,38.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU2,LV,2008,31.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU2,MT,2008,44.1,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU2,PL,2008,33.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU2,RO,2008,49.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU2,SI,2008,37.6,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU2,SK,2008,34.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU2,TR,2008,42.4,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU3,AT,2008,31.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU3,BE,2008,33.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU3,BG,2008,45.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU3,CY,2008,41.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU3,CZ,2008,60.3,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU3,DE,2008,31.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU3,EE,2008,35.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU3,EL,2008,30.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU3,ES,2008,26.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU3,HU,2008,43.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU3,LV,2008,37.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU3,MT,2008,31.4,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU3,PL,2008,36.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU3,RO,2008,48.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU3,SI,2008,33.7,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU3,SK,2008,33.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU3,TR,2008,39.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU4,AT,2008,35.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU4,BE,2008,29.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU4,BG,2008,45.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU4,CY,2008,31.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU4,CZ,2008,33.0,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU4,DE,2008,31.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU4,EE,2008,30.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU4,EL,2008,44.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU4,ES,2008,28.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU4,HU,2008,32.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU4,LV,2008,36.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU4,MT,2008,40.0,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU4,PL,2008,37.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU4,SI,2008,42.7,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU4,SK,2008,31.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU4,TR,2008,41.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU5,AT,2008,23.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU5,BE,2008,20.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU5,BG,2008,35.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU5,CY,2008,30.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU5,CZ,2008,52.2,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU5,DE,2008,24.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU5,EE,2008,27.2,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU5,EL,2008,51.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU5,ES,2008,30.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU5,HU,2008,31.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU5,MT,2008,43.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU5,PL,2008,38.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU5,SI,2008,27.4,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU5,SK,2008,36.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,QU5,TR,2008,38.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,TOTAL,AT,2008,30.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,TOTAL,BE,2008,26.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,TOTAL,BG,2008,39.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,TOTAL,CY,2008,32.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,TOTAL,CZ,2008,44.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,TOTAL,DE,2008,28.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,TOTAL,EE,2008,31.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,TOTAL,EL,2008,34.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,TOTAL,ES,2008,30.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,TOTAL,FR,2008,25.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,TOTAL,HU,2008,33.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,TOTAL,LV,2008,34.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,TOTAL,MT,2008,39.6,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,TOTAL,PL,2008,36.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,TOTAL,RO,2008,47.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,TOTAL,SI,2008,33.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,TOTAL,SK,2008,34.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,TOTAL,TR,2008,39.4,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,UNK,BE,2008,26.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,UNK,BG,2008,26.7,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,UNK,CZ,2008,46.4,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,UNK,DE,2008,28.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,UNK,EE,2008,34.1,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,UNK,EL,2008,29.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,UNK,ES,2008,31.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,UNK,FR,2008,25.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,UNK,HU,2008,30.4,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,UNK,MT,2008,39.5,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,UNK,PL,2008,37.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,UNK,RO,2008,57.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,UNK,SI,2008,31.5,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y45-54,UNK,SK,2008,35.9,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU1,AT,2008,36.9,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU1,BE,2008,13.6,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU1,BG,2008,43.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU1,CY,2008,38.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU1,DE,2008,35.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU1,EE,2008,34.4,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU1,EL,2008,48.0,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU1,ES,2008,37.8,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU1,HU,2008,35.7,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU1,LV,2008,30.3,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU1,MT,2008,20.0,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU1,PL,2008,34.5,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU1,RO,2008,50.3,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU1,SI,2008,39.6,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU1,SK,2008,28.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU1,TR,2008,37.8,u
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU2,AT,2008,40.0,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU2,BE,2008,25.1,
dataflow,ESTAT:HLTH_EHIS_DE2(1.0),A,25-30,F,Y55-64,QU2,BG,2008,55.6,
