STRUCTURE,STRUCTURE_ID,freq,unit,assist,wstatus,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,EU27_2007,2012,26974.2,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,FI,2012,120.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,FR,2012,3112.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,HU,2012,383.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,IS,2012,8.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,IT,2012,3938.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,LT,2012,227.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,LU,2012,21.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,LV,2012,71.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,MT,2012,15.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,NL,2012,628.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,NO,2012,221.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,PL,2012,1669.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,PT,2012,534.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,RO,2012,1116.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,SE,2012,310.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,SI,2012,73.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,SK,2012,196.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,POP,T,UK,2012,4826.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,AT,2012,115.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,BE,2012,151.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,BG,2012,202.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,CY,2012,9.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,CZ,2012,212.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,DE,2012,1467.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,DK,2012,50.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,EE,2012,41.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,EEA,2012,9225.2,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,EL,2012,289.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,ES,2012,975.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,EU27_2007,2012,9194.4,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,FI,2012,56.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,FR,2012,789.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,HU,2012,191.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,IS,2012,1.3,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,IT,2012,1810.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,LT,2012,106.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,LU,2012,4.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,LV,2012,35.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,MT,2012,2.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,NL,2012,82.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,NO,2012,29.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,PL,2012,678.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,PT,2012,214.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,RO,2012,519.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,SE,2012,109.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,SI,2012,35.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,SK,2012,76.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,F,UK,2012,969.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,AT,2012,43.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,BE,2012,63.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,BG,2012,110.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,CY,2012,9.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,CZ,2012,115.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,DE,2012,697.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,DK,2012,24.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,EE,2012,12.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,EEA,2012,5234.4,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,EL,2012,184.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,ES,2012,593.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,EU27_2007,2012,5219.7,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,FI,2012,21.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,FR,2012,551.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,HU,2012,60.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,IS,2012,0.3,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,IT,2012,1028.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,LT,2012,35.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,LU,2012,2.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,LV,2012,10.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,MT,2012,3.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,NL,2012,64.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,NO,2012,14.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,PL,2012,283.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,PT,2012,149.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,RO,2012,304.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,SE,2012,59.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,SI,2012,11.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,SK,2012,46.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,M,UK,2012,731.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,AT,2012,158.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,BE,2012,214.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,BG,2012,312.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,CY,2012,18.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,CZ,2012,328.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,DE,2012,2164.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,DK,2012,74.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,EE,2012,53.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,EEA,2012,14459.6,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,EL,2012,474.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,ES,2012,1568.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,EU27_2007,2012,14414.1,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,FI,2012,77.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,FR,2012,1340.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,HU,2012,251.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,IS,2012,1.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,IT,2012,2839.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,LT,2012,141.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,LU,2012,7.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,LV,2012,45.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,MT,2012,5.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,NL,2012,146.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,NO,2012,44.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,PL,2012,961.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,PT,2012,364.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,RO,2012,823.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,SE,2012,169.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,SI,2012,46.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,SK,2012,122.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,RET,T,UK,2012,1700.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,AT,2012,2.0,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,BE,2012,26.6,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,BG,2012,12.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,CY,2012,0.8,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,CZ,2012,10.7,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,DE,2012,139.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,DK,2012,28.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,EE,2012,1.6,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,EEA,2012,1422.4,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,EL,2012,17.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,ES,2012,238.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,EU27_2007,2012,1415.3,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,FI,2012,3.8,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,FR,2012,138.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,HU,2012,9.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,IS,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,IT,2012,82.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,LT,2012,6.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,LU,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,LV,2012,2.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,MT,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,NL,2012,62.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,NO,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,PL,2012,38.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,PT,2012,30.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,RO,2012,0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,SE,2012,14.1,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,SI,2012,3.7,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,SK,2012,5.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,F,UK,2012,539.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,AT,2012,7.0,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,BE,2012,18.3,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,BG,2012,9.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,CY,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,CZ,2012,20.4,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,DE,2012,137.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,DK,2012,17.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,EE,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,EEA,2012,1280.0,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,EL,2012,19.7,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,ES,2012,146.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,EU27_2007,2012,1275.2,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,FI,2012,4.4,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,FR,2012,141.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,HU,2012,7.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,IS,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,IT,2012,52.4,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,LT,2012,5.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,LU,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,LV,2012,0.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,MT,2012,0.3,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,NL,2012,38.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,NO,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,PL,2012,66.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,PT,2012,15.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,RO,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,SE,2012,10.1,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,SI,2012,3.0,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,SK,2012,9.7,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,M,UK,2012,541.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,AT,2012,9.0,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,BE,2012,44.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,BG,2012,22.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,CY,2012,1.2,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,CZ,2012,31.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,DE,2012,277.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,DK,2012,45.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,EE,2012,2.1,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,EEA,2012,2702.4,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,EL,2012,37.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,ES,2012,384.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,EU27_2007,2012,2690.5,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,FI,2012,8.2,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,FR,2012,279.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,HU,2012,16.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,IS,2012,0.8,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,IT,2012,134.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,LT,2012,11.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,LU,2012,1.5,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,LV,2012,2.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,MT,2012,0.6,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,NL,2012,100.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,NO,2012,11.1,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,PL,2012,105.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,PT,2012,45.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,RO,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,SE,2012,24.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,SI,2012,6.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,SK,2012,14.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1015,UNE,T,UK,2012,1080.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,AT,2012,149.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,BE,2012,222.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,BG,2012,98.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,CY,2012,5.8,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,CZ,2012,85.7,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,DE,2012,2175.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,DK,2012,102.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,EE,2012,26.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,EEA,2012,6909.3,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,EL,2012,82.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,ES,2012,300.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,EU27_2007,2012,6754.7,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,FI,2012,89.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,FR,2012,618.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,HU,2012,146.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,IS,2012,7.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,IT,2012,277.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,LT,2012,39.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,LU,2012,8.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,LV,2012,42.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,MT,2012,2.0,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,NL,2012,430.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,NO,2012,147.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,PL,2012,306.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,PT,2012,80.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,RO,2012,164.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,SE,2012,189.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,SI,2012,23.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,SK,2012,68.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,F,UK,2012,1015.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,AT,2012,155.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,BE,2012,142.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,BG,2012,86.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,CY,2012,11.4,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,CZ,2012,73.9,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,DE,2012,2308.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,DK,2012,106.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,EE,2012,16.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,EEA,2012,6591.9,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,EL,2012,102.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,ES,2012,323.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,EU27_2007,2012,6462.9,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,FI,2012,81.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,FR,2012,613.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,HU,2012,158.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,IS,2012,5.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,IT,2012,315.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,LT,2012,36.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,LU,2012,11.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,LV,2012,27.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,MT,2012,2.8,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,NL,2012,283.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,NO,2012,123.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,PL,2012,275.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,PT,2012,71.7,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,RO,2012,217.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,SE,2012,137.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,SI,2012,37.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,SK,2012,79.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,M,UK,2012,785.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,AT,2012,305.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,BE,2012,365.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,BG,2012,184.4,
