STRUCTURE,STRUCTURE_ID,freq,unit,assist,wstatus,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,CY,2012,17.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,CZ,2012,159.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,DE,2012,4484.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,DK,2012,209.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,EE,2012,43.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,EEA,2012,13501.2,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,EL,2012,184.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,ES,2012,623.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,EU27_2007,2012,13217.7,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,FI,2012,171.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,FR,2012,1231.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,HU,2012,305.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,IS,2012,12.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,IT,2012,592.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,LT,2012,76.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,LU,2012,20.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,LV,2012,69.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,MT,2012,4.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,NL,2012,714.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,NO,2012,270.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,PL,2012,582.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,PT,2012,152.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,RO,2012,381.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,SE,2012,327.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,SI,2012,60.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,SK,2012,148.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,EMP,T,UK,2012,1800.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,AT,2012,68.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,BE,2012,167.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,BG,2012,42.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,CY,2012,13.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,CZ,2012,48.5,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,DE,2012,1066.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,DK,2012,117.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,EE,2012,15.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,EEA,2012,5697.0,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,EL,2012,173.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,ES,2012,629.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,EU27_2007,2012,5548.8,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,FI,2012,38.5,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,FR,2012,575.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,HU,2012,230.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,IS,2012,9.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,IT,2012,490.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,LT,2012,42.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,LU,2012,7.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,LV,2012,27.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,MT,2012,11.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,NL,2012,296.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,NO,2012,139.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,PL,2012,591.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,PT,2012,69.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,RO,2012,270.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,SE,2012,64.6,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,SI,2012,17.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,SK,2012,39.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,F,UK,2012,434.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,AT,2012,28.5,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,BE,2012,112.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,BG,2012,49.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,CY,2012,5.3,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,CZ,2012,32.3,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,DE,2012,384.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,DK,2012,79.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,EE,2012,13.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,EEA,2012,2818.1,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,EL,2012,7.2,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,ES,2012,229.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,EU27_2007,2012,2755.0,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,FI,2012,22.4,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,FR,2012,194.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,HU,2012,179.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,IS,2012,4.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,IT,2012,110.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,LT,2012,42.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,LU,2012,1.7,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,LV,2012,23.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,MT,2012,1.1,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,NL,2012,150.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,NO,2012,59.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,PL,2012,515.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,PT,2012,26.2,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,RO,2012,156.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,SE,2012,43.8,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,SI,2012,10.1,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,SK,2012,37.6,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,M,UK,2012,297.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,AT,2012,97.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,BE,2012,280.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,BG,2012,91.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,CY,2012,18.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,CZ,2012,80.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,DE,2012,1450.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,DK,2012,196.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,EE,2012,28.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,EEA,2012,8515.0,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,EL,2012,180.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,ES,2012,858.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,EU27_2007,2012,8303.8,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,FI,2012,60.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,FR,2012,770.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,HU,2012,410.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,IS,2012,13.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,IT,2012,600.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,LT,2012,85.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,LU,2012,9.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,LV,2012,50.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,MT,2012,12.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,NL,2012,446.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,NO,2012,198.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,PL,2012,1106.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,PT,2012,95.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,RO,2012,427.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,SE,2012,108.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,SI,2012,27.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,SK,2012,77.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,INAC_OTH,T,UK,2012,731.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,AT,2012,495.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,BE,2012,577.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,BG,2012,536.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,CY,2012,37.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,CZ,2012,522.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,DE,2012,5832.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,DK,2012,390.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,EE,2012,87.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,EEA,2012,26487.1,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,EL,2012,589.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,ES,2012,1872.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,EU27_2007,2012,26097.5,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,FI,2012,336.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,FR,2012,2069.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,HU,2012,972.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,IS,2012,20.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,IT,2012,2027.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,LT,2012,213.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,LU,2012,24.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,LV,2012,215.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,MT,2012,15.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,NL,2012,1048.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,NO,2012,369.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,PL,2012,2547.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,PT,2012,387.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,RO,2012,1133.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,SE,2012,512.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,SI,2012,131.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,SK,2012,387.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,F,UK,2012,3133.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,AT,2012,415.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,BE,2012,393.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,BG,2012,411.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,CY,2012,33.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,CZ,2012,353.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,DE,2012,5213.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,DK,2012,297.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,EE,2012,48.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,EEA,2012,20204.3,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,EL,2012,416.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,ES,2012,1376.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,EU27_2007,2012,19958.9,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,FI,2012,310.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,FR,2012,1623.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,HU,2012,716.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,IS,2012,12.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,IT,2012,1433.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,LT,2012,144.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,LU,2012,22.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,LV,2012,117.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,MT,2012,11.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,NL,2012,717.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,NO,2012,233.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,PL,2012,1588.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,PT,2012,303.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,RO,2012,1013.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,SE,2012,342.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,SI,2012,115.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,SK,2012,230.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,M,UK,2012,2308.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,AT,2012,911.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,BE,2012,970.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,BG,2012,948.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,CY,2012,70.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,CZ,2012,875.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,DE,2012,11045.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,DK,2012,687.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,EE,2012,135.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,EEA,2012,46691.4,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,EL,2012,1006.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,ES,2012,3249.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,EU27_2007,2012,46056.4,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,FI,2012,647.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,FR,2012,3692.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,HU,2012,1689.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,IS,2012,32.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,IT,2012,3460.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,LT,2012,358.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,LU,2012,47.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,LV,2012,333.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,MT,2012,26.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,NL,2012,1766.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,NO,2012,602.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,PL,2012,4135.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,PT,2012,690.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,RO,2012,2146.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,SE,2012,854.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,SI,2012,246.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,SK,2012,617.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,POP,T,UK,2012,5442.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,AT,2012,253.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,BE,2012,149.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,BG,2012,312.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,CY,2012,13.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,CZ,2012,352.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,DE,2012,2235.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,DK,2012,119.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,EE,2012,40.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,EEA,2012,11526.8,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,EL,2012,258.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,ES,2012,661.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,EU27_2007,2012,11447.4,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,FI,2012,193.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,FR,2012,664.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,HU,2012,530.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,IS,2012,3.1,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,IT,2012,1135.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,LT,2012,111.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,LU,2012,7.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,LV,2012,133.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,MT,2012,2.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,NL,2012,202.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,NO,2012,76.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,PL,2012,1492.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,PT,2012,203.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,RO,2012,691.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,SE,2012,200.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,SI,2012,77.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,SK,2012,243.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,F,UK,2012,1162.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,AT,2012,212.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,BE,2012,115.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,BG,2012,220.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,CY,2012,12.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,CZ,2012,229.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,DE,2012,2130.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,DK,2012,69.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,EE,2012,16.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,EEA,2012,8704.4,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,EL,2012,260.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,ES,2012,659.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,EU27_2007,2012,8660.0,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,FI,2012,173.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,FR,2012,634.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,HU,2012,305.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,IS,2012,2.3,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,IT,2012,866.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,LT,2012,49.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,LU,2012,8.2,
