STRUCTURE,STRUCTURE_ID,freq,unit,sex,indic_de,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CH,2015,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CH,2016,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CH,2017,0.05,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CH,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CH,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CH,2020,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CY,2011,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CY,2012,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CY,2013,,c
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CY,2014,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CY,2015,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CY,2016,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CY,2017,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CY,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CY,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CY,2020,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CZ,2011,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CZ,2012,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CZ,2013,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CZ,2014,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CZ,2015,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CZ,2016,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CZ,2017,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CZ,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CZ,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,CZ,2020,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DE,2011,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DE,2012,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DE,2013,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DE,2014,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DE,2015,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DE,2016,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DE,2017,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DE,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DE,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DE,2020,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DK,2011,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DK,2012,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DK,2013,0.05,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DK,2014,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DK,2015,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DK,2016,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DK,2017,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DK,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DK,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,DK,2020,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EE,2011,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EE,2012,0.07,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EE,2013,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EE,2014,0.22,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EE,2015,0.07,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EE,2016,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EE,2017,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EE,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EE,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EE,2020,0.08,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EL,2011,0.04,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EL,2012,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EL,2013,0.05,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EL,2014,0.04,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EL,2015,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EL,2016,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EL,2017,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EL,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EL,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EL,2020,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,ES,2011,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,ES,2012,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,ES,2013,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,ES,2014,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,ES,2015,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,ES,2016,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,ES,2017,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,ES,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,ES,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,ES,2020,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EU27_2020,2011,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EU27_2020,2012,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EU27_2020,2013,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EU27_2020,2014,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EU27_2020,2015,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EU27_2020,2016,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EU27_2020,2017,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EU27_2020,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EU27_2020,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EU27_2020,2020,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EU28,2011,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EU28,2012,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EU28,2013,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EU28,2014,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EU28,2015,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EU28,2016,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,EU28,2017,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FI,2011,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FI,2012,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FI,2013,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FI,2014,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FI,2015,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FI,2016,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FI,2017,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FI,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FI,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FI,2020,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FR,2011,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FR,2012,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FR,2013,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FR,2014,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FR,2015,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FR,2016,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FR,2017,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FR,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FR,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FR,2020,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FX,2011,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,FX,2012,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HR,2011,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HR,2012,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HR,2013,0.05,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HR,2014,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HR,2015,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HR,2016,0.11,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HR,2017,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HR,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HR,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HR,2020,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HU,2011,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HU,2012,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HU,2013,0.08,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HU,2014,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HU,2015,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HU,2016,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HU,2017,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HU,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HU,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,HU,2020,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IE,2011,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IE,2012,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IE,2013,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IE,2014,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IE,2015,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IE,2016,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IE,2017,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IE,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IE,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IE,2020,0.04,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IS,2011,,c
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IS,2012,,c
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IS,2013,,c
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IS,2014,,c
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IS,2015,,c
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IS,2016,,c
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IS,2017,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IS,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IS,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IS,2020,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IT,2011,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IT,2012,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IT,2013,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IT,2014,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IT,2015,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IT,2016,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IT,2017,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IT,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IT,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,IT,2020,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LI,2011,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LI,2012,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LI,2013,,c
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LI,2014,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LI,2015,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LI,2016,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LI,2017,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LI,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LI,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LI,2020,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LT,2011,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LT,2012,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LT,2013,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LT,2014,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LT,2015,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LT,2016,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LT,2017,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LT,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LT,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LT,2020,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LU,2011,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LU,2012,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LU,2013,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LU,2014,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LU,2015,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LU,2016,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LU,2017,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LU,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LU,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LU,2020,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LV,2011,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LV,2012,0.05,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LV,2013,0.05,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LV,2014,0.09,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LV,2015,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LV,2016,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LV,2017,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LV,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LV,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,LV,2020,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,MT,2011,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,MT,2012,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,MT,2013,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,MT,2014,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,MT,2015,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,MT,2016,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,MT,2017,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,MT,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,MT,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,MT,2020,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NL,2011,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NL,2012,0.04,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NL,2013,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NL,2014,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NL,2015,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NL,2016,0.04,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NL,2017,0.04,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NL,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NL,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NL,2020,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NO,2011,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NO,2012,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NO,2013,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NO,2014,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NO,2015,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NO,2016,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NO,2017,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NO,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NO,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,NO,2020,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,PL,2011,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,PL,2012,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,PL,2013,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,PL,2014,0.03,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,PL,2015,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,PL,2016,0.02,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,PL,2017,0.01,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,C00-D48,PL,2018,0,
