STRUCTURE,STRUCTURE_ID,freq,unit,sex,indic_de,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,A-R_V-Y,BG,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,A-R_V-Y,BG,2020,2.3,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,A-R_V-Y,CH,2011,1.78,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,A-R_V-Y,CH,2012,1.84,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,A-R_V-Y,CH,2013,1.76,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,A-R_V-Y,CH,2014,1.7,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,A-R_V-Y,CH,2015,1.79,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,A-R_V-Y,CH,2016,1.96,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,A-R_V-Y,CH,2017,1.57,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,A-R_V-Y,CH,2018,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,A-R_V-Y,CH,2019,0,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,A-R_V-Y,CH,2020,1.69,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,A-R_V-Y,CY,2011,0.94,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,A-R_V-Y,CY,2012,1.38,
dataflow,ESTAT:HLTH_CD_INFO(1.0),A,RT,F,INFMORRT,A-R_V-Y,CY,2013,,c
