STRUCTURE,STRUCTURE_ID,freq,unit,barrier,isced97,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,EE,2012,22.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,EEA,2012,6834.9,e
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,EL,2012,21.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,ES,2012,207.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,EU27_2007,2012,6666.1,e
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,FI,2012,83.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,FR,2012,453.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,HU,2012,175.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,IS,2012,3.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,IT,2012,87.4,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,LT,2012,83.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,LU,2012,5.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,LV,2012,60.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,MT,2012,0.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,NL,2012,307.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,NO,2012,165.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,PL,2012,639.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,PT,2012,12.4,u
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,RO,2012,200.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,SE,2012,186.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,SI,2012,15.7,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,SK,2012,52.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,F,UK,2012,1183.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,AT,2012,76.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,BE,2012,75.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,BG,2012,103.7,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,CY,2012,6.0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,CZ,2012,131.0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,DE,2012,1359.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,DK,2012,75.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,EE,2012,14.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,EEA,2012,5396.5,e
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,EL,2012,32.0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,ES,2012,171.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,EU27_2007,2012,5278.4,e
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,FI,2012,70.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,FR,2012,363.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,HU,2012,240.0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,IS,2012,2.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,IT,2012,86.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,LT,2012,70.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,LU,2012,3.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,LV,2012,41.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,MT,2012,0.7,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,NL,2012,153.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,NO,2012,115.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,PL,2012,583.7,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,PT,2012,7.5,u
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,RO,2012,274.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,SE,2012,98.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,SI,2012,24.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,SK,2012,72.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,M,UK,2012,1140.4,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,AT,2012,233.4,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,BE,2012,213.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,BG,2012,182.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,CY,2012,11.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,CZ,2012,292.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,DE,2012,3606.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,DK,2012,156.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,EE,2012,37.0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,EEA,2012,12231.4,e
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,EL,2012,53.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,ES,2012,378.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,EU27_2007,2012,11944.5,e
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,FI,2012,153.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,FR,2012,817.7,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,HU,2012,415.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,IS,2012,6.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,IT,2012,173.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,LT,2012,154.0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,LU,2012,9.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,LV,2012,101.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,MT,2012,0.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,NL,2012,461.0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,NO,2012,280.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,PL,2012,1222.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,PT,2012,19.9,u
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,RO,2012,475.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,SE,2012,285.4,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,SI,2012,40.0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,SK,2012,125.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED3_4,T,UK,2012,2324.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,AT,2012,20.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,BE,2012,74.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,BG,2012,15.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,CY,2012,2.0,u
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,CZ,2012,20.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,DE,2012,321.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,DK,2012,49.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,EE,2012,4.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,EEA,2012,2218.7,e
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,EL,2012,11.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,ES,2012,133.0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,EU27_2007,2012,2128.8,e
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,FI,2012,22.4,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,FR,2012,144.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,HU,2012,33.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,IS,2012,1.7,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,IT,2012,18.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,LT,2012,17.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,LU,2012,1.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,LV,2012,9.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,MT,2012,0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,NL,2012,110.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,NO,2012,88.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,PL,2012,30.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,PT,2012,7.2,u
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,RO,2012,16.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,SE,2012,74.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,SI,2012,1.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,SK,2012,5.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,F,UK,2012,984.7,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,AT,2012,39.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,BE,2012,43.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,BG,2012,13.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,CY,2012,1.8,u
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,CZ,2012,15.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,DE,2012,524.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,DK,2012,24.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,EE,2012,3.7,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,EEA,2012,1735.8,e
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,EL,2012,8.7,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,ES,2012,149.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,EU27_2007,2012,1683.5,e
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,FI,2012,15.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,FR,2012,85.4,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,HU,2012,41.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,IS,2012,0.4,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,IT,2012,3.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,LT,2012,11.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,LU,2012,1.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,LV,2012,3.4,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,MT,2012,0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,NL,2012,74.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,NO,2012,51.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,PL,2012,20.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,PT,2012,2.7,u
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,RO,2012,9.0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,SE,2012,19.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,SI,2012,1.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,SK,2012,11.4,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,M,UK,2012,558.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,AT,2012,60.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,BE,2012,117.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,BG,2012,29.7,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,CY,2012,3.8,u
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,CZ,2012,35.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,DE,2012,846.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,DK,2012,74.0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,EE,2012,7.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,EEA,2012,3954.5,e
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,EL,2012,20.0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,ES,2012,282.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,EU27_2007,2012,3812.3,e
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,FI,2012,37.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,FR,2012,230.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,HU,2012,74.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,IS,2012,2.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,IT,2012,21.4,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,LT,2012,29.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,LU,2012,2.7,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,LV,2012,12.7,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,MT,2012,0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,NL,2012,184.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,NO,2012,140.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,PL,2012,50.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,PT,2012,9.9,u
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,RO,2012,25.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,SE,2012,93.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,SI,2012,2.4,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,SK,2012,16.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,ED5_6,T,UK,2012,1543.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,AT,2012,230.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,BE,2012,425.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,BG,2012,183.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,CY,2012,18.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,CZ,2012,263.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,DE,2012,3278.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,DK,2012,272.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,EE,2012,31.0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,EEA,2012,16359.4,e
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,EL,2012,167.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,ES,2012,1483.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,EU27_2007,2012,16006.8,e
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,FI,2012,191.4,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,FR,2012,1358.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,HU,2012,472.0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,IS,2012,11.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,IT,2012,865.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,LT,2012,142.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,LU,2012,11.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,LV,2012,101.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,MT,2012,0.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,NL,2012,720.7,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,NO,2012,340.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,PL,2012,1407.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,PT,2012,254.0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,RO,2012,550.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,SE,2012,355.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,SI,2012,34.0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,SK,2012,76.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,F,UK,2012,3109.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,AT,2012,191.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,BE,2012,262.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,BG,2012,180.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,CY,2012,16.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,CZ,2012,182.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,DE,2012,2322.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,DK,2012,200.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,EE,2012,24.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,EEA,2012,12373.6,e
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,EL,2012,143.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,ES,2012,1189.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,EU27_2007,2012,12166.3,e
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,FI,2012,151.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,FR,2012,1040.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,HU,2012,406.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,IS,2012,5.0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,IT,2012,625.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,LT,2012,105.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,LU,2012,11.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,LV,2012,66.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,MT,2012,2.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,NL,2012,408.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,NO,2012,202.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,PL,2012,1116.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,PT,2012,211.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,RO,2012,484.4,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,SE,2012,188.4,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,SI,2012,41.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,SK,2012,97.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,M,UK,2012,2494.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,AT,2012,421.4,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,BE,2012,688.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,BG,2012,364.7,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,CY,2012,34.7,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,CZ,2012,446.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,DE,2012,5601.4,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,DK,2012,473.0,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,EE,2012,55.7,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,EEA,2012,28732.9,e
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,EL,2012,310.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,ES,2012,2673.1,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,EU27_2007,2012,28173.2,e
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,FI,2012,342.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,FR,2012,2399.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,HU,2012,878.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,IS,2012,16.6,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,IT,2012,1490.7,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,LT,2012,247.5,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,LU,2012,23.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,LV,2012,167.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,MT,2012,2.8,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,NL,2012,1129.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,NO,2012,543.2,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,PL,2012,2523.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,PT,2012,465.9,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,RO,2012,1035.3,
dataflow,ESTAT:HLTH_DSI100(1.0),A,THS,EMP,TOTAL,T,SE,2012,544.3,
