STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,assist,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,AT,2012,141.7,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,BE,2012,379.6,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,BG,2012,252.7,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,CY,2012,18.3,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,CZ,2012,239.0,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,DE,2012,2301.6,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,DK,2012,135.2,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,EE,2012,61.3,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,EEA,2012,16499.4,e
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,EL,2012,435.9,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,ES,2012,2119.1,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,EU27_2007,2012,16356.4,e
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,FI,2012,77.0,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,FR,2012,1773.6,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,HU,2012,266.5,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,IS,2012,5.7,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,IT,2012,2538.1,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,LT,2012,160.4,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,LU,2012,11.8,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,LV,2012,49.5,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,MT,2012,8.6,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,NL,2012,382.7,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,NO,2012,137.4,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,PL,2012,1040.3,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,PT,2012,328.7,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,RO,2012,668.4,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,SE,2012,191.0,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,SI,2012,51.1,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,SK,2012,117.0,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,F,UK,2012,2607.2,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,AT,2012,90.9,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,BE,2012,193.8,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,BG,2012,168.6,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,CY,2012,14.8,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,CZ,2012,155.3,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,DE,2012,1387.1,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,DK,2012,93.7,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,EE,2012,27.5,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,EEA,2012,10303.7,e
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,EL,2012,242.3,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,ES,2012,1152.1,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,EU27_2007,2012,10222.7,e
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,FI,2012,43.3,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,FR,2012,1282.1,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,HU,2012,112.5,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,IS,2012,2.3,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,IT,2012,1368.8,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,LT,2012,66.4,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,LU,2012,8.2,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,LV,2012,21.4,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,MT,2012,5.9,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,NL,2012,234.5,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,NO,2012,78.7,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,PL,2012,602.1,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,PT,2012,195.2,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,RO,2012,441.8,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,SE,2012,116.0,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,SI,2012,21.7,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,SK,2012,74.6,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,M,UK,2012,2102.3,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,AT,2012,232.6,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,BE,2012,573.5,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,BG,2012,421.3,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,CY,2012,33.2,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,CZ,2012,394.2,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,DE,2012,3688.7,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,DK,2012,228.9,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,EE,2012,88.8,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,EEA,2012,26803.1,e
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,EL,2012,678.2,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,ES,2012,3271.2,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,EU27_2007,2012,26579.1,e
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,FI,2012,120.3,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,FR,2012,3055.7,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,HU,2012,379.0,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,IS,2012,8.0,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,IT,2012,3907.0,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,LT,2012,226.9,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,LU,2012,20.0,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,LV,2012,70.9,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,MT,2012,14.5,
dataflow,ESTAT:HLTH_DPEH170(1.0),A,THS,PB1000,AS1015,T,NL,2012,617.2,
