STRUCTURE,STRUCTURE_ID,freq,unit,reason,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,AT,2011,184.402,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,BE,2011,74.926,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,BG,2011,26.334,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,CH,2011,7.37,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,CY,2011,30.64,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,CZ,2011,45.461,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,DE,2011,647.124,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,DK,2011,12.049,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,EE,2011,16.492,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,EL,2011,174.249,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,ES,2011,161.923,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,EU28,2011,5800.218,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,FI,2011,106.7,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,FR,2011,183.997,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,HR,2011,31.832,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,HU,2011,180.575,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,IE,2011,39.205,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,IS,2011,3.038,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,IT,2011,536.251,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,LT,2011,9.823,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,MT,2011,2.468,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,NL,2011,100.28,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,PL,2011,409.853,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,PT,2011,33.26,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,RO,2011,436.784,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,SE,2011,10.088,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,SI,2011,12.264,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,SK,2011,43.072,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,TR,2011,190.696,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,F,UK,2011,2287.963,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,AT,2011,85.566,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,BE,2011,14.372,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,CH,2011,2.257,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,CY,2011,1.164,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,CZ,2011,6.278,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,DE,2011,56.603,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,DK,2011,5.5,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,EL,2011,10.986,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,ES,2011,22.477,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,EU28,2011,974.391,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,FI,2011,29.412,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,FR,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,HR,2011,4.438,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,HU,2011,20.238,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,IE,2011,4.206,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,IT,2011,74.388,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,NL,2011,20.651,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,PL,2011,38.057,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,PT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,RO,2011,82.594,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,SE,2011,5.516,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,SI,2011,2.173,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,SK,2011,4.02,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,TR,2011,9.187,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,M,UK,2011,440.005,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,AT,2011,269.969,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,BE,2011,89.299,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,BG,2011,30.095,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,CH,2011,9.627,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,CY,2011,31.804,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,CZ,2011,51.739,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,DE,2011,703.727,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,DK,2011,17.55,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,EE,2011,17.648,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,EL,2011,185.235,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,ES,2011,184.4,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,EU28,2011,6774.609,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,FI,2011,136.112,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,FR,2011,221.302,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,HR,2011,36.271,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,HU,2011,200.813,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,IE,2011,43.411,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,IS,2011,3.115,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,IT,2011,610.639,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,LT,2011,10.23,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,MT,2011,2.642,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,NL,2011,120.93,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,PL,2011,447.91,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,PT,2011,36.203,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,RO,2011,519.378,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,SE,2011,15.604,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,SI,2011,14.437,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,SK,2011,47.093,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,TR,2011,199.883,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,TOTAL,T,UK,2011,2727.968,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,AT,2011,9.274,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,BE,2011,3.92,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,CH,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,CY,2011,1.28,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,CZ,2011,2.57,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,DE,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,DK,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,EL,2011,8.831,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,ES,2011,5.38,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,EU28,2011,411.255,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,FI,2011,7.112,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,FR,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,HU,2011,9.773,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,IE,2011,3.134,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,IT,2011,14.498,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,NL,2011,1.822,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,PL,2011,36.064,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,PT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,RO,2011,27.146,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,SE,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,SI,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,SK,2011,4.259,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,TR,2011,25.82,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,F,UK,2011,230.645,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,AT,2011,11.55,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,BE,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,CH,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,DE,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,DK,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,ES,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,FI,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,FR,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,HU,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,IE,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,IT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,NL,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,PL,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,PT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,RO,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,SE,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,SI,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,SK,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,TR,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,M,UK,2011,17.135,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,AT,2011,20.824,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,BE,2011,4.37,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,CH,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,CY,2011,1.559,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,CZ,2011,2.57,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,DE,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,DK,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,EE,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,EL,2011,9.555,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,ES,2011,5.38,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,EU28,2011,449.414,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,FI,2011,7.112,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,FR,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,HU,2011,10.776,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,IE,2011,3.393,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,IS,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,IT,2011,15.857,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,LT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,MT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,NL,2011,2.519,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,PL,2011,36.064,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,PT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,RO,2011,31.162,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,SE,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,SI,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,SK,2011,4.259,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,TR,2011,27.478,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y15-24,T,UK,2011,247.78,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,AT,2011,52.212,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,BE,2011,20.167,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,BG,2011,9.211,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,CH,2011,2.026,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,CY,2011,6.826,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,CZ,2011,20.15,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,DE,2011,213.956,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,DK,2011,3.636,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,EE,2011,7.235,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,EL,2011,62.519,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,ES,2011,30.673,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,EU28,2011,1743.855,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,FI,2011,42.255,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,FR,2011,50.035,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,HR,2011,8.254,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,HU,2011,67.183,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,IE,2011,12.939,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,IS,2011,1.69,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,IT,2011,120.105,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,NL,2011,22.282,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,PL,2011,169.062,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,PT,2011,8.128,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,RO,2011,105.944,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,SE,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,SI,2011,2.938,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,SK,2011,18.995,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,TR,2011,60.906,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,F,UK,2011,682.472,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,AT,2011,28.82,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,BE,2011,3.408,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,CH,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,CZ,2011,1.291,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,DE,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,DK,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,ES,2011,3.828,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,EU28,2011,158.092,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,FI,2011,8.424,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,FR,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,HU,2011,2.939,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,IE,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,IT,2011,7.429,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,NL,2011,2.383,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,PL,2011,6.669,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,PT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,RO,2011,8.686,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,SE,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,SI,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,SK,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,TR,2011,2.403,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,M,UK,2011,68.126,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,T,AT,2011,81.032,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,FAMRESP,Y25-34,T,BE,2011,23.575,
