STRUCTURE,STRUCTURE_ID,freq,sex,age,isced97,frequenc,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,MTH,PC,ES,2008,20.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,MTH,PC,FR,2008,34.3,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,MTH,PC,HU,2008,30.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,MTH,PC,LV,2008,67.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,MTH,PC,MT,2008,34.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,MTH,PC,PL,2008,67.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,MTH,PC,RO,2008,52.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,MTH,PC,SI,2008,37.4,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,MTH,PC,SK,2008,45.1,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,NVR,PC,BE,2008,15.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,NVR,PC,BG,2008,20.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,NVR,PC,CY,2008,13.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,NVR,PC,EL,2008,25.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,NVR,PC,ES,2008,27.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,NVR,PC,FR,2008,21.5,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,NVR,PC,HU,2008,20.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,NVR,PC,LV,2008,11.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,NVR,PC,MT,2008,35.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,NVR,PC,PL,2008,13.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,NVR,PC,RO,2008,15.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,NVR,PC,SI,2008,28.6,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,NVR,PC,SK,2008,27.9,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,WEEK,PC,BE,2008,28.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,WEEK,PC,BG,2008,22.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,WEEK,PC,CY,2008,17.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,WEEK,PC,EL,2008,21.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,WEEK,PC,ES,2008,14.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,WEEK,PC,FR,2008,23.1,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,WEEK,PC,HU,2008,21.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,WEEK,PC,LV,2008,17.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,WEEK,PC,MT,2008,16.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,WEEK,PC,PL,2008,10.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,WEEK,PC,RO,2008,23.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,WEEK,PC,SI,2008,17.3,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED0-2,WEEK,PC,SK,2008,19.7,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,DAY,PC,BE,2008,24.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,DAY,PC,BG,2008,16.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,DAY,PC,CY,2008,13.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,DAY,PC,CZ,2008,26.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,DAY,PC,EL,2008,19.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,DAY,PC,ES,2008,33.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,DAY,PC,FR,2008,25.8,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,DAY,PC,HU,2008,21.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,DAY,PC,LV,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,DAY,PC,MT,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,DAY,PC,PL,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,DAY,PC,RO,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,DAY,PC,SI,2008,17.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,DAY,PC,SK,2008,13.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,DAY,PC,TR,2008,9.2,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,MTH,PC,BE,2008,33.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,MTH,PC,BG,2008,42.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,MTH,PC,CY,2008,52.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,MTH,PC,CZ,2008,34.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,MTH,PC,EL,2008,42.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,MTH,PC,ES,2008,33.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,MTH,PC,FR,2008,36.5,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,MTH,PC,HU,2008,25.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,MTH,PC,LV,2008,74.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,MTH,PC,MT,2008,38.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,MTH,PC,PL,2008,71.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,MTH,PC,RO,2008,60.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,MTH,PC,SI,2008,40.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,MTH,PC,SK,2008,54.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,MTH,PC,TR,2008,49.3,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,NVR,PC,BE,2008,14.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,NVR,PC,BG,2008,12.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,NVR,PC,CY,2008,12.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,NVR,PC,CZ,2008,10.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,NVR,PC,EL,2008,14.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,NVR,PC,ES,2008,15.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,NVR,PC,FR,2008,8.9,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,NVR,PC,HU,2008,21.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,NVR,PC,LV,2008,13.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,NVR,PC,MT,2008,25.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,NVR,PC,PL,2008,13.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,NVR,PC,RO,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,NVR,PC,SI,2008,19.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,NVR,PC,SK,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,NVR,PC,TR,2008,38.6,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,WEEK,PC,BE,2008,27.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,WEEK,PC,BG,2008,28.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,WEEK,PC,CY,2008,21.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,WEEK,PC,CZ,2008,29.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,WEEK,PC,EL,2008,22.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,WEEK,PC,ES,2008,17.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,WEEK,PC,FR,2008,28.8,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,WEEK,PC,HU,2008,31.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,WEEK,PC,LV,2008,11.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,WEEK,PC,MT,2008,26.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,WEEK,PC,PL,2008,11.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,WEEK,PC,RO,2008,20.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,WEEK,PC,SI,2008,22.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,WEEK,PC,SK,2008,18.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED3_4,WEEK,PC,TR,2008,3.0,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,DAY,PC,BE,2008,35.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,DAY,PC,BG,2008,13.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,DAY,PC,CY,2008,11.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,DAY,PC,CZ,2008,23.9,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,DAY,PC,EL,2008,25.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,DAY,PC,ES,2008,31.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,DAY,PC,FR,2008,29.4,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,DAY,PC,HU,2008,15.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,DAY,PC,LV,2008,6.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,DAY,PC,MT,2008,6.3,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,DAY,PC,PL,2008,7.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,DAY,PC,RO,2008,4.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,DAY,PC,SI,2008,24.4,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,DAY,PC,SK,2008,12.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,MTH,PC,BE,2008,10.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,MTH,PC,BG,2008,49.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,MTH,PC,CY,2008,53.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,MTH,PC,CZ,2008,34.6,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,MTH,PC,EL,2008,48.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,MTH,PC,ES,2008,28.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,MTH,PC,FR,2008,26.4,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,MTH,PC,HU,2008,45.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,MTH,PC,LV,2008,69.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,MTH,PC,MT,2008,37.5,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,MTH,PC,PL,2008,66.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,MTH,PC,RO,2008,64.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,MTH,PC,SI,2008,35.2,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,MTH,PC,SK,2008,54.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,MTH,PC,TR,2008,61.8,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,NVR,PC,BE,2008,7.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,NVR,PC,BG,2008,16.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,NVR,PC,CY,2008,10.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,NVR,PC,CZ,2008,3.6,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,NVR,PC,EL,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,NVR,PC,ES,2008,16.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,NVR,PC,FR,2008,9.3,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,NVR,PC,HU,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,NVR,PC,LV,2008,9.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,NVR,PC,MT,2008,6.3,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,NVR,PC,PL,2008,8.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,NVR,PC,RO,2008,10.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,NVR,PC,SI,2008,6.1,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,NVR,PC,SK,2008,13.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,NVR,PC,TR,2008,29.1,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,WEEK,PC,BE,2008,47.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,WEEK,PC,BG,2008,21.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,WEEK,PC,CY,2008,24.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,WEEK,PC,CZ,2008,38.0,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,WEEK,PC,EL,2008,22.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,WEEK,PC,ES,2008,22.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,WEEK,PC,FR,2008,34.9,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,WEEK,PC,HU,2008,30.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,WEEK,PC,LV,2008,15.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,WEEK,PC,MT,2008,50.0,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,WEEK,PC,PL,2008,16.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,WEEK,PC,RO,2008,21.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,WEEK,PC,SI,2008,34.3,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,WEEK,PC,SK,2008,19.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,ED5_6,WEEK,PC,TR,2008,9.1,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,DAY,PC,BE,2008,26.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,DAY,PC,BG,2008,14.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,DAY,PC,CY,2008,13.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,DAY,PC,CZ,2008,26.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,DAY,PC,EL,2008,24.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,DAY,PC,ES,2008,35.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,DAY,PC,FR,2008,24.9,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,DAY,PC,HU,2008,21.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,DAY,PC,LV,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,DAY,PC,MT,2008,11.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,DAY,PC,PL,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,DAY,PC,RO,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,DAY,PC,SI,2008,18.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,DAY,PC,SK,2008,12.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,MTH,PC,BE,2008,26.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,MTH,PC,BG,2008,44.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,MTH,PC,CY,2008,53.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,MTH,PC,CZ,2008,33.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,MTH,PC,EL,2008,36.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,MTH,PC,ES,2008,24.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,MTH,PC,FR,2008,33.5,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,MTH,PC,HU,2008,29.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,MTH,PC,LV,2008,71.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,MTH,PC,MT,2008,36.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,MTH,PC,PL,2008,69.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,MTH,PC,RO,2008,58.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,MTH,PC,SI,2008,38.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,MTH,PC,SK,2008,53.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,NVR,PC,BE,2008,12.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,NVR,PC,BG,2008,15.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,NVR,PC,CY,2008,12.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,NVR,PC,CZ,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,NVR,PC,EL,2008,17.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,NVR,PC,ES,2008,23.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,NVR,PC,FR,2008,13.6,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,NVR,PC,HU,2008,19.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,NVR,PC,LV,2008,11.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,NVR,PC,MT,2008,28.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,NVR,PC,PL,2008,12.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,NVR,PC,RO,2008,13.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,NVR,PC,SI,2008,19.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,NVR,PC,SK,2008,14.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,WEEK,PC,BE,2008,34.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,WEEK,PC,BG,2008,25.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,WEEK,PC,CY,2008,20.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,WEEK,PC,CZ,2008,31.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,WEEK,PC,EL,2008,22.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,WEEK,PC,ES,2008,16.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,WEEK,PC,FR,2008,28.0,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,WEEK,PC,HU,2008,30.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,WEEK,PC,LV,2008,13.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,WEEK,PC,MT,2008,23.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,WEEK,PC,PL,2008,12.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,WEEK,PC,RO,2008,21.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,WEEK,PC,SI,2008,23.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y55-64,TOTAL,WEEK,PC,SK,2008,19.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y65-74,ED0-2,DAY,PC,BE,2008,20.8,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y65-74,ED0-2,DAY,PC,BG,2008,14.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y65-74,ED0-2,DAY,PC,CY,2008,17.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y65-74,ED0-2,DAY,PC,EL,2008,31.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y65-74,ED0-2,DAY,PC,ES,2008,37.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y65-74,ED0-2,DAY,PC,FR,2008,25.6,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y65-74,ED0-2,DAY,PC,HU,2008,15.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y65-74,ED0-2,DAY,PC,LV,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,M,Y65-74,ED0-2,DAY,PC,MT,2008,12.8,
