STRUCTURE,STRUCTURE_ID,freq,sex,age,isced97,frequenc,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,MTH,PC,BG,2008,48.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,MTH,PC,CY,2008,55.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,MTH,PC,CZ,2008,55.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,MTH,PC,EL,2008,47.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,MTH,PC,ES,2008,43.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,MTH,PC,FR,2008,54.6,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,MTH,PC,HU,2008,48.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,MTH,PC,LV,2008,80.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,MTH,PC,MT,2008,38.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,MTH,PC,PL,2008,64.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,MTH,PC,RO,2008,55.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,MTH,PC,SI,2008,59.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,MTH,PC,SK,2008,64.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,NVR,PC,BE,2008,16.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,NVR,PC,BG,2008,41.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,NVR,PC,CY,2008,35.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,NVR,PC,CZ,2008,24.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,NVR,PC,EL,2008,38.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,NVR,PC,ES,2008,32.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,NVR,PC,FR,2008,23.1,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,NVR,PC,HU,2008,44.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,NVR,PC,LV,2008,19.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,NVR,PC,MT,2008,48.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,NVR,PC,PL,2008,34.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,NVR,PC,RO,2008,42.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,NVR,PC,SI,2008,20.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,NVR,PC,SK,2008,29.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,WEEK,PC,BE,2008,25.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,WEEK,PC,BG,2008,8.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,WEEK,PC,CY,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,WEEK,PC,CZ,2008,13.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,WEEK,PC,EL,2008,10.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,WEEK,PC,ES,2008,8.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,WEEK,PC,FR,2008,14.2,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,WEEK,PC,HU,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,WEEK,PC,LV,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,WEEK,PC,MT,2008,10.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,WEEK,PC,PL,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,WEEK,PC,RO,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,WEEK,PC,SI,2008,11.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED3_4,WEEK,PC,SK,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,DAY,PC,BE,2008,13.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,DAY,PC,BG,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,DAY,PC,EL,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,DAY,PC,ES,2008,18.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,DAY,PC,FR,2008,7.9,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,DAY,PC,HU,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,DAY,PC,MT,2008,5.0,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,DAY,PC,PL,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,DAY,PC,SI,2008,9.6,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,DAY,PC,SK,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,MTH,PC,BE,2008,45.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,MTH,PC,BG,2008,69.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,MTH,PC,CY,2008,57.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,MTH,PC,EL,2008,49.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,MTH,PC,ES,2008,35.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,MTH,PC,FR,2008,52.1,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,MTH,PC,HU,2008,37.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,MTH,PC,LV,2008,81.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,MTH,PC,MT,2008,50.0,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,MTH,PC,PL,2008,71.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,MTH,PC,RO,2008,68.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,MTH,PC,SI,2008,71.8,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,MTH,PC,SK,2008,80.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,NVR,PC,BE,2008,12.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,NVR,PC,BG,2008,23.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,NVR,PC,CY,2008,33.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,NVR,PC,EL,2008,39.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,NVR,PC,ES,2008,32.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,NVR,PC,FR,2008,12.5,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,NVR,PC,HU,2008,46.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,NVR,PC,LV,2008,17.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,NVR,PC,MT,2008,20.0,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,NVR,PC,PL,2008,21.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,NVR,PC,RO,2008,29.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,NVR,PC,SK,2008,18.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,WEEK,PC,BE,2008,28.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,WEEK,PC,BG,2008,5.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,WEEK,PC,CY,2008,9.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,WEEK,PC,EL,2008,7.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,WEEK,PC,ES,2008,13.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,WEEK,PC,FR,2008,27.4,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,WEEK,PC,HU,2008,14.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,WEEK,PC,LV,2008,2.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,WEEK,PC,MT,2008,25.0,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,WEEK,PC,PL,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,WEEK,PC,RO,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,ED5_6,WEEK,PC,SI,2008,18.7,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,DAY,PC,BE,2008,15.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,DAY,PC,BG,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,DAY,PC,CY,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,DAY,PC,CZ,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,DAY,PC,EL,2008,3.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,DAY,PC,ES,2008,10.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,DAY,PC,FR,2008,6.5,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,DAY,PC,HU,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,DAY,PC,MT,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,DAY,PC,PL,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,DAY,PC,RO,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,DAY,PC,SI,2008,7.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,DAY,PC,SK,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,MTH,PC,BE,2008,40.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,MTH,PC,BG,2008,47.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,MTH,PC,CY,2008,46.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,MTH,PC,CZ,2008,52.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,MTH,PC,EL,2008,40.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,MTH,PC,ES,2008,30.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,MTH,PC,FR,2008,52.9,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,MTH,PC,HU,2008,41.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,MTH,PC,LV,2008,77.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,MTH,PC,MT,2008,30.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,MTH,PC,PL,2008,62.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,MTH,PC,RO,2008,55.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,MTH,PC,SI,2008,54.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,MTH,PC,SK,2008,64.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,NVR,PC,BE,2008,18.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,NVR,PC,BG,2008,44.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,NVR,PC,CY,2008,48.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,NVR,PC,CZ,2008,25.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,NVR,PC,EL,2008,49.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,NVR,PC,ES,2008,51.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,NVR,PC,FR,2008,26.0,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,NVR,PC,HU,2008,49.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,NVR,PC,LV,2008,21.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,NVR,PC,MT,2008,57.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,NVR,PC,PL,2008,35.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,NVR,PC,RO,2008,41.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,NVR,PC,SI,2008,27.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,NVR,PC,SK,2008,30.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,WEEK,PC,BE,2008,26.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,WEEK,PC,BG,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,WEEK,PC,CY,2008,3.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,WEEK,PC,CZ,2008,15.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,WEEK,PC,EL,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,WEEK,PC,ES,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,WEEK,PC,FR,2008,14.6,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,WEEK,PC,HU,2008,7.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,WEEK,PC,LV,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,WEEK,PC,MT,2008,8.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,WEEK,PC,PL,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,WEEK,PC,RO,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,WEEK,PC,SI,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y55-64,TOTAL,WEEK,PC,SK,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,DAY,PC,BE,2008,12.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,DAY,PC,BG,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,DAY,PC,CY,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,DAY,PC,CZ,2008,5.7,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,DAY,PC,EL,2008,5.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,DAY,PC,ES,2008,9.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,DAY,PC,FR,2008,8.1,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,DAY,PC,HU,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,DAY,PC,LV,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,DAY,PC,MT,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,DAY,PC,PL,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,DAY,PC,RO,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,DAY,PC,SI,2008,7.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,DAY,PC,SK,2008,1.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,MTH,PC,BE,2008,44.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,MTH,PC,BG,2008,33.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,MTH,PC,CY,2008,34.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,MTH,PC,CZ,2008,49.1,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,MTH,PC,EL,2008,22.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,MTH,PC,ES,2008,17.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,MTH,PC,FR,2008,47.9,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,MTH,PC,HU,2008,19.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,MTH,PC,LV,2008,52.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,MTH,PC,MT,2008,22.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,MTH,PC,PL,2008,37.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,MTH,PC,RO,2008,46.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,MTH,PC,SI,2008,46.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,MTH,PC,SK,2008,42.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,NVR,PC,BE,2008,31.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,NVR,PC,BG,2008,61.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,NVR,PC,CY,2008,61.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,NVR,PC,CZ,2008,38.6,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,NVR,PC,EL,2008,66.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,NVR,PC,ES,2008,69.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,NVR,PC,FR,2008,38.9,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,NVR,PC,HU,2008,75.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,NVR,PC,LV,2008,46.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,NVR,PC,MT,2008,69.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,NVR,PC,PL,2008,61.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,NVR,PC,RO,2008,50.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,NVR,PC,SI,2008,42.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,NVR,PC,SK,2008,54.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,WEEK,PC,BE,2008,11.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,WEEK,PC,BG,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,WEEK,PC,CY,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,WEEK,PC,CZ,2008,6.7,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,WEEK,PC,EL,2008,6.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,WEEK,PC,ES,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,WEEK,PC,FR,2008,5.2,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,WEEK,PC,HU,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,WEEK,PC,LV,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,WEEK,PC,MT,2008,5.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,WEEK,PC,PL,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,WEEK,PC,RO,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,WEEK,PC,SI,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED0-2,WEEK,PC,SK,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,DAY,PC,BE,2008,19.7,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,DAY,PC,BG,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,DAY,PC,CY,2008,5.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,DAY,PC,CZ,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,DAY,PC,EL,2008,4.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,DAY,PC,ES,2008,25.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,DAY,PC,FR,2008,9.4,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,DAY,PC,HU,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,DAY,PC,LV,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,DAY,PC,MT,2008,6.7,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,DAY,PC,RO,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,DAY,PC,SI,2008,6.4,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,DAY,PC,SK,2008,2.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,MTH,PC,BE,2008,33.5,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,MTH,PC,BG,2008,53.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,MTH,PC,CY,2008,45.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,MTH,PC,CZ,2008,57.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,MTH,PC,EL,2008,48.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,MTH,PC,ES,2008,35.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,F,Y65-74,ED3_4,MTH,PC,FR,2008,58.3,u
