STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,wstatus,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,ES,2011,9.977,
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,EU28,2011,334.162,
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,FI,2011,2.412,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,FR,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,HR,2011,8.321,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,HU,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,IE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,IS,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,IT,2011,21.517,
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,LT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,LU,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,NL,2011,5.634,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,PL,2011,80.614,
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,PT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,RO,2011,87.022,
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,SE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,SI,2011,5.426,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,SK,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,TR,2011,732.377,
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,TOTAL,T,UK,2011,12.423,
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,AT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,BE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,CH,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,DE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,DK,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,EL,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,ES,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,FI,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,FR,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,HU,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,IE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,IT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,LU,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,NL,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,PL,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,PT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,SE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,SI,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,TR,2011,19.115,
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,F,UK,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,AT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,BE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,CH,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,DE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,DK,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,ES,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,FI,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,FR,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,HU,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,IE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,IT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,LU,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,NL,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,PL,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,PT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,RO,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,SE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,SI,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,SK,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,TR,2011,18.43,
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,M,UK,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,AT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,BE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,CH,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,CY,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,DE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,DK,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,EE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,EL,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,ES,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,FI,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,FR,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,HU,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,IE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,IS,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,IT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,LT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,LU,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,NL,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,PL,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,PT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,RO,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,SE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,SI,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,SK,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,TR,2011,37.545,
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y15-24,T,UK,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,AT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,BE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,CH,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,DE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,DK,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,EL,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,ES,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,FI,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,FR,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,HU,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,IE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,IT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,LU,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,NL,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,PL,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,PT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,SE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,SI,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,TR,2011,56.441,
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,F,UK,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,AT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,BE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,CH,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,DE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,DK,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,ES,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,FI,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,FR,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,HU,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,IE,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,IT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,LU,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM050(1.0),A,THS,PB1040,CFAM,Y25-34,M,NL,2011,,u
