STRUCTURE,STRUCTURE_ID,freq,unit,hhcomp,assist,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,M,NL,2012,334.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,M,NO,2012,88.1,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,M,PL,2012,629.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,M,PT,2012,196.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,M,RO,2012,229.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,M,SE,2012,185.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,M,SI,2012,40.2,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,M,SK,2012,67.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,M,UK,2012,1024.8,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,AT,2012,283.0,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,BE,2012,456.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,BG,2012,451.6,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,CY,2012,45.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,CZ,2012,568.0,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,DE,2012,4932.8,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,DK,2012,280.2,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,EE,2012,65.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,EEA,2012,22149.8,e
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,EL,2012,532.6,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,ES,2012,1625.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,EU27_2007,2012,21910.2,e
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,FI,2012,218.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,FR,2012,2880.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,HU,2012,574.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,IS,2012,10.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,IT,2012,3037.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,LT,2012,126.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,LU,2012,14.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,LV,2012,112.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,MT,2012,10.2,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,NL,2012,729.1,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,NO,2012,228.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,PL,2012,1308.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,PT,2012,425.8,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,RO,2012,348.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,SE,2012,384.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,SI,2012,83.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,SK,2012,190.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_NYCH,TOTAL,T,UK,2012,2223.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,AT,2012,6.1,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,BE,2012,79.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,BG,2012,4.3,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,CY,2012,0.7,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,CZ,2012,10.0,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,DE,2012,212.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,DK,2012,17.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,EE,2012,4.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,EEA,2012,1458.3,e
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,EL,2012,14.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,ES,2012,253.6,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,EU27_2007,2012,1432.2,e
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,FI,2012,6.2,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,FR,2012,140.8,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,HU,2012,20.0,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,IS,2012,0.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,IT,2012,91.9,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,LT,2012,9.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,LU,2012,4.2,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,LV,2012,1.2,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,MT,2012,0.5,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,NL,2012,84.2,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,NO,2012,25.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,PL,2012,79.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,PT,2012,28.0,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,RO,2012,25.8,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,SE,2012,35.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,SI,2012,6.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,SK,2012,19.1,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,F,UK,2012,275.6,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,AT,2012,24.8,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,BE,2012,32.6,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,BG,2012,11.2,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,CY,2012,3.0,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,CZ,2012,10.5,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,DE,2012,127.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,DK,2012,18.1,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,EE,2012,2.0,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,EEA,2012,1198.9,e
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,EL,2012,7.9,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,ES,2012,257.1,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,EU27_2007,2012,1174.5,e
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,FI,2012,4.3,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,FR,2012,125.8,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,HU,2012,10.1,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,IS,2012,0.4,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,IT,2012,83.2,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,LT,2012,4.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,LU,2012,4.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,LV,2012,0.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,MT,2012,1.3,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,NL,2012,41.2,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,NO,2012,24.0,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,PL,2012,53.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,PT,2012,25.8,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,RO,2012,26.9,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,SE,2012,11.9,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,SI,2012,3.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,SK,2012,20.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,M,UK,2012,261.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,AT,2012,30.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,BE,2012,112.1,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,BG,2012,15.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,CY,2012,3.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,CZ,2012,20.6,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,DE,2012,339.8,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,DK,2012,36.0,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,EE,2012,6.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,EEA,2012,2657.2,e
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,EL,2012,22.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,ES,2012,510.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,EU27_2007,2012,2606.7,e
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,FI,2012,10.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,FR,2012,266.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,HU,2012,30.1,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,IS,2012,1.1,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,IT,2012,175.1,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,LT,2012,13.6,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,LU,2012,8.8,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,LV,2012,2.1,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,MT,2012,1.8,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,NL,2012,125.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,NO,2012,49.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,PL,2012,133.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,PT,2012,53.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,RO,2012,52.8,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,SE,2012,47.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,SI,2012,9.6,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,SK,2012,40.0,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1015,T,UK,2012,537.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,AT,2012,72.2,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,BE,2012,157.2,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,BG,2012,34.6,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,CY,2012,8.5,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,CZ,2012,57.1,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,DE,2012,984.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,DK,2012,91.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,EE,2012,8.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,EEA,2012,3822.5,e
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,EL,2012,68.0,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,ES,2012,349.0,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,EU27_2007,2012,3704.4,e
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,FI,2012,39.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,FR,2012,198.0,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,HU,2012,95.0,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,IS,2012,5.2,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,IT,2012,143.3,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,LT,2012,23.1,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,LU,2012,7.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,LV,2012,19.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,MT,2012,3.0,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,NL,2012,275.6,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,NO,2012,113.0,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,PL,2012,292.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,PT,2012,68.1,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,RO,2012,88.1,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,SE,2012,113.6,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,SI,2012,26.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,SK,2012,91.2,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,F,UK,2012,388.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,AT,2012,82.7,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,BE,2012,91.2,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,BG,2012,43.8,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,CY,2012,9.0,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,CZ,2012,41.7,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,DE,2012,702.6,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,DK,2012,70.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,EE,2012,8.8,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,EEA,2012,3152.8,e
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,EL,2012,75.5,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,ES,2012,328.0,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,EU27_2007,2012,3081.4,e
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,FI,2012,31.7,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,FR,2012,237.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,HU,2012,97.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,IS,2012,1.7,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,IT,2012,149.1,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,LT,2012,29.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,LU,2012,8.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,LV,2012,14.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,MT,2012,2.6,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,NL,2012,122.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,NO,2012,69.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,PL,2012,270.0,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,PT,2012,63.3,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,RO,2012,114.8,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,SE,2012,62.4,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,SI,2012,24.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,SK,2012,66.0,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,M,UK,2012,333.0,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,AT,2012,154.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,BE,2012,248.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,BG,2012,78.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,CY,2012,17.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,CZ,2012,98.8,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,DE,2012,1686.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,DK,2012,161.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,EE,2012,17.1,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,EEA,2012,6975.3,e
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,EL,2012,143.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,ES,2012,677.0,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,EU27_2007,2012,6785.8,e
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,FI,2012,71.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,FR,2012,435.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,HU,2012,192.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,IS,2012,6.8,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,IT,2012,292.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,LT,2012,53.0,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,LU,2012,15.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,LV,2012,34.1,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,MT,2012,5.6,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,NL,2012,398.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,NO,2012,182.6,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,PL,2012,562.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,PT,2012,131.5,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,RO,2012,202.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,SE,2012,176.1,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,SI,2012,50.8,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,SK,2012,157.3,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,AS1095,T,UK,2012,721.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,AT,2012,78.2,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,BE,2012,236.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,BG,2012,38.8,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,CY,2012,9.2,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,CZ,2012,67.2,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,DE,2012,1196.6,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,DK,2012,109.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,EE,2012,12.6,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,EEA,2012,5280.9,e
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,EL,2012,82.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,ES,2012,602.6,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,EU27_2007,2012,5136.5,e
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,FI,2012,45.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,FR,2012,338.8,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,HU,2012,115.1,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,IS,2012,5.8,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,IT,2012,235.2,u
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,LT,2012,32.4,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,LU,2012,11.7,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,LV,2012,20.9,
dataflow,ESTAT:HLTH_DPEH160(1.0),A,THS,CPL_YCH,TOTAL,F,MT,2012,3.4,u
