STRUCTURE,STRUCTURE_ID,freq,isced97,bmi,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y18-24,TR,2008,19.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y25-34,AT,2008,42.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y25-34,BE,2008,27.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y25-34,BG,2008,44.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y25-34,CY,2008,45.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y25-34,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y25-34,EE,2008,41.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y25-34,EL,2008,35.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y25-34,ES,2008,38.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y25-34,FR,2008,20.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y25-34,HU,2008,27.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y25-34,LV,2008,43.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y25-34,PL,2008,41.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y25-34,RO,2008,44.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y25-34,TR,2008,35,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y35-44,AT,2008,50.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y35-44,BE,2008,42.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y35-44,BG,2008,43,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y35-44,CY,2008,41.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y35-44,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y35-44,EE,2008,39.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y35-44,EL,2008,56.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y35-44,ES,2008,46.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y35-44,FR,2008,42.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y35-44,HU,2008,43.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y35-44,LV,2008,45.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y35-44,MT,2008,50,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y35-44,PL,2008,53.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y35-44,RO,2008,49.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y35-44,SI,2008,39.2,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y35-44,TR,2008,46.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y45-54,AT,2008,59.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y45-54,BE,2008,41.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y45-54,BG,2008,49.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y45-54,CY,2008,42.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y45-54,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y45-54,EE,2008,44.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y45-54,EL,2008,50.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y45-54,ES,2008,50.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y45-54,FR,2008,46.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y45-54,HU,2008,30.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y45-54,LV,2008,49,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y45-54,MT,2008,50.7,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y45-54,PL,2008,43.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y45-54,RO,2008,59.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y45-54,SI,2008,52.3,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y45-54,TR,2008,46.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y55-64,AT,2008,52.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y55-64,BE,2008,45.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y55-64,BG,2008,50.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y55-64,CY,2008,49,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y55-64,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y55-64,EE,2008,36.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y55-64,EL,2008,46.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y55-64,ES,2008,48.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y55-64,FR,2008,49.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y55-64,HU,2008,40.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y55-64,LV,2008,44.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y55-64,MT,2008,49.1,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y55-64,PL,2008,43.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y55-64,RO,2008,51.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y55-64,SI,2008,48.2,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y55-64,SK,2008,44.8,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y55-64,TR,2008,45,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y65-74,AT,2008,52.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y65-74,BE,2008,47.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y65-74,BG,2008,53.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y65-74,CY,2008,46.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y65-74,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y65-74,EE,2008,41.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y65-74,EL,2008,53.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y65-74,ES,2008,51.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y65-74,FR,2008,45.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y65-74,HU,2008,39.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y65-74,LV,2008,50.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y65-74,MT,2008,47.4,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y65-74,PL,2008,50.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y65-74,RO,2008,53.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y65-74,SI,2008,45.1,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y65-74,SK,2008,37.9,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y65-74,TR,2008,46.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y75-84,AT,2008,58.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y75-84,BE,2008,45.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y75-84,BG,2008,45.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y75-84,CY,2008,42.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y75-84,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y75-84,EE,2008,41.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y75-84,EL,2008,50.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y75-84,ES,2008,52.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y75-84,FR,2008,46.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y75-84,HU,2008,32.4,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y75-84,LV,2008,46.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y75-84,MT,2008,48.7,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y75-84,PL,2008,50.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y75-84,RO,2008,48,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y75-84,SK,2008,52.3,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y75-84,TR,2008,40.5,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y_GE85,AT,2008,50.8,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y_GE85,BE,2008,37.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y_GE85,BG,2008,37.4,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y_GE85,CY,2008,32.6,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y_GE85,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y_GE85,EL,2008,54.4,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y_GE85,ES,2008,43.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y_GE85,FR,2008,40.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y_GE85,PL,2008,40.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y_GE85,RO,2008,41.3,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,M,Y_GE85,TR,2008,41.3,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,TOTAL,AT,2008,41.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,TOTAL,BE,2008,37.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,TOTAL,BG,2008,41.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,TOTAL,CY,2008,40.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,TOTAL,CZ,2008,29.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,TOTAL,DE,2008,32.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,TOTAL,EE,2008,33.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,TOTAL,EL,2008,43.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,TOTAL,ES,2008,40,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,TOTAL,FR,2008,35.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,TOTAL,HU,2008,32.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,TOTAL,LV,2008,39.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,TOTAL,MT,2008,41.3,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,TOTAL,PL,2008,37.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,TOTAL,RO,2008,41.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,TOTAL,SI,2008,41.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,TOTAL,SK,2008,34.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,TOTAL,TR,2008,35.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y18-24,AT,2008,17.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y18-24,BE,2008,18,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y18-24,BG,2008,12.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y18-24,CY,2008,27.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y18-24,CZ,2008,7.1,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y18-24,DE,2008,15,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y18-24,EE,2008,14.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y18-24,EL,2008,16.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y18-24,ES,2008,17.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y18-24,FR,2008,12.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y18-24,HU,2008,14.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y18-24,LV,2008,15,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y18-24,PL,2008,14.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y18-24,RO,2008,14.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y18-24,SI,2008,14.7,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y18-24,SK,2008,13.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y18-24,TR,2008,16.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y25-34,AT,2008,37.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y25-34,BE,2008,29.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y25-34,BG,2008,36.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y25-34,CY,2008,36,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y25-34,CZ,2008,28.6,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y25-34,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y25-34,EE,2008,34.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y25-34,EL,2008,32.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y25-34,ES,2008,32,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y25-34,FR,2008,21.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y25-34,HU,2008,22.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y25-34,LV,2008,39.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y25-34,MT,2008,45,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y25-34,PL,2008,31.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y25-34,RO,2008,38.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y25-34,SI,2008,45.2,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y25-34,TR,2008,30.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y35-44,AT,2008,41.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y35-44,BE,2008,33.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y35-44,BG,2008,40.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y35-44,CY,2008,33.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y35-44,DE,2008,39.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y35-44,EE,2008,36.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y35-44,EL,2008,44.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y35-44,ES,2008,39,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y35-44,FR,2008,34.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y35-44,HU,2008,34.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y35-44,LV,2008,44.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y35-44,MT,2008,53.9,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y35-44,PL,2008,40.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y35-44,RO,2008,43.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y35-44,SI,2008,39.5,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y35-44,TR,2008,41.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y45-54,AT,2008,44,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y45-54,BE,2008,38,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y45-54,BG,2008,49.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y45-54,CY,2008,38.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y45-54,CZ,2008,36.3,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y45-54,DE,2008,37.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y45-54,EE,2008,35.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y45-54,EL,2008,43,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y45-54,ES,2008,42.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y45-54,FR,2008,36.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y45-54,HU,2008,27.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y45-54,LV,2008,48.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y45-54,MT,2008,48.7,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y45-54,PL,2008,40.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y45-54,RO,2008,49,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y45-54,SI,2008,45.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y45-54,SK,2008,36.4,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y45-54,TR,2008,42.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y55-64,AT,2008,43.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y55-64,BE,2008,41.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y55-64,BG,2008,49,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y55-64,CY,2008,45.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y55-64,CZ,2008,38.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y55-64,DE,2008,38.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y55-64,EE,2008,28.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y55-64,EL,2008,46.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y55-64,ES,2008,45.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y55-64,FR,2008,41,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y55-64,HU,2008,32.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y55-64,LV,2008,43.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y55-64,MT,2008,39,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y55-64,PL,2008,37.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y55-64,RO,2008,49.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y55-64,SI,2008,45.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y55-64,SK,2008,37.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y55-64,TR,2008,42,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y65-74,AT,2008,47.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y65-74,BE,2008,40.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y65-74,BG,2008,49.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y65-74,CY,2008,45.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y65-74,CZ,2008,30.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y65-74,DE,2008,35.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y65-74,EE,2008,43.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y65-74,EL,2008,46,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y65-74,ES,2008,47.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y65-74,FR,2008,39,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y65-74,HU,2008,44.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y65-74,LV,2008,43.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y65-74,MT,2008,41.2,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y65-74,PL,2008,46.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y65-74,RO,2008,49.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y65-74,SI,2008,53.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y65-74,SK,2008,37.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y65-74,TR,2008,43,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y75-84,AT,2008,49.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED0-2,25-30,T,Y75-84,BE,2008,40,
