STRUCTURE,STRUCTURE_ID,freq,unit,lev_limit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,M,ES,2008,31.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,M,HU,2008,34.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,M,LV,2008,38.7,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,M,MT,2008,25.1,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,M,PL,2008,25.2,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,M,RO,2008,25.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,M,SI,2008,28.1,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,M,SK,2008,23.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,T,AT,2008,29.1,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,T,BE,2008,20.3,u
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,T,BG,2008,28.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,T,CY,2008,30.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,T,CZ,2008,23.7,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,T,EE,2008,26.7,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,T,EL,2008,31.6,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,T,ES,2008,28.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,T,HU,2008,28.1,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,T,LV,2008,26.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,T,MT,2008,20.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,T,PL,2008,19,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,T,RO,2008,18.3,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,T,SI,2008,23,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-29,T,SK,2008,19.1,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,F,AT,2008,23.5,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,F,BE,2008,18.1,u
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,F,BG,2008,24.6,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,F,CY,2008,16.5,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,F,CZ,2008,19.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,F,EE,2008,18.1,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,F,EL,2008,32.2,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,F,ES,2008,25.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,F,HU,2008,23.7,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,F,LV,2008,17.2,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,F,MT,2008,17.1,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,F,PL,2008,20.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,F,RO,2008,11.5,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,F,SI,2008,17.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,F,SK,2008,14.2,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,M,AT,2008,29.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,M,BE,2008,22.9,u
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,M,BG,2008,47.3,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,M,CY,2008,40.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,M,CZ,2008,31.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,M,EE,2008,39.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,M,EL,2008,42.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,M,ES,2008,33.1,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,M,HU,2008,34.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,M,LV,2008,48.1,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,M,MT,2008,25.5,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,M,PL,2008,32.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,M,RO,2008,37.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,M,SI,2008,23.5,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,M,SK,2008,28.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,T,AT,2008,26.5,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,T,BE,2008,20.5,u
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,T,BG,2008,36.1,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,T,CY,2008,28.7,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,T,CZ,2008,25.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,T,EE,2008,28.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,T,EL,2008,37.7,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,T,ES,2008,29.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,T,HU,2008,29.3,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,T,LV,2008,32.5,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,T,MT,2008,21.1,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,T,PL,2008,26.3,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,T,RO,2008,24.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,T,SI,2008,20.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y15-64,T,SK,2008,21.5,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,F,AT,2008,25,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,F,BE,2008,19.3,u
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,F,BG,2008,30.2,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,F,CY,2008,22,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,F,CZ,2008,18.5,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,F,EE,2008,19.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,F,EL,2008,34.2,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,F,ES,2008,27.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,F,HU,2008,22,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,F,LV,2008,18.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,F,MT,2008,19.5,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,F,PL,2008,18.2,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,F,RO,2008,16.3,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,F,SI,2008,19.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,F,SK,2008,15.1,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,M,AT,2008,33,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,M,BE,2008,24.9,u
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,M,BG,2008,54.6,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,M,CY,2008,45.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,M,CZ,2008,35.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,M,EE,2008,43.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,M,EL,2008,49.6,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,M,ES,2008,35.7,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,M,HU,2008,35.3,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,M,LV,2008,52.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,M,MT,2008,29.7,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,M,PL,2008,32.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,M,RO,2008,43.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,M,SI,2008,31,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,M,SK,2008,29.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,T,AT,2008,29,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,T,BE,2008,22,u
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,T,BG,2008,42.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,T,CY,2008,33.7,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,T,CZ,2008,27.3,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,T,EE,2008,31.3,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,T,EL,2008,42.3,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,T,ES,2008,31.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,T,HU,2008,28.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,T,LV,2008,35.5,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,T,MT,2008,24.2,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,T,PL,2008,25.2,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,T,RO,2008,30.3,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,T,SI,2008,25.5,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y25-34,T,SK,2008,22.3,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,F,AT,2008,24.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,F,BE,2008,18,u
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,F,BG,2008,35.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,F,CY,2008,17.6,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,F,CZ,2008,25,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,F,EE,2008,20.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,F,EL,2008,35,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,F,ES,2008,28.2,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,F,HU,2008,26.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,F,LV,2008,21.5,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,F,MT,2008,19.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,F,PL,2008,23.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,F,RO,2008,13.6,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,F,SI,2008,14.6,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,F,SK,2008,14.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,M,AT,2008,32,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,M,BE,2008,25.5,u
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,M,BG,2008,54.7,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,M,CY,2008,41,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,M,CZ,2008,37,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,M,EE,2008,44.7,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,M,EL,2008,47.3,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,M,ES,2008,36.9,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,M,HU,2008,36.7,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,M,LV,2008,57.3,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,M,MT,2008,27,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,M,PL,2008,36.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,M,RO,2008,44.5,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,M,SI,2008,27,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,M,SK,2008,31.2,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,T,AT,2008,28.5,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,T,BE,2008,21.7,u
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,T,BG,2008,45.1,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,T,CY,2008,29.5,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,T,CZ,2008,30.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,T,EE,2008,33.1,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,T,EL,2008,41.3,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,T,ES,2008,32.7,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,T,HU,2008,31.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,T,LV,2008,39.7,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,T,MT,2008,23.1,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,T,PL,2008,30,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,T,RO,2008,29.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,T,SI,2008,21.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y35-44,T,SK,2008,23.3,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,F,AT,2008,21.2,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,F,BE,2008,22,u
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,F,BG,2008,24.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,F,CY,2008,15.3,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,F,CZ,2008,22.7,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,F,EE,2008,22.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,F,EL,2008,35.2,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,F,ES,2008,28.3,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,F,HU,2008,29.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,F,LV,2008,18.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,F,MT,2008,19,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,F,PL,2008,28.2,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,F,RO,2008,12.1,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,F,SI,2008,23.6,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,F,SK,2008,16,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,M,AT,2008,25.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,M,BE,2008,25.9,u
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,M,BG,2008,52.8,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,M,CY,2008,45.7,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,M,CZ,2008,33.5,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,M,EE,2008,44.1,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,M,EL,2008,46.5,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,M,ES,2008,35.3,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,M,HU,2008,33.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,M,LV,2008,54.1,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,M,MT,2008,28.4,
dataflow,ESTAT:HLTH_DH040(1.0),A,PC_POP,NONE,Y45-54,M,PL,2008,43,
