STRUCTURE,STRUCTURE_ID,freq,unit,age,agechild,resid,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,AT,2011,46,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,AT,2012,50,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,AT,2013,44,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,AT,2014,38,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,AT,2015,47,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,AT,2016,48,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,AT,2017,42,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,AT,2018,42,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,AT,2019,44,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,AT,2020,48,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,AT,2021,42,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BE,2011,119,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BE,2012,110,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BE,2013,97,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BE,2014,89,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BE,2015,82,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BE,2016,90,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BE,2017,97,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BE,2018,112,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BE,2019,107,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BE,2020,96,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BG,2011,150,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BG,2012,112,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BG,2013,111,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BG,2014,123,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BG,2015,97,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BG,2016,103,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BG,2017,104,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BG,2018,87,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BG,2019,73,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BG,2020,61,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,BG,2021,76,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CH,2011,54,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CH,2012,53,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CH,2013,47,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CH,2014,53,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CH,2015,44,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CH,2016,46,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CH,2017,44,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CH,2018,48,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CH,2019,52,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CH,2020,51,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CH,2021,45,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CY,2011,8,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CY,2012,13,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CY,2013,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CY,2014,6,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CY,2015,10,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CY,2016,9,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CY,2017,5,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CY,2018,9,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CY,2019,8,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CY,2020,8,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CY,2021,11,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CZ,2011,80,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CZ,2012,83,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CZ,2013,68,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CZ,2014,72,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CZ,2015,57,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CZ,2016,82,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CZ,2017,75,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CZ,2018,67,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CZ,2019,62,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CZ,2020,71,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,CZ,2021,55,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DE,2011,499,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DE,2012,460,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DE,2013,420,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DE,2014,482,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DE,2015,437,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DE,2016,402,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DE,2017,368,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DE,2018,348,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DE,2019,385,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DE,2020,333,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DE,2021,345,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DK,2011,49,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DK,2012,53,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DK,2013,50,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DK,2014,58,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DK,2015,55,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DK,2016,40,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DK,2017,42,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DK,2018,47,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DK,2019,35,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,DK,2020,43,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EE,2011,7,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EE,2012,8,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EE,2013,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EE,2014,6,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EE,2015,6,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EE,2016,6,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EE,2017,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EE,2018,8,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EE,2019,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EE,2020,4,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EL,2011,96,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EL,2012,91,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EL,2013,95,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EL,2014,88,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EL,2015,105,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EL,2016,90,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EL,2017,82,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EL,2018,82,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EL,2019,69,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EL,2020,69,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,ES,2011,379,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,ES,2012,300,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,ES,2013,264,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,ES,2014,287,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,ES,2015,282,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,ES,2016,292,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,ES,2017,277,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,ES,2018,273,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,ES,2019,244,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,ES,2020,218,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,ES,2021,198,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EU27_2020,2011,4038,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EU27_2020,2012,3738,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EU27_2020,2013,3676,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EU27_2020,2014,3691,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EU27_2020,2015,3538,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EU27_2020,2016,3405,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EU27_2020,2017,3385,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EU27_2020,2018,3307,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EU27_2020,2019,3192,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EU27_2020,2020,3046,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EU28,2011,4736,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EU28,2012,4408,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EU28,2013,4329,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EU28,2014,4324,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EU28,2015,4136,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EU28,2016,3992,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,EU28,2017,3945,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FI,2011,38,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FI,2012,31,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FI,2013,22,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FI,2014,31,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FI,2015,27,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FI,2016,24,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FI,2017,27,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FI,2018,27,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FI,2019,25,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FI,2020,22,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FI,2021,17,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FR,2011,603,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FR,2012,648,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FR,2013,690,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FR,2014,645,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FR,2015,694,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FR,2016,658,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FR,2017,714,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FR,2018,700,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FR,2019,736,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FR,2020,684,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FX,2011,555,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FX,2012,573,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FX,2013,636,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FX,2014,585,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FX,2015,627,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FX,2016,601,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FX,2017,642,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FX,2018,642,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FX,2019,656,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,FX,2020,618,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HR,2011,51,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HR,2012,39,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HR,2013,40,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HR,2014,52,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HR,2015,32,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HR,2016,33,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HR,2017,38,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HR,2018,42,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HR,2019,49,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HR,2020,42,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HU,2011,98,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HU,2012,104,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HU,2013,107,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HU,2014,105,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HU,2015,85,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HU,2016,67,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HU,2017,84,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HU,2018,80,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HU,2019,73,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HU,2020,71,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,HU,2021,75,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IE,2011,60,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IE,2012,69,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IE,2013,59,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IE,2014,46,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IE,2015,56,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IE,2016,43,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IE,2017,40,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IE,2018,34,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IE,2019,36,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IE,2020,42,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IS,2011,0,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IS,2012,0,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IS,2013,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IS,2014,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IS,2015,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IS,2016,0,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IS,2017,4,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IS,2018,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IS,2019,0,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IS,2020,0,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IT,2011,461,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IT,2012,405,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IT,2013,390,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IT,2014,382,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IT,2015,328,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IT,2016,326,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IT,2017,332,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IT,2018,329,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IT,2019,246,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,IT,2020,262,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,LI,2011,0,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,LI,2013,0,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,LT,2011,30,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,LT,2012,22,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,LT,2013,17,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,LT,2014,21,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,LT,2015,19,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,LT,2016,23,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,LT,2017,18,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,LT,2018,19,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,LT,2019,14,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,LT,2020,17,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,LT,2021,16,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,LU,2011,5,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,D1-6,TOT_IN,LU,2012,,c
