STRUCTURE,STRUCTURE_ID,freq,unit,age,agechild,resid,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,ES,2015,1309,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,ES,2016,1331,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,ES,2017,1272,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,ES,2018,1173,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,ES,2019,1137,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,ES,2020,1021,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,ES,2021,963,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,EU27_2020,2013,20689,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,EU27_2020,2014,20217,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,EU27_2020,2015,19443,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,EU27_2020,2016,19852,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,EU27_2020,2017,19428,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,EU27_2020,2018,19212,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,EU27_2020,2019,18721,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,EU27_2020,2020,18644,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,EU28,2013,24305,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,EU28,2014,23779,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,EU28,2015,22875,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,EU28,2016,23279,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,EU28,2017,22626,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FI,2011,163,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FI,2012,162,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FI,2013,149,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FI,2014,165,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FI,2015,171,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FI,2016,161,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FI,2017,145,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FI,2018,138,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FI,2019,126,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FI,2020,122,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FI,2021,126,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FR,2013,7465,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FR,2014,7221,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FR,2015,6790,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FR,2016,6998,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FR,2017,6762,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FR,2018,6780,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FR,2019,6452,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FR,2020,6564,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FX,2013,0,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FX,2014,0,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FX,2015,6634,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FX,2016,6453,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FX,2017,6241,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FX,2018,6242,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FX,2019,5921,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,FX,2020,6023,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HR,2011,158,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HR,2012,162,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HR,2013,157,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HR,2014,156,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HR,2015,176,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HR,2016,181,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HR,2017,149,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HR,2018,159,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HR,2019,164,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HR,2020,142,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HU,2011,503,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HU,2012,788,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HU,2013,817,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HU,2014,534,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HU,2015,474,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HU,2016,485,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HU,2017,491,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HU,2018,443,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HU,2019,440,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HU,2020,461,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,HU,2021,511,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IE,2011,209,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IE,2012,188,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IE,2013,190,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IE,2014,164,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IE,2015,194,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IE,2016,173,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IE,2017,162,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IE,2018,133,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IE,2019,133,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IE,2020,120,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IS,2011,7,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IS,2012,11,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IS,2013,10,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IS,2014,15,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IS,2015,10,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IS,2016,11,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IS,2017,10,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IS,2018,7,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IS,2019,16,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IS,2020,11,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IT,2011,1463,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IT,2012,1522,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IT,2013,1362,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IT,2014,1377,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IT,2015,1390,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IT,2016,1320,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IT,2017,1317,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IT,2018,1148,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IT,2019,1095,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,IT,2020,1072,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LT,2011,148,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LT,2012,117,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LT,2013,147,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LT,2014,139,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LT,2015,126,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LT,2016,134,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LT,2017,100,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LT,2018,115,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LT,2019,114,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LT,2020,82,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LT,2021,92,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LU,2011,34,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LU,2012,38,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LU,2013,47,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LU,2014,35,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LU,2015,50,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LU,2016,31,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LU,2017,36,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LU,2018,24,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LU,2019,51,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LU,2020,39,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LU,2021,41,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LV,2011,191,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LV,2012,185,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LV,2013,174,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LV,2014,186,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LV,2015,170,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LV,2016,187,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LV,2017,198,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LV,2018,137,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LV,2019,124,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LV,2020,136,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,LV,2021,118,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,MT,2011,28,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,MT,2012,20,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,MT,2013,22,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,MT,2014,27,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,MT,2015,18,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,MT,2016,23,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,MT,2017,19,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,MT,2018,25,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,MT,2019,16,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,MT,2020,26,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NL,2011,486,d
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NL,2012,594,d
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NL,2013,524,d
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NL,2014,492,d
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NL,2015,512,d
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NL,2016,418,d
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NL,2017,396,d
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NL,2018,428,d
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NL,2019,387,d
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NL,2020,366,d
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NL,2021,392,d
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NO,2013,243,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NO,2014,294,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NO,2015,237,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NO,2016,245,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NO,2017,199,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NO,2018,225,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NO,2019,193,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,NO,2020,181,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PL,2011,1657,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PL,2012,1601,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PL,2013,1390,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PL,2014,1345,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PL,2015,1075,e
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PL,2016,1147,e
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PL,2017,1101,e
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PL,2018,1277,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PL,2019,1238,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PL,2020,1231,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PL,2021,1221,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PT,2011,295,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PT,2012,327,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PT,2013,247,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PT,2014,299,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PT,2015,299,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PT,2016,306,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PT,2017,285,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PT,2018,324,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PT,2019,310,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,PT,2020,306,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RO,2011,811,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RO,2012,779,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RO,2013,771,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RO,2014,782,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RO,2015,736,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RO,2016,734,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RO,2017,697,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RO,2018,686,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RO,2019,626,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RO,2020,683,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RS,2011,328,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RS,2012,370,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RS,2013,307,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RS,2014,346,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RS,2015,386,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RS,2016,377,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RS,2017,349,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RS,2018,344,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RS,2019,357,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RS,2020,356,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,RS,2021,339,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SE,2011,444,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SE,2012,440,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SE,2013,427,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SE,2014,464,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SE,2015,443,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SE,2016,454,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SE,2017,422,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SE,2018,447,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SE,2019,362,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SE,2020,362,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SI,2011,105,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SI,2012,103,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SI,2013,113,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SI,2014,111,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SI,2015,124,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SI,2016,113,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SI,2017,116,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SI,2018,113,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SI,2019,103,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SI,2020,125,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SK,2011,190,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SK,2012,180,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SK,2013,163,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SK,2014,167,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SK,2015,183,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SK,2016,161,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SK,2017,159,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SK,2018,169,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SK,2019,163,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SK,2020,181,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,SK,2021,191,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,TOTAL,LFD,TOT_IN,TR,2011,7916,
